Date,Price,Change
2000-07-11,78.81,-0.02329904573057373
2000-07-12,78.25,-0.0071056972465423085
2000-07-13,78.81,0.007156549520766831
2000-07-14,79.5,0.008755234107346688
2000-07-17,78.25,-0.01572327044025157
2000-07-18,77.62,-0.008051118210862573
2000-07-19,76.06,-0.020097912909044058
2000-07-20,73.44,-0.03444648961346308
2000-07-21,74.75,0.01783769063180829
2000-07-24,72.06,-0.03598662207357861
2000-07-25,70.81,-0.01734665556480708
2000-07-26,69.06,-0.024714023443016542
2000-07-27,67.87,-0.01723139299160148
2000-07-28,70.94,0.045233534698688516
2000-07-31,70.19,-0.010572314632083413
2000-08-01,69.94,-0.0035617609346060286
2000-08-02,68.56,-0.019731198169859798
2000-08-03,68.19,-0.005396732788798153
2000-08-04,69.44,0.018331133597301763
2000-08-07,70.19,0.010800691244239546
2000-08-08,70.06,-0.0018521156859950816
2000-08-09,73.75,0.05266914073651163
2000-08-10,73.81,0.0008135593220339743
2000-08-11,72.44,-0.018561170573093144
2000-08-14,72.31,-0.0017945886250689824
2000-08-15,72.0,-0.004287097220301517
2000-08-16,71.87,-0.0018055555555555047
2000-08-17,71.12,-0.010435508557117057
2000-08-18,71.12,0.0
2000-08-21,70.69,-0.006046119235095682
2000-08-22,70.81,0.0016975526948650455
2000-08-23,70.81,0.0
2000-08-24,70.62,-0.0026832368309560595
2000-08-25,70.69,0.000991220617388766
2000-08-28,70.19,-0.007073136228603727
2000-08-29,71.19,0.014247043738424336
2000-08-30,70.69,-0.00702345835089202
2000-08-31,70.87,0.002546329042297346
2000-09-01,70.0,-0.012275998306758962
2000-09-05,70.0,0.0
2000-09-06,70.06,0.0008571428571428896
2000-09-07,70.0,-0.0008564087924636254
2000-09-08,70.37,0.005285714285714338
2000-09-11,69.12,-0.017763251385533585
2000-09-12,68.75,-0.0053530092592593
2000-09-13,67.56,-0.01730909090909083
2000-09-14,68.69,0.01672587329780928
2000-09-15,65.44,-0.047314019507934235
2000-09-18,64.25,-0.018184596577017098
2000-09-19,63.63,-0.009649805447470738
2000-09-20,64.87,0.019487663052019544
2000-09-21,64.0,-0.013411438261137776
2000-09-22,61.13,-0.04484374999999996
2000-09-25,63.25,0.0346801897595288
2000-09-26,60.94,-0.03652173913043477
2000-09-27,63.44,0.041023957991467075
2000-09-28,60.81,-0.041456494325346704
2000-09-29,61.0,0.0031244861042591943
2000-10-02,60.5,-0.008196721311475419
2000-10-03,59.56,-0.015537190082644536
2000-10-04,56.38,-0.05339153794492946
2000-10-05,55.5,-0.015608371763036533
2000-10-06,55.81,0.0055855855855855285
2000-10-09,55.63,-0.0032252284536821163
2000-10-10,53.94,-0.030379291749056403
2000-10-11,54.0,0.0011123470522802492
2000-10-12,56.31,0.0427777777777778
2000-10-13,53.88,-0.0431539690996271
2000-10-16,53.5,-0.007052709725315576
2000-10-17,51.88,-0.03028037383177562
2000-10-18,49.63,-0.043369313801079445
2000-10-19,58.44,0.17751360064477129
2000-10-20,61.31,0.04911019849418219
2000-10-23,64.62,0.05398793019083348
2000-10-24,62.63,-0.030795419374806565
2000-10-25,61.94,-0.011017084464314264
2000-10-26,61.0,-0.01517597675169513
2000-10-27,64.69,0.06049180327868853
2000-10-30,67.5,0.04343793476580626
2000-10-31,69.0,0.022222222222222143
2000-11-01,68.5,-0.007246376811594235
2000-11-02,70.37,0.02729927007299282
2000-11-03,69.25,-0.015915873241438172
2000-11-06,68.69,-0.008086642599278049
2000-11-07,69.75,0.015431649439510808
2000-11-08,71.12,0.019641577060931947
2000-11-09,68.5,-0.036839145106861704
2000-11-10,69.94,0.021021897810219015
2000-11-13,66.69,-0.04646840148698883
2000-11-14,68.0,0.019643124906282727
2000-11-15,69.06,0.01558823529411768
2000-11-16,69.44,0.0055024616275700655
2000-11-17,69.44,0.0
2000-11-20,68.12,-0.019009216589861655
2000-11-21,67.37,-0.011009982384028172
2000-11-22,66.06,-0.019444856761169693
2000-11-24,69.0,0.04450499545867381
2000-11-27,71.44,0.03536231884057961
2000-11-28,69.37,-0.02897536394176925
2000-11-29,66.81,-0.03690356061698141
2000-11-30,62.0,-0.0719952102978596
2000-12-01,58.06,-0.06354838709677413
2000-12-04,57.25,-0.013951085084395465
2000-12-05,59.19,0.03388646288209607
2000-12-06,60.0,0.013684744044602182
2000-12-07,53.44,-0.1093333333333334
2000-12-08,54.63,0.022267964071856383
2000-12-11,55.5,0.01592531576057099
2000-12-12,57.81,0.04162162162162164
2000-12-13,60.5,0.04653174191316367
2000-12-14,57.94,-0.04231404958677687
2000-12-15,51.05,-0.11891612012426644
2000-12-18,49.0,-0.04015670910871694
2000-12-19,47.44,-0.0318367346938776
2000-12-20,42.81,-0.09759696458684641
2000-12-21,40.75,-0.0481195982247139
2000-12-22,44.75,0.09815950920245409
2000-12-26,46.88,0.04759776536312854
2000-12-27,46.13,-0.01599829351535831
2000-12-28,45.13,-0.02167786689789719
2000-12-29,43.94,-0.026368269443829084
2001-01-02,44.13,0.004324078288575395
2001-01-03,43.19,-0.021300702469975175
2001-01-04,47.81,0.10696920583468406
2001-01-05,48.5,0.014432127170048048
2001-01-08,48.94,0.009072164948453532
2001-01-09,50.0,0.021659174499387035
2001-01-10,51.0,0.020000000000000018
2001-01-11,53.0,0.03921568627450989
2001-01-12,54.88,0.035471698113207495
2001-01-16,53.38,-0.02733236151603502
2001-01-17,53.63,0.004683402023229588
2001-01-18,53.69,0.0011187768040274992
2001-01-19,60.0,0.11752654125535478
2001-01-22,60.75,0.012499999999999956
2001-01-23,59.75,-0.016460905349794275
2001-01-24,61.0,0.02092050209205021
2001-01-25,62.75,0.028688524590164022
2001-01-26,61.0,-0.027888446215139417
2001-01-29,63.56,0.041967213114754154
2001-01-30,64.5,0.014789175582127001
2001-01-31,63.0,-0.023255813953488413
2001-02-01,60.81,-0.03476190476190477
2001-02-02,62.5,0.02779148166419998
2001-02-05,60.75,-0.028000000000000025
2001-02-06,62.06,0.0215637860082305
2001-02-07,62.0,-0.0009668063164679497
2001-02-08,63.75,0.02822580645161299
2001-02-09,61.31,-0.03827450980392155
2001-02-12,58.81,-0.04077638231936065
2001-02-13,59.63,0.013943206937595543
2001-02-14,57.63,-0.03354016434680529
2001-02-15,59.0,0.02377234079472501
2001-02-16,57.0,-0.03389830508474578
2001-02-20,57.38,0.006666666666666821
2001-02-21,55.25,-0.037120948065528125
2001-02-22,56.31,0.01918552036199106
2001-02-23,54.44,-0.03320902148819049
2001-02-26,57.63,0.05859662013225586
2001-02-27,59.38,0.03036612875238598
2001-02-28,59.56,0.0030313236780059594
2001-03-01,58.56,-0.016789791806581578
2001-03-02,57.5,-0.018101092896174897
2001-03-05,57.25,-0.004347826086956497
2001-03-06,58.63,0.0241048034934499
2001-03-07,59.88,0.02132014327136278
2001-03-08,60.31,0.007181028724114968
2001-03-09,57.94,-0.03929696567733387
2001-03-12,54.69,-0.05609250949257849
2001-03-13,52.19,-0.04571219601389653
2001-03-14,52.5,0.005939835217474654
2001-03-15,55.31,0.05352380952380953
2001-03-16,52.5,-0.05080455613813062
2001-03-19,54.5,0.03809523809523818
2001-03-20,54.56,0.0011009174311926717
2001-03-21,52.25,-0.04233870967741937
2001-03-22,50.56,-0.032344497607655454
2001-03-23,54.94,0.08662974683544289
2001-03-26,57.13,0.039861667273389134
2001-03-27,56.06,-0.01872921407316641
2001-03-28,57.38,0.023546200499464875
2001-03-29,55.38,-0.034855350296270515
2001-03-30,55.75,0.006681112314915083
2001-04-02,54.81,-0.01686098654708512
2001-04-03,55.31,0.009122422915526451
2001-04-04,53.38,-0.034894232507683975
2001-04-05,53.75,0.00693143499437987
2001-04-06,56.38,0.04893023255813955
2001-04-09,56.57,0.0033699893579282048
2001-04-10,57.95,0.024394555418066233
2001-04-11,60.65,0.046591889559965516
2001-04-12,59.56,-0.017971970321516872
2001-04-16,61.4,0.030893216924110067
2001-04-17,60.52,-0.01433224755700313
2001-04-18,63.39,0.04742233972240584
2001-04-19,65.81,0.03817636851238371
2001-04-20,70.3,0.06822671326546104
2001-04-23,68.11,-0.031152204836415343
2001-04-24,68.2,0.001321391866099031
2001-04-25,67.57,-0.009237536656891643
2001-04-26,70.07,0.03699866804795038
2001-04-27,69.53,-0.007706579135150493
2001-04-30,68.53,-0.014382281029771349
2001-05-01,67.66,-0.012695169998540812
2001-05-02,71.0,0.04936446940585282
2001-05-03,69.25,-0.02464788732394363
2001-05-04,68.0,-0.018050541516245522
2001-05-07,70.83,0.041617647058823426
2001-05-08,71.75,0.01298884653395449
2001-05-09,71.24,-0.0071080139372823314
2001-05-10,71.13,-0.001544076361594593
2001-05-11,69.96,-0.016448755799240877
2001-05-14,69.13,-0.011863922241280744
2001-05-15,68.74,-0.005641544915376828
2001-05-16,67.7,-0.01512947337794579
2001-05-17,69.1,0.02067946824224509
2001-05-18,67.69,-0.0204052098408104
2001-05-21,68.05,0.005318363126015635
2001-05-22,69.45,0.020573108008817176
2001-05-23,70.39,0.013534917206623476
2001-05-24,69.94,-0.006392953544537616
2001-05-25,71.66,0.02459250786388334
2001-05-29,70.8,-0.012001116382919341
2001-05-30,69.56,-0.017514124293785294
2001-05-31,69.49,-0.0010063254744107075
2001-06-01,69.6,0.0015829615772053884
2001-06-04,70.55,0.013649425287356465
2001-06-05,70.76,0.0029766123316796733
2001-06-06,72.89,0.030101752402487136
2001-06-07,72.12,-0.010563863355741443
2001-06-08,73.7,0.021907931225734867
2001-06-11,72.85,-0.011533242876526573
2001-06-12,71.02,-0.025120109814687708
2001-06-13,72.05,0.014502956913545528
2001-06-14,70.22,-0.025399028452463557
2001-06-15,67.51,-0.038592993449159674
2001-06-18,67.95,0.0065175529551178
2001-06-19,68.21,0.0038263428991904824
2001-06-20,67.14,-0.01568684943556653
2001-06-21,69.15,0.02993744414655941
2001-06-22,70.0,0.01229211858279089
2001-06-25,69.1,-0.0128571428571429
2001-06-26,67.82,-0.018523878437047725
2001-06-27,69.86,0.030079622530227113
2001-06-28,71.55,0.024191239622101346
2001-06-29,72.6,0.01467505241090139
2001-07-02,72.05,-0.007575757575757569
2001-07-03,70.3,-0.024288688410825765
2001-07-05,70.22,-0.001137980085348489
2001-07-06,68.3,-0.027342637425235017
2001-07-09,66.2,-0.030746705710102407
2001-07-10,65.9,-0.004531722054380571
2001-07-11,64.21,-0.025644916540212614
2001-07-12,70.7,0.1010745989721229
2001-07-13,71.4,0.00990099009900991
2001-07-16,71.45,0.0007002801120448154
2001-07-17,70.66,-0.011056682995101541
2001-07-18,70.6,-0.0008491367110105008
2001-07-19,71.22,0.008781869688385235
2001-07-20,68.03,-0.044790789104184214
2001-07-23,69.24,0.017786270762898626
2001-07-24,67.0,-0.03235124205661455
2001-07-25,66.26,-0.01104477611940291
2001-07-26,67.12,0.012979172955025708
2001-07-27,66.05,-0.01594159713945187
2001-07-30,65.65,-0.0060560181680543446
2001-07-31,66.01,0.00548362528560542
2001-08-01,66.8,0.011967883653991596
2001-08-02,67.21,0.006137724550898227
2001-08-03,67.3,0.0013390864454694285
2001-08-06,66.53,-0.011441307578008875
2001-08-07,66.04,-0.007365098451826202
2001-08-08,66.51,0.007116898849182318
2001-08-09,64.98,-0.023004059539918797
2001-08-10,64.77,-0.003231763619575334
2001-08-13,65.24,0.007256445885440721
2001-08-14,65.75,0.007817290006131294
2001-08-15,64.71,-0.015817490494296704
2001-08-16,62.84,-0.02889816102611642
2001-08-17,63.78,0.014958625079567023
2001-08-20,61.66,-0.03323925995609911
2001-08-21,62.7,0.016866688290626097
2001-08-22,61.13,-0.025039872408293418
2001-08-23,60.67,-0.0075249468346147985
2001-08-24,59.6,-0.017636393604747003
2001-08-27,61.9,0.038590604026845554
2001-08-28,62.34,0.007108239095314994
2001-08-29,61.05,-0.020692974013474585
2001-08-30,59.04,-0.03292383292383294
2001-08-31,56.85,-0.037093495934959364
2001-09-04,57.19,0.005980650835532009
2001-09-05,56.18,-0.01766043014513019
2001-09-06,56.56,0.006763972944108243
2001-09-07,56.11,-0.007956152758132995
2001-09-10,54.92,-0.021208340759222954
2001-09-17,54.02,-0.01638747268754548
2001-09-18,53.41,-0.011292114031840161
2001-09-19,54.46,0.019659239842726217
2001-09-20,52.35,-0.03874403231729706
2001-09-21,47.92,-0.08462273161413558
2001-09-24,50.65,0.056969949916527485
2001-09-25,52.27,0.0319842053307009
2001-09-26,51.51,-0.014539889037688991
2001-09-27,50.1,-0.02737332556785088
2001-09-28,49.62,-0.009580838323353325
2001-10-01,50.94,0.026602176541717037
2001-10-02,51.63,0.013545347467609048
2001-10-03,52.48,0.016463296533023364
2001-10-04,56.92,0.08460365853658547
2001-10-05,56.16,-0.013352073085031724
2001-10-08,56.8,0.01139601139601143
2001-10-09,57.5,0.012323943661971981
2001-10-10,53.6,-0.0678260869565217
2001-10-11,55.76,0.040298507462686484
2001-10-12,55.7,-0.001076040172166337
2001-10-15,55.9,0.0035906642728904536
2001-10-16,57.87,0.035241502683363235
2001-10-17,59.12,0.021600138240884803
2001-10-18,56.34,-0.04702300405953985
2001-10-19,57.4,0.018814341498047504
2001-10-22,57.9,0.008710801393728262
2001-10-23,60.47,0.04438687392055263
2001-10-24,60.5,0.0004961137754257994
2001-10-25,60.61,0.0018181818181817189
2001-10-26,62.32,0.028213166144200663
2001-10-29,62.1,-0.003530166880616137
2001-10-30,58.92,-0.05120772946859897
2001-10-31,59.3,0.006449422946367855
2001-11-01,60.08,0.013153456998313606
2001-11-02,61.93,0.03079227696404807
2001-11-05,61.86,-0.0011303084127241014
2001-11-06,62.7,0.013579049466537318
2001-11-07,64.22,0.024242424242424176
2001-11-08,64.46,0.003737153534724369
2001-11-09,64.34,-0.0018616196090597281
2001-11-12,64.7,0.005595275101025754
2001-11-13,66.8,0.03245749613601223
2001-11-14,68.23,0.021407185628742553
2001-11-15,66.1,-0.03121793932287864
2001-11-16,66.36,0.003933434190620311
2001-11-19,66.25,-0.0016576250753466137
2001-11-20,66.45,0.0030188679245284344
2001-11-21,64.36,-0.03145221971407075
2001-11-23,64.38,0.0003107520198881719
2001-11-26,64.99,0.009474992233612811
2001-11-27,64.79,-0.0030773965225417976
2001-11-28,63.17,-0.025003858620157526
2001-11-29,63.12,-0.0007915149596328108
2001-11-30,64.66,0.024397972116603217
2001-12-03,63.83,-0.012836374884008683
2001-12-04,65.0,0.018329938900203624
2001-12-05,66.49,0.022923076923076824
2001-12-06,67.98,0.022409384869905402
2001-12-07,68.25,0.003971756398940762
2001-12-10,67.52,-0.010695970695970725
2001-12-11,67.66,0.0020734597156397694
2001-12-12,67.16,-0.007389890629618701
2001-12-13,67.13,-0.0004466944609886614
2001-12-14,66.02,-0.01653508118575897
2001-12-17,67.17,0.017418963950318167
2001-12-18,68.92,0.026053297603096714
2001-12-19,68.62,-0.004352872896111415
2001-12-20,69.15,0.007723695715534884
2001-12-21,68.01,-0.016485900216919758
2001-12-24,67.72,-0.004264078811939465
2001-12-26,67.42,-0.004430005906674528
2001-12-27,67.98,0.008306140611094692
2001-12-28,68.23,0.0036775522212415535
2001-12-31,67.84,-0.005715960721090485
2002-01-02,66.65,-0.017541273584905648
2002-01-03,67.11,0.006901725431357697
2002-01-04,69.25,0.031887945164654985
2002-01-07,69.75,0.0072202166064982976
2002-01-08,68.69,-0.015197132616487474
2002-01-09,69.72,0.014994904644052953
2002-01-10,68.48,-0.017785427423981592
2002-01-11,69.52,0.015186915887850372
2002-01-14,68.3,-0.01754890678941312
2002-01-15,68.66,0.005270863836017492
2002-01-16,68.85,0.0027672589571803297
2002-01-17,68.53,-0.0046477850399417875
2002-01-18,67.1,-0.020866773675762507
2002-01-22,66.61,-0.007302533532041688
2002-01-23,64.05,-0.03843266776760246
2002-01-24,64.1,0.0007806401249024209
2002-01-25,64.19,0.001404056162246592
2002-01-28,64.23,0.000623150023368213
2002-01-29,63.9,-0.005137786081270468
2002-01-30,62.45,-0.022691705790297223
2002-01-31,63.06,0.009767814251401052
2002-02-01,64.15,0.01728512527751347
2002-02-04,62.4,-0.02727981293842563
2002-02-05,60.8,-0.02564102564102566
2002-02-06,61.61,0.01332236842105261
2002-02-07,60.3,-0.02126278201590659
2002-02-08,60.12,-0.0029850746268657025
2002-02-11,60.01,-0.001829673985362601
2002-02-12,60.49,0.007998666888851869
2002-02-13,60.26,-0.0038022813688213253
2002-02-14,62.0,0.028874875539329548
2002-02-15,61.7,-0.004838709677419284
2002-02-19,59.91,-0.029011345218800777
2002-02-20,59.4,-0.00851276915373056
2002-02-21,59.72,0.005387205387205496
2002-02-22,58.05,-0.027963831212324264
2002-02-25,57.94,-0.0018949181739879029
2002-02-26,59.1,0.020020711080428022
2002-02-27,59.07,-0.0005076142131980044
2002-02-28,58.78,-0.004909429490435047
2002-03-01,59.05,0.004593399115345287
2002-03-04,61.24,0.03708721422523298
2002-03-05,63.0,0.028739386022207603
2002-03-06,62.91,-0.0014285714285714457
2002-03-07,63.67,0.012080750278175234
2002-03-08,63.63,-0.0006282393591958702
2002-03-11,63.51,-0.001885902876001988
2002-03-12,62.52,-0.01558809636277747
2002-03-13,62.08,-0.007037747920665471
2002-03-14,62.14,0.0009664948453609323
2002-03-15,61.0,-0.018345671065336355
2002-03-18,62.74,0.028524590163934382
2002-03-19,62.18,-0.008925725215173763
2002-03-20,61.4,-0.012544226439369588
2002-03-21,60.21,-0.01938110749185662
2002-03-22,61.05,0.01395117090184339
2002-03-25,60.48,-0.009336609336609292
2002-03-26,59.1,-0.022817460317460236
2002-03-27,58.8,-0.005076142131979822
2002-03-28,59.95,0.019557823129251695
2002-04-01,59.83,-0.002001668056713979
2002-04-02,58.9,-0.015544041450777146
2002-04-03,57.44,-0.02478777589134129
2002-04-04,55.98,-0.0254178272980502
2002-04-05,56.89,0.016255805644873167
2002-04-08,54.3,-0.04552645456143445
2002-04-09,57.33,0.05580110497237567
2002-04-10,55.12,-0.038548752834467126
2002-04-11,55.89,0.013969521044992828
2002-04-12,55.15,-0.01324029343353017
2002-04-15,56.0,0.015412511332729029
2002-04-16,56.4,0.0071428571428571175
2002-04-17,57.95,0.027482269503546153
2002-04-18,56.79,-0.020017256255392635
2002-04-19,57.44,0.011445677055819559
2002-04-22,56.52,-0.016016713091921875
2002-04-23,55.7,-0.014508138711960328
2002-04-24,53.85,-0.03321364452423703
2002-04-25,52.9,-0.017641597028783762
2002-04-26,54.07,0.022117202268431058
2002-04-29,51.47,-0.04808581468466799
2002-04-30,52.1,0.012240139887313095
2002-05-01,52.16,0.001151631477926962
2002-05-02,52.64,0.00920245398773023
2002-05-03,51.26,-0.026215805471124676
2002-05-06,49.44,-0.03550526726492398
2002-05-07,49.18,-0.005258899676375384
2002-05-08,51.27,0.042496949979666576
2002-05-09,54.4,0.061049346596450116
2002-05-10,52.53,-0.03437499999999993
2002-05-13,50.45,-0.03959642109270889
2002-05-14,54.4,0.07829534192269572
2002-05-15,54.49,0.001654411764705932
2002-05-16,54.71,0.004037438062029608
2002-05-17,56.21,0.027417291171632163
2002-05-20,55.5,-0.012631204412026364
2002-05-21,53.95,-0.027927927927927865
2002-05-22,51.87,-0.03855421686746996
2002-05-23,53.7,0.03528050896471968
2002-05-24,54.14,0.00819366852886394
2002-05-28,53.59,-0.010158847432582108
2002-05-29,51.65,-0.036200783728307595
2002-05-30,51.64,-0.00019361084220714808
2002-05-31,52.9,0.024399690162664633
2002-06-03,50.99,-0.03610586011342154
2002-06-04,49.5,-0.029221415963914477
2002-06-05,50.43,0.018787878787878798
2002-06-06,51.5,0.021217529248463318
2002-06-07,49.89,-0.03126213592233007
2002-06-10,51.65,0.03527761074363589
2002-06-11,53.24,0.030784123910938987
2002-06-12,52.58,-0.012396694214876103
2002-06-13,54.84,0.04298212248003064
2002-06-14,53.15,-0.030816921954777587
2002-06-17,55.66,0.047224835371589835
2002-06-18,55.53,-0.0023356090549765396
2002-06-19,55.47,-0.0010804970286332205
2002-06-20,54.37,-0.019830539030106342
2002-06-21,53.4,-0.017840720985837777
2002-06-24,52.09,-0.024531835205992447
2002-06-25,54.7,0.05010558648493002
2002-06-26,51.05,-0.06672760511883014
2002-06-27,54.6,0.06953966699314407
2002-06-28,54.55,-0.0009157509157510235
2002-07-01,54.12,-0.007882676443629721
2002-07-02,52.38,-0.032150776053215036
2002-07-03,51.24,-0.021764032073310458
2002-07-05,53.09,0.03610460577673691
2002-07-08,54.41,0.02486343944245606
2002-07-09,53.31,-0.020216871898547928
2002-07-10,53.69,0.007128118551866347
2002-07-11,52.04,-0.030731979884522254
2002-07-12,53.37,0.025557263643351202
2002-07-15,51.39,-0.03709949409780766
2002-07-16,51.31,-0.0015567230978789093
2002-07-17,52.52,0.023582147729487524
2002-07-18,52.06,-0.008758568164508818
2002-07-19,49.87,-0.04206684594698429
2002-07-22,48.95,-0.018447964708241282
2002-07-23,46.49,-0.050255362614913146
2002-07-24,41.75,-0.101957410195741
2002-07-25,45.45,0.08862275449101809
2002-07-26,43.74,-0.03762376237623766
2002-07-29,46.85,0.07110196616369446
2002-07-30,47.55,0.014941302027748016
2002-07-31,47.61,0.0012618296529969264
2002-08-01,47.58,-0.000630119722747291
2002-08-02,45.51,-0.04350567465321564
2002-08-05,44.29,-0.026807295099978035
2002-08-06,44.9,0.01377286069090089
2002-08-07,47.0,0.04677060133630295
2002-08-08,47.11,0.002340425531914825
2002-08-09,48.15,0.02207599235831026
2002-08-12,47.61,-0.01121495327102806
