Date,Price,Change,Direction,Lag 1 Price,Lag 2 Price,Lag 5 Price,Lag 1 Change,Lag 1 Direction,Lag 1 Significant,Lag 2 Change,Lag 2 Direction,Lag 2 Significant,Lag 5 Change,Lag 5 Direction,Lag 5 Significant
2003-10-28,17.79,-0.01001669449081799,-1,16.85,16.04,16.04,-0.05283867341202911,-1,-1,-0.09836987071388421,-1,-1,-0.09836987071388421,-1,-1
2003-10-29,16.85,-0.05283867341202908,-1,16.04,16.11,16.11,-0.04807121661721081,-1,-1,-0.04391691394658765,-1,-1,-0.04391691394658765,-1,-1
2003-10-30,16.04,-0.04807121661721081,-1,16.11,16.33,16.33,0.004364089775561115,1,0,0.018079800498753067,1,1,0.018079800498753067,1,1
2003-10-31,16.11,0.004364089775561021,1,16.33,16.57,16.57,0.013656114214773363,1,1,0.028553693358162685,1,1,0.028553693358162685,1,1
2003-11-03,16.33,0.013656114214773307,1,16.57,16.99,16.99,0.014696876913655971,1,1,0.040416411512553596,1,1,0.040416411512553596,1,1
2003-11-04,16.57,0.014696876913655952,1,16.99,17.0,17.0,0.025347012673506225,1,1,0.02595051297525647,1,1,0.02595051297525647,1,1
2003-11-05,16.99,0.025347012673506253,1,17.0,16.63,16.63,0.0005885815185404099,1,0,-0.02118893466745141,-1,-1,-0.02118893466745141,-1,-1
2003-11-06,17.0,0.0005885815185404653,1,16.63,17.79,17.79,-0.021764705882353,-1,-1,0.04647058823529407,1,1,0.04647058823529407,1,1
2003-11-07,16.63,-0.02176470588235302,-1,17.79,18.14,18.14,0.06975345760673483,1,1,0.09079975947083593,1,1,0.09079975947083593,1,1
2003-11-10,17.79,0.0697534576067349,1,18.14,17.78,17.78,0.019673974142776923,1,1,-0.0005621135469363694,-1,0,-0.0005621135469363694,-1,0
2003-11-11,18.14,0.01967397414277694,1,17.78,17.05,17.05,-0.01984564498346193,-1,-1,-0.06008820286659315,-1,-1,-0.06008820286659315,-1,-1
2003-11-12,17.78,-0.01984564498346197,-1,17.05,16.63,16.63,-0.04105736782902139,-1,-1,-0.06467941507311598,-1,-1,-0.06467941507311598,-1,-1
2003-11-13,17.05,-0.04105736782902136,-1,16.63,18.14,18.14,-0.024633431085044087,-1,-1,0.06392961876832844,1,1,0.06392961876832844,1,1
2003-11-14,16.63,-0.02463343108504412,-1,18.14,18.09,18.09,0.09079975947083593,1,1,0.08779314491882147,1,1,0.08779314491882147,1,1
2003-11-17,18.14,0.09079975947083584,1,18.09,19.14,19.14,-0.002756339581036423,-1,0,0.05512679162072767,1,1,0.05512679162072767,1,1
2003-11-18,18.09,-0.002756339581036382,-1,19.14,19.09,19.09,0.05804311774461032,1,1,0.055279159756771695,1,1,0.055279159756771695,1,1
2003-11-19,19.14,0.05804311774461035,1,19.09,19.08,19.08,-0.002612330198537132,-1,0,-0.003134796238244633,-1,0,-0.003134796238244633,-1,0
2003-11-20,19.09,-0.002612330198537127,-1,19.08,18.91,18.91,-0.0005238344683080966,-1,0,-0.009429020429544249,-1,0,-0.009429020429544249,-1,0
2003-11-21,19.08,-0.0005238344683080598,-1,18.91,17.4,17.4,-0.008909853249475795,-1,0,-0.0880503144654088,-1,-1,-0.0880503144654088,-1,-1
2003-11-24,18.91,-0.008909853249475795,-1,17.4,16.11,16.11,-0.07985193019566375,-1,-1,-0.14806980433633002,-1,-1,-0.14806980433633002,-1,-1
2003-11-25,17.4,-0.07985193019566372,-1,16.11,16.51,16.51,-0.07413793103448271,-1,-1,-0.05114942528735615,-1,-1,-0.05114942528735615,-1,-1
2003-11-26,16.11,-0.07413793103448274,-1,16.51,16.74,16.74,0.024829298572315465,1,1,0.039106145251396586,1,1,0.039106145251396586,1,1
2003-11-28,16.51,0.024829298572315528,1,16.74,16.89,16.89,0.013930950938824764,1,1,0.02301635372501508,1,1,0.02301635372501508,1,1
2003-12-01,16.74,0.013930950938824791,1,16.89,16.08,16.08,0.008960573476702637,1,0,-0.03942652329749105,-1,-1,-0.03942652329749105,-1,-1
2003-12-02,16.89,0.008960573476702649,1,16.08,16.48,16.48,-0.047957371225577396,-1,-1,-0.02427471876850208,-1,-1,-0.02427471876850208,-1,-1
2003-12-03,16.08,-0.047957371225577416,-1,16.48,16.76,16.76,0.0248756218905474,1,1,0.04228855721393056,1,1,0.04228855721393056,1,1
2003-12-04,16.48,0.024875621890547484,1,16.76,17.55,17.55,0.01699029126213599,1,1,0.06492718446601943,1,1,0.06492718446601943,1,1
