Date,Price,Change,Direction,Lag 1 Price,Lag 2 Price,Lag 5 Price,Lag 1 Change,Lag 1 Direction,Lag 1 Significant,Lag 2 Change,Lag 2 Direction,Lag 2 Significant,Lag 5 Change,Lag 5 Direction,Lag 5 Significant
2017-08-09,72.25,0.0022194479123318627,1,71.9,71.61,71.61,-0.004844290657439368,-1,0,-0.008858131487889281,-1,0,-0.008858131487889281,-1,0
2017-08-10,71.9,-0.00484429065743941,-1,71.61,73.06,73.06,-0.004033379694019558,-1,0,0.016133518776077837,1,1,0.016133518776077837,1,1
2017-08-11,71.61,-0.004033379694019512,-1,73.06,73.59,73.59,0.02024856863566545,1,1,0.027649769585253513,1,1,0.027649769585253513,1,1
2017-08-14,73.06,0.020248568635665487,1,73.59,73.34,73.34,0.007254311524774173,1,0,0.0038324664659184385,1,0,0.0038324664659184385,1,0
2017-08-15,73.59,0.00725431152477407,1,73.34,73.58,73.58,-0.003397200706617747,-1,0,-0.0001358880282647794,-1,0,-0.0001358880282647794,-1,0
2017-08-16,73.34,-0.003397200706617753,-1,73.58,72.27,72.27,0.00327242977911092,1,0,-0.014589582765203264,-1,-1,-0.014589582765203264,-1,-1
2017-08-17,73.58,0.0032724297791109076,1,72.27,72.47,72.47,-0.017803751019298753,-1,-1,-0.015085621092688224,-1,-1,-0.015085621092688224,-1,-1
2017-08-18,72.27,-0.017803751019298764,-1,72.47,72.35,72.35,0.00276740002767404,1,0,0.0011069600110695766,1,0,0.0011069600110695766,1,0
2017-08-21,72.47,0.002767400027674061,1,72.35,72.96,72.96,-0.0016558575962467856,-1,0,0.006761418518007381,1,0,0.006761418518007381,1,0
2017-08-22,72.35,-0.001655857596246757,-1,72.96,72.74,72.74,0.008431237042156177,1,0,0.005390463026952323,1,0,0.005390463026952323,1,0
2017-08-23,72.96,0.008431237042156203,1,72.74,72.86,72.86,-0.003015350877192967,-1,0,-0.0013706140350876416,-1,0,-0.0013706140350876416,-1,0
2017-08-24,72.74,-0.003015350877192957,-1,72.86,73.06,73.06,0.0016497113005224712,1,0,0.004399230134726525,1,0,0.004399230134726525,1,0
2017-08-25,72.86,0.001649711300522494,1,73.06,72.25,72.25,0.002744990392533665,1,0,-0.008372220697227551,-1,0,-0.008372220697227551,-1,0
2017-08-28,73.06,0.0027449903925336194,1,72.25,73.01,73.01,-0.011086777990692612,-1,-1,-0.0006843690117711081,-1,0,-0.0006843690117711081,-1,0
2017-08-29,72.25,-0.011086777990692577,-1,73.01,74.03,74.03,0.010519031141868583,1,1,0.02463667820069206,1,1,0.02463667820069206,1,1
2017-08-30,73.01,0.010519031141868584,1,74.03,74.71,74.71,0.013970688946719573,1,1,0.02328448157786589,1,1,0.02328448157786589,1,1
2017-08-31,74.03,0.013970688946719491,1,74.71,73.34,73.34,0.009185465351884272,1,0,-0.00932054572470617,-1,0,-0.00932054572470617,-1,0
2017-09-01,74.71,0.009185465351884359,1,73.34,73.74,73.74,-0.018337571944853307,-1,-1,-0.01298353634051665,-1,-1,-0.01298353634051665,-1,-1
2017-09-05,73.34,-0.018337571944853304,-1,73.74,73.68,73.68,0.005454049631851534,1,0,0.004635942187073949,1,0,0.004635942187073949,1,0
2017-09-06,73.74,0.0054540496318515866,1,73.68,74.33,74.33,-0.0008136696501218887,-1,0,0.008001084892866876,1,0,0.008001084892866876,1,0
2017-09-07,73.68,-0.0008136696501218621,-1,74.33,74.31,74.31,0.00882193268186742,1,0,0.008550488599348472,1,0,0.008550488599348472,1,0
2017-09-08,74.33,0.008821932681867484,1,74.31,74.76,74.76,-0.0002690703618995832,-1,0,0.005785012780842282,1,0,0.005785012780842282,1,0
2017-09-11,74.31,-0.00026907036189960376,-1,74.76,74.93,74.93,0.006055712555510737,1,0,0.00834342618759258,1,0,0.00834342618759258,1,0
2017-09-12,74.76,0.006055712555510739,1,74.93,75.0,75.0,0.002273943285179263,1,0,0.003210272873194153,1,0,0.003210272873194153,1,0
2017-09-13,74.93,0.0022739432851792696,1,75.0,74.83,74.83,0.0009342052582409339,1,0,-0.001334578940344435,-1,0,-0.001334578940344435,-1,0
2017-09-14,75.0,0.0009342052582408387,1,74.83,75.23,75.23,-0.0022666666666666894,-1,0,0.0030666666666667197,1,0,0.0030666666666667197,1,0
2017-09-15,74.83,-0.002266666666666639,-1,75.23,75.21,75.21,0.005345449685954907,1,0,0.0050781772016570284,1,0,0.0050781772016570284,1,0
2017-09-18,75.23,0.005345449685954851,1,75.21,75.35,75.35,-0.0002658513890736439,-1,0,0.001595108334440919,1,0,0.001595108334440919,1,0
2017-09-19,75.21,-0.0002658513890736458,-1,75.35,75.11,75.11,0.0018614545938040231,1,0,-0.0013296104241456498,-1,0,-0.0013296104241456498,-1,0
2017-09-20,75.35,0.001861454593804046,1,75.11,73.99,73.99,-0.0031851360318512927,-1,0,-0.018049104180491035,-1,-1,-0.018049104180491035,-1,-1
2017-09-21,75.11,-0.003185136031851332,-1,73.99,74.09,74.09,-0.014911463187325317,-1,-1,-0.013580082545599734,-1,-1,-0.013580082545599734,-1,-1
2017-09-22,73.99,-0.014911463187325282,-1,74.09,73.67,73.67,0.001351533991079991,1,0,-0.00432490877145551,-1,0,-0.00432490877145551,-1,0
2017-09-25,74.09,0.0013515339910799007,1,73.67,73.55,73.55,-0.005668781212039434,-1,0,-0.007288432986907899,-1,0,-0.007288432986907899,-1,0
2017-09-26,73.67,-0.005668781212039398,-1,73.55,73.54,73.54,-0.0016288855707887139,-1,0,-0.001764626035020978,-1,0,-0.001764626035020978,-1,0
2017-09-27,73.55,-0.0016288855707886631,-1,73.54,73.94,73.94,-0.00013596193065929172,-1,0,0.0053025152957172075,1,0,0.0053025152957172075,1,0
2017-09-28,73.54,-0.00013596193065934514,-1,73.94,74.71,74.71,0.005439216752787482,1,0,0.015909709001903555,1,1,0.015909709001903555,1,1
2017-09-29,73.94,0.005439216752787468,1,74.71,74.67,74.67,0.010413849066810874,1,1,0.009872869894509115,1,0,0.009872869894509115,1,0
2017-10-02,74.71,0.010413849066810863,1,74.67,74.0,74.0,-0.0005354035604335704,-1,0,-0.009503413197697682,-1,0,-0.009503413197697682,-1,0
2017-10-03,74.67,-0.0005354035604335783,-1,74.0,75.22,75.22,-0.00897281371367352,-1,0,0.007365742600776713,1,0,0.007365742600776713,1,0
2017-10-04,74.0,-0.008972813713673533,-1,75.22,75.67,75.67,0.01648648648648647,1,1,0.02256756756756759,1,1,0.02256756756756759,1,1
2017-10-05,75.22,0.016486486486486433,1,75.67,75.97,75.97,0.005982451475671402,1,0,0.009970752459452274,1,0,0.009970752459452274,1,0
2017-10-06,75.67,0.005982451475671446,1,75.97,76.33,76.33,0.0039645830580150275,1,0,0.008722082727633099,1,0,0.008722082727633099,1,0
2017-10-09,75.97,0.00396458305801506,1,76.33,76.36,76.36,0.004738712649730149,1,0,0.0051336053705410105,1,0,0.0051336053705410105,1,0
2017-10-10,76.33,0.004738712649730248,1,76.36,76.49,76.49,0.0003930302633302913,1,0,0.0020961614044280965,1,0,0.0020961614044280965,1,0
2017-10-11,76.36,0.00039303026333037394,1,76.49,77.59,77.59,0.0017024620220009881,1,0,0.016107909900471503,1,1,0.016107909900471503,1,1
