Date,author,content,number_of_likes,number_of_shares,sentiment_score,heuristic_score
2014-11-25,BarackObama,"""The actions we're taking will grow the economy for everybody."" —President Obama #ImmigrationAction",1051,492,0.0,0.0
2014-11-25,BarackObama,"""When folks in Congress question my authority to take action, I've got one answer: Pass a bill.""—President Obama #ImmigrationAction",2311,1363,0.0772,0.0772
2014-11-25,BarackObama,"""I'm going to do what I can to make the system work better."" —President Obama #ImmigrationAction",1795,843,0.0,0.0
2014-11-25,BarackObama,"""Americans are tired of gridlock. We're ready to move forward."" —President Obama #ImmigrationAction",1664,779,-0.1027,-0.1027
2014-11-26,BarackObama,ICYMI: The President sent a message to OFA supporters about the importance of taking action on immigration reform. http://t.co/qfSaNZzrPm,740,297,0.6597,0.6597
2014-11-26,BarackObama,Get the tools needed to make a difference in your community––apply for the @OFA 2015 Spring Fellowship Program: http://t.co/Fj6gN72VVF,696,338,0.0,0.0
2014-11-26,BarackObama,Don't miss the annual turkey pardoning at 2:15 p.m. ET: http://t.co/8tWd5WOLQX,925,457,0.4843,0.4843
2014-11-26,BarackObama,LIVE: President Obama is pardoning the National Thanksgiving Turkey. Tune in now: http://t.co/EHBKZyrHOX,955,461,0.4019,0.4019
2014-11-27,BarackObama,"""From my family to yours, happy Thanksgiving."" —President Obama http://t.co/fie6KaeJZ0",4522,1991,0.5719,0.5719
2014-11-27,BarackObama,Thankful. #TBT http://t.co/JAEzQdsMz0,16660,5382,0.5719,0.5719
2014-11-28,BarackObama,Be thankful for your health—but be smart about your future. #GetCovered now: http://t.co/EqEIB9CHpy,1437,772,0.7506,0.7506
2014-11-28,BarackObama,Jeff is the entrepreneur he always dreamed he’d be—because of health care reform. Read more: http://t.co/jqXsSnE3xA #ThisIsWhy,809,369,0.4939,0.4939
2014-11-28,BarackObama,The most important marketplace open today: http://t.co/hEAr4dtu7Y #GetCovered,908,429,0.2716,0.2716
2014-11-28,BarackObama,There's no better time to be thankful for your health––but make sure you're prepared for anything: http://t.co/AqSgOUrPlR #GetCovered,1322,644,0.8225,0.8225
2014-11-28,BarackObama,Make sure everyone in your life who needs it knows the health care marketplace is open again: http://t.co/d4ozJGBSl2 #GetCovered,1223,698,0.6705,0.6705
2014-11-28,BarackObama,"Check this off your to-do list: Find quality, affordable health care. http://t.co/xfWA6hlQAn #GetCovered http://t.co/vlHa9lBvQl",1100,570,0.4939,0.4939
2014-12-08,BarackObama,"""Robin Williams was an airman, a doctor, a genie, a nanny ... and everything in between. But he was one of a kind."" —President Obama",59571,58704,0.0,0.0
2014-12-08,BarackObama,You should put your name on this #RaiseTheWage petition: http://t.co/2OLqA915jw,892,489,0.0,0.0
2014-12-08,BarackObama,"""The death of Michael Brown is heartbreaking."" —President Obama. Read the full statement: http://t.co/PMwsBGqbQB",1911,1694,-0.5994,-0.5994
2014-12-09,BarackObama,"Happy birthday to AmeriCorps, which has been #GettingThingsDone for 20 years: http://t.co/biiIwvKJgP #AmeriCorps20",969,595,0.5719,0.5719
2014-12-09,BarackObama,LIVE: The President is celebrating 20 years of @AmeriCorps #GettingThingsDone. Watch: http://t.co/0rWiJNdnqx #AmeriCorps20,575,235,0.5719,0.5719
2014-12-09,BarackObama,"""You have made America stronger because of what you've done."" —President Obama to @americorps #AmeriCorps20",804,435,0.3818,0.3818
2014-12-09,BarackObama,"""The Obama household was on board with AmeriCorps from the start."" —President Obama #AmeriCorps20",585,203,0.0,0.0
2014-12-09,BarackObama,"""I began to understand what citizenship meant—not just words on a page."" —President Obama on community service #AmeriCorps20",814,390,0.0,0.0
2014-12-09,BarackObama,"""We are determined to help AmeriCorps succeed."" —President Obama #AmeriCorps20",664,272,0.6249,0.6249
2014-12-09,BarackObama,"""We've seen again and again how national service gives young people valuable training … and employers have noticed."" —President Obama",794,386,0.4767,0.4767
2014-12-09,BarackObama,"""If you're an employer … look to AmeriCorps. Look to the Peace Corps."" —President Obama #AmeriCorps20",814,397,0.5423,0.5423
2014-12-09,BarackObama,"""People who love their country can change it ... That is the promise of AmeriCorps."" —President Obama #AmeriCorps20",1231,803,0.7579,0.7579
2014-12-09,BarackObama,More than half a million @OFA supporters have gone #OnTheRecord for expanding economic opportunity. Join in: http://t.co/yKztHF7k0y,557,247,0.7845,0.7845
2014-12-09,BarackObama,Americans are paying less and getting more from their health care. More from @voxdotcom: http://t.co/3q2byL7ai4,735,389,0.4939,0.4939
2014-12-09,BarackObama,Student loan debt is not just a young person's problem: http://t.co/0MOJRkkDQP #OpportunityForAll,1623,1054,-0.6369,-0.6369
2014-12-11,BarackObama,This is huge: The United States and China have just agreed on an ambitious new joint plan to cut carbon pollution. http://t.co/Ntu6NFpSFY,2816,2005,0.802,0.802
2014-12-11,BarackObama,Add your name if you support the President's historic agreement with China on climate change: http://t.co/BI931suA5b #ActOnClimate,1091,598,0.7096,0.7096
2014-12-11,BarackObama,Watch: Amazing things can happen when people organize. http://t.co/dTkiosYmAe,706,330,0.5859,0.5859
2014-12-11,BarackObama,Stand with the President's global leadership in the fight against climate change: http://t.co/5QufvgCiNH #ActOnClimate,855,472,-0.3818,-0.3818
2014-12-11,BarackObama,The #Obamacare marketplace opens Saturday—spread the word about why getting covered matters: http://t.co/e6JZT2P5Ch http://t.co/iOGnzCGMPz,734,577,0.0258,0.0258
2014-12-11,BarackObama,Got a minute and a social media account? Here's an easy way to get involved in the fight for progress: http://t.co/6mYPfZXkx1,777,446,0.4767,0.4767
2014-12-11,BarackObama,This is a huge win for anyone that's fighting to #ActOnClimate: http://t.co/O1co21l3f1 http://t.co/gDwvQqOGrb,3053,2265,0.5574,0.5574
2014-12-12,BarackObama,A big part of a #Healthy2015 is making sure you have health insurance: http://t.co/fX4xF3UbS9,808,369,0.3182,0.3182
2014-12-12,BarackObama,Exercise and health insurance: Two ways to have a #Healthy2015. http://t.co/0TWCz2tIhm http://t.co/6nibxbWHJN,952,528,0.0,0.0
2014-12-12,BarackObama,Focus on what matters this holiday season. Make sure your loved ones #GetCovered: http://t.co/RlVcIfVhqk #Healthy2015,953,420,0.8564,0.8564
2014-12-12,BarackObama,"If you're thinking about having a #Healthy2015, make sure you #GetCovered: http://t.co/cdr70dt1jB",1054,529,0.3182,0.3182
2014-12-12,BarackObama,"Watch: In the weekly address, President Obama thanks American men and women in uniform. http://t.co/pfWCbZlOwM",919,414,0.4404,0.4404
2014-12-12,BarackObama,There are only #2DaysLeft to get health coverage on January 1st. Don't wait any longer: #GetCovered. http://t.co/6czkDrdAjr,870,495,0.0,0.0
2014-12-12,BarackObama,"""No one sacrifices more to preserve our blessings than our extraordinary men and women in uniform."" —President Obama http://t.co/yGCm4W9r2T",1581,866,0.3182,0.3182
2014-12-12,BarackObama,Start 2015 with health insurance: http://t.co/wMa9lnXr19 #GetCovered http://t.co/3YnxhWKZAF,1123,573,0.0,0.0
2014-12-12,BarackObama,You don't have much time left to get health insurance by January 1st. #GetCovered now: http://t.co/FOYrniPjSw http://t.co/g1WiBqQ80N,2330,985,0.0,0.0
2014-12-12,BarackObama,Tomorrow is the deadline to enroll for health coverage that starts January 1st. Sign up right now: http://t.co/jNJRJyhBnw #GetCovered,935,671,0.0,0.0
2014-12-12,BarackObama,"Get covered today, and you'll have health insurance on day one of 2015: http://t.co/uDxnuG0fjr",923,435,0.0,0.0
2014-12-12,BarackObama,Tomorrow's deadline to #GetCovered for the new year is important: Don't miss it. http://t.co/JyK9eKqRyP http://t.co/5MmJojpa4C,1092,827,0.3058,0.3058
2014-12-15,BarackObama,You don't have much time left to start 2015 with health insurance. Sign up here: http://t.co/Npmwx8ZfwN #GetCovered,741,346,0.0,0.0
2014-12-15,BarackObama,DEADLINE: Sign up today for health insurance that starts on January 1st. http://t.co/8o14g0EACw http://t.co/6ZwusSVbPe,865,592,0.0,0.0
2014-12-15,BarackObama,President Obama is speaking to American troops at 2:45 p.m. ET to express his gratitude for their service: http://t.co/79jE6etBTj,745,350,0.5106,0.5106
2014-12-15,BarackObama,LIVE: President Obama is in New Jersey thanking the troops for all they do for our country. Tune in: http://t.co/fIXYoTgtB2,697,301,0.0,0.0
2014-12-15,BarackObama,"""When it comes to our troops ... We stand united."" —President Obama #JoiningForces",923,419,0.0,0.0
2014-12-15,BarackObama,"""We can never thank you enough."" —President Obama addressing the troops #JoiningForces",1026,462,-0.2755,-0.2755
2014-12-15,BarackObama,"""We're free and safe and secure over here because you're willing to serve over there."" —President Obama #JoiningForces",1104,540,0.8225,0.8225
2014-12-15,BarackObama,"""When the world calls on America, we call on you—our men and women in uniform."" —President Obama #JoiningForces",1218,617,0.0,0.0
2014-12-15,BarackObama,Get covered today: Sign up right now to get health coverage that begins January 1st. http://t.co/PTsdtrU0jU,705,327,0.0,0.0
2014-12-15,BarackObama,Today is your last chance to enroll for health coverage that starts New Year's Day: http://t.co/ub7eg9YXPk,809,423,0.25,0.25
2014-12-16,BarackObama,LAST CALL: There are only a few hours left to enroll for coverage that starts January 1st. http://t.co/h621ydbl5q #GetCovered,787,505,0.0,0.0
2014-12-16,BarackObama,Year in review: The U.S. economy took a major step forward in 2014. http://t.co/NArxqNBlkj,1129,563,0.0,0.0
2014-12-17,BarackObama,Chag Sameach. #HappyHanukkah,3058,2359,0.0,0.0
2014-12-17,BarackObama,"WATCH: President Obama took action to protect Bristol Bay in Alaska, one of America's greatest natural treasures. http://t.co/zy2NmVYVcb",1020,546,0.9022,0.9022
2014-12-17,BarackObama,Happening now: President Obama delivers a statement on Cuba. http://t.co/CubTW5ywQZ,1876,2154,0.0,0.0
2014-12-17,BarackObama,Sign @OFA's holiday card for President Obama—then send a note to tell him what you'll be fighting for in 2015: http://t.co/ViIt9CvxED,542,245,0.0516,0.0516
2014-12-17,BarackObama,"""Obamacare’s Best Week Yet Brings 1 Million New Sign-Ups"" More from @business: http://t.co/cg8dNfzgg4",1020,586,0.6369,0.6369
2014-12-17,BarackObama,It's beginning to look a lot like holiday card season. Sign @OFA's card for President Obama: http://t.co/Vt6jYma7ol http://t.co/ImEmwOds7o,1035,502,0.6369,0.6369
2014-12-18,BarackObama,"""Number of Uninsured Americans Near Historic Low"" More from @TIME: http://t.co/dPh09nEq5f #Obamacare",1035,616,-0.2023,-0.2023
2014-12-18,BarackObama,Wish the President happy holidays. Sign OFA's card: http://t.co/1gu5jGVUm1,982,394,0.8402,0.8402
2014-12-18,BarackObama,These folks are ready to lead in the fight against climate change: http://t.co/NTe2Ud0HVj #ActOnClimate,922,452,-0.0258,-0.0258
2014-12-18,BarackObama,You don't need a stamp to send this holiday card: http://t.co/6A2LrzrfdI http://t.co/HLrlPExFvZ,1637,850,0.48100000000000004,0.48100000000000004
2014-12-18,BarackObama,"After nine years, the best source of ""truthiness"" is coming to an end. Congratulations @StephenAtHome. http://t.co/JXAj5ATaxz",6028,4009,0.8442,0.8442
2014-12-19,BarackObama,Send season's greetings to President Obama—you can even include a personal note: http://t.co/S7sdjc1ti3,951,394,0.4215,0.4215
2014-12-19,BarackObama,Be prepared. #GetCovered today: http://t.co/HwTIybUwwu #BuyNowSaveLater http://t.co/kWiW9Z0lhN,768,318,0.2263,0.2263
2014-12-19,BarackObama,Happening now: President Obama is holding a news conference. Tune in here: http://t.co/N63V3ISNRt,876,441,0.0,0.0
2014-12-19,BarackObama,Five reasons why 2014 was a breakthrough year for America: http://t.co/jDHOxCD1qu h/t @pfeiffer44,1066,608,0.0,0.0
2014-12-19,BarackObama,"In this week's address, President Obama reflects on the progress we made in 2014. http://t.co/tFvgPaMpln",1071,481,0.4215,0.4215
2014-12-19,BarackObama,"When you're with your family this holiday season, talk to your loved ones about getting covered: http://t.co/kC7gtb9kVW",1348,612,0.792,0.792
2014-12-19,BarackObama,"""Pick any metric you want—America’s resurgence is real."" Watch President Obama's weekly address: http://t.co/netUWCKifQ",1335,698,0.0,0.0
2014-12-22,BarackObama,There's still time to sign the @OFA holiday card for the President: http://t.co/5OjHNUN4Ry http://t.co/A5zmhyNqvH,1083,426,0.4019,0.4019
2014-12-22,BarackObama,You care about your loved ones. So make sure they get covered: http://t.co/a5M6hCqHJr http://t.co/jcnUme7Kpz,1093,551,0.8651,0.8651
2014-12-22,BarackObama,It's the holiday season—sign this card for President Obama: http://t.co/1hMgLtyJF4,1120,480,0.4019,0.4019
2014-12-23,BarackObama,Only a few hours left to make sure your name is on @OFA's holiday card for President Obama: http://t.co/Y17OyoMSOy,889,320,0.6124,0.6124
2014-12-23,BarackObama,"In the third quarter, the U.S. economy grew at its strongest rate in over a decade. Read more: http://t.co/RvRppypYH2",1541,1064,0.4404,0.4404
2014-12-23,BarackObama,President Obama vowed that 2014 would be a year of action. Read how he delivered on that promise: http://t.co/MOneLVsomF,1207,636,0.3182,0.3182
2014-12-23,BarackObama,Plan ahead and #GetCovered: http://t.co/lx0wqqvoew http://t.co/tnWkhhBaxs,843,343,0.0,0.0
2014-12-23,BarackObama,LAST CHANCE: Sign this holiday card for President Obama before it's too late. http://t.co/91anPLpWbw,1040,487,0.6633,0.6633
2014-12-24,BarackObama,Say hello to friends you know and everyone you meet. http://t.co/1dqIXBb5En,9900,3924,0.4767,0.4767
2014-12-25,BarackObama,Have a merry Christmas. http://t.co/GSZGooiSuV,10002,4109,0.5423,0.5423
2014-12-25,BarackObama,Watch President Obama and the First Lady wish all Americans a merry Christmas and happy holidays: http://t.co/qka9eDzema,2511,1182,0.91,0.91
2014-12-26,BarackObama,ICYMI: Our economy is growing at its fastest pace in 11 years. http://t.co/V8PQsi0xTV,2042,1080,0.1779,0.1779
2014-12-26,BarackObama,"""Michelle and I extend our warmest wishes to those celebrating Kwanzaa this holiday season."" —President Obama",3548,1405,0.8859999999999999,0.8859999999999999
2014-12-26,BarackObama,Grassroots organizing: This is worth investing in. http://t.co/JhGk7WzYb2,1296,595,0.2263,0.2263
2014-12-26,BarackObama,Read President Obama's latest message to @OFA supporters about fighting alongside him in 2015: http://t.co/etpJ9hKCXl,1203,639,0.1027,0.1027
2014-12-29,BarackObama,Answer this one question survey: What issue will you keep fighting for in 2015? http://t.co/b3cA5hFOAs,1045,660,-0.3612,-0.3612
2014-12-29,BarackObama,This is a big deadline—don't miss out. http://t.co/ZD8kRmtvrd,863,330,0.1139,0.1139
2014-12-29,BarackObama,"President Obama: ""I won't stop fighting for the American people until the day I leave this office. That's a promise."" http://t.co/nSu23qqy51",2889,1394,0.4211,0.4211
2014-12-29,BarackObama,Chip in if you want to help make progress on the issues you care most about next year: http://t.co/zjfFDAuN3H,850,352,0.8402,0.8402
2014-12-29,BarackObama,This will take you less than a minute: http://t.co/jDFr1rASkp http://t.co/nGlIQyNV2S,1035,472,0.0,0.0
2014-12-29,BarackObama,Send a message—show you stand with progress in 2015: http://t.co/YtUW3yhGmN,932,408,0.4215,0.4215
2014-12-29,BarackObama,Your commitment makes this grassroots movement what it is. Own a piece of it: http://t.co/yigPpDypzD http://t.co/vm4jQBLacQ,2213,934,0.3818,0.3818
2014-12-30,BarackObama,There's a lot to do next year—chip in right now: http://t.co/WDiIh17x5W,1153,622,0.0,0.0
2014-12-30,BarackObama,Chip in to be a part of this movement for change: http://t.co/sF6Dt2CVOE,843,353,0.0,0.0
2014-12-30,BarackObama,See why 2014 was a breakthrough year for America: http://t.co/N9MTRCk2Tr,972,475,0.0,0.0
2014-12-30,BarackObama,Take a moment and say what you're ready to fight for in 2015: http://t.co/aACkumiQ2a,1301,825,-0.0258,-0.0258
2014-12-30,BarackObama,Let's start 2015 strong—chip in right now: http://t.co/9cgXroTncH,1079,453,0.0,0.0
2014-12-30,BarackObama,Take this survey—it's only one question: http://t.co/S5cMYwNwyM http://t.co/Iypp6BaRLg,1333,625,0.0,0.0
2014-12-30,BarackObama,You can make a difference for next year right now—chip in today: http://t.co/QkcqRBJ8Cw,1015,613,0.0,0.0
2014-12-30,BarackObama,"Your voice matters. Own a piece of this movement, and let's start 2015 off strong: http://t.co/IRXaMGSmhd http://t.co/NiEqKhU3Ne",2346,1175,0.5267,0.5267
2014-12-31,BarackObama,Don't let up. Keep fighting for what you believe in—chip in right now: http://t.co/NH3zVlypbU,1728,1207,-0.3612,-0.3612
2014-12-31,BarackObama,This deadline matters for anyone who believes in fighting for change—chip in today: http://t.co/uuowMGeGbP,1034,404,-0.34,-0.34
2014-12-31,BarackObama,Your support is building a movement of millions: http://t.co/Xaxw5nW2dE,1116,394,0.4019,0.4019
2014-12-31,BarackObama,This is how grassroots organizing is making progress in the fight to reduce gun violence: http://t.co/uNPuiyArZz,1032,543,-0.743,-0.743
2014-12-31,BarackObama,Not much time left—chip in and help start 2015 strong: http://t.co/q1wOgs79Wd,1163,470,0.7184,0.7184
2014-12-31,BarackObama,President Obama wants to know what's at the top of your agenda in 2015: http://t.co/IrFOeMq4We,1115,590,0.2023,0.2023
2014-12-31,BarackObama,Let's fight for progress next year: http://t.co/FnSnZ2w947 http://t.co/M5eLrCJmXl,2103,1162,0.0516,0.0516
2014-12-31,BarackObama,"Before the ball drops, make sure you chip in to help fight for change in 2015: http://t.co/m9rFZYIPyI",1261,640,0.34,0.34
2014-12-31,BarackObama,What motivates you to fight for change? Take this one-question survey: http://t.co/2cAkZL0Pd5,1047,597,-0.3818,-0.3818
2015-01-01,BarackObama,Own a part of this movement—chip in now: http://t.co/nXfjR8saF0,930,397,0.0,0.0
2015-01-01,BarackObama,MIDNIGHT DEADLINE: Chip in now to keep pushing this movement forward. http://t.co/4WrpJWXTYH,1075,462,0.0,0.0
2015-01-01,BarackObama,LAST CALL: Chip in to keep building a truly grassroots movement. http://t.co/HBlfeiP9Xx,1248,575,0.4404,0.4404
2015-01-01,BarackObama,Here's to a happy and healthy 2015.,11313,7031,0.7506,0.7506
2015-01-02,BarackObama,Climate change is a global problem. Here's another step towards solving it: http://t.co/4VapHLCqo4 #ActOnClimate,1474,801,-0.0772,-0.0772
2015-01-02,BarackObama,The budget resolutions Congress passed would devastate programs millions of middle-class families rely upon. http://t.co/r3sFun6Xc5,1429,807,-0.6249,-0.6249
2015-01-02,BarackObama,Renewable energy investments are up 17 percent globally from 2013. Read more: http://t.co/u7EMZHKmXW,1294,747,0.2732,0.2732
2015-01-02,BarackObama,"Read how #Obamacare is a major reason why we’ve seen an estimated 50,000 fewer preventable patient deaths: http://t.co/DbLeHw8uk0",1521,758,0.0,0.0
2015-01-05,BarackObama,Know someone who would be perfect for this fellowship? Here's where to apply: http://t.co/ahGWYDvUSD,1071,472,0.5719,0.5719
2015-01-05,BarackObama,Teachers have the ability to influence their students for life. #ThankATeacher and share how important yours were: http://t.co/KgJczHwPMP,3111,2627,0.6486,0.6486
2015-01-06,BarackObama,Happy Pride Month. #LoveIsLove http://t.co/cpbspiyr7e,13282,10637,0.7269,0.7269
2015-01-06,BarackObama,Be on the right side of history. Add your name to continue the fight for equality: http://t.co/08I1PRCsAM #LoveIsLove,3951,2001,-0.3818,-0.3818
2015-01-06,BarackObama,It takes courage to share your story. https://t.co/Q7wWjV9Rxx,63949,41401,0.6597,0.6597
2015-01-06,BarackObama,Your story matters in the fight for LGBT rights—share it here: http://t.co/FjAdgfkW0D,6285,3106,-0.3612,-0.3612
2015-01-07,BarackObama,Tune in at 2:30 p.m. ET to watch the President discuss how we can build on the progress made under #Obamacare: http://t.co/ypZu1h1gmp,749,272,0.4215,0.4215
2015-01-07,BarackObama,LIVE: The President is speaking about the benefits of #Obamacare and how to continue progress on health care reform. http://t.co/cYwxrmRJal,818,284,0.8225,0.8225
2015-01-07,BarackObama,"""Everybody who has health insurance benefited and continues to benefit from this law."" —President Obama",1129,407,0.4588,0.4588
2015-01-07,BarackObama,"""You're able to get free preventive care, including mammograms, as a consequence of this law."" —President Obama",1368,500,0.7579,0.7579
2015-01-07,BarackObama,"President Obama: #Obamacare has made health care stronger, more secure, and more reliable.",1304,469,0.8173,0.8173
2015-01-07,BarackObama,"""Not only has the law worked better than expected ... but it's ended up costing less than people expected."" —President Obama #ACAWorks",1136,389,0.2382,0.2382
2015-01-07,BarackObama,"""I'm feeling pretty good about how health care is going."" —President Obama #ACAWorks",1452,469,0.8689,0.8689
2015-01-07,BarackObama,"""The thing I've never lost sight of, though, is that this is about people."" —President Obama",1579,605,0.2411,0.2411
2015-01-07,BarackObama,"""This wasn't about politics—this was about people."" —President Obama",1906,760,0.0,0.0
2015-01-07,BarackObama,"""I'm hoping that what we can do now is focus on how we can make it better."" —President Obama #ACAWorks",1410,531,0.4215,0.4215
2015-01-07,BarackObama,"“We want to educate people, we want to listen to folks, we want to hear good ideas from all sources."" —President Obama #ACAWorks",1864,815,0.5859,0.5859
2015-01-07,BarackObama,Three of the world's biggest economies announced new goals to #ActOnClimate: http://t.co/PTYcxlKlwu,1453,704,0.0,0.0
2015-01-08,BarackObama,"To: President Obama
Happy 54th!
From: You

Wish the Commander-in-Chief a happy birthday: http://t.co/uwpjBtuiQx http://t.co/WTs36BCjkE",6181,2812,0.8858,0.8858
2015-01-08,BarackObama,"In the weekly address, President Obama discusses the impact of Medicare and Medicaid on the 50th anniversary: http://t.co/SZ9Yn5PxjP",1206,539,0.0,0.0
2015-01-08,BarackObama,"""This week ... Medicare and Medicaid turned 50 years old. And that’s something worth celebrating."" —President Obama http://t.co/SZ9Yn5PxjP",2225,765,0.2263,0.2263
2015-01-09,BarackObama,Make your voice heard on updating overtime rules before Friday's deadline: http://t.co/aXrmUzSjRH #FixOvertime http://t.co/iVGfgVV2Ho,1492,607,0.0,0.0
2015-01-09,BarackObama,Get a behind-the-scenes look at President Obama's trip to Alaska—the front lines in the fight against climate change. http://t.co/w3OHUbZJxX,2960,1308,-0.3818,-0.3818
2015-01-09,BarackObama,"“Climate change is no longer some far-off problem; it is happening here, it is happening now."" —President Obama http://t.co/GpZw8q2DYY",2368,1735,-0.5994,-0.5994
2015-01-09,BarackObama,LAST CALL: Enter for a chance to meet President Obama. http://t.co/0s2pXZGsI0 http://t.co/cbSaQVR4SO,1655,493,0.25,0.25
2015-01-09,BarackObama,Organizers across the country are working to prevent gun violence—state by state. Read more: http://t.co/DpnWBhEJcc,2168,857,-0.3182,-0.3182
2015-01-09,BarackObama,Don't miss your chance to #GetCovered: https://t.co/pOS2uGg8f9 https://t.co/J24jqQZ2qm,1084,495,-0.0762,-0.0762
2015-01-09,BarackObama,The health care marketplace is open again. Check out your options now: https://t.co/osU8GUFSIu #GetCovered,820,371,0.4939,0.4939
2015-01-09,BarackObama,"Post Halloween checklist:

Coffee: ✓
Brunch: ✓
Health insurance: https://t.co/vD8uoA1Qis
#GetReadyGetCovered",1314,503,0.0,0.0
2015-01-09,BarackObama,Open enrollment is back: https://t.co/DCGSKXPVzi #GetReadyGetCovered https://t.co/zACudz9e7c,890,409,0.0,0.0
2015-01-09,BarackObama,Nearly 8 in 10 uninsured Americans may be eligible for financial help. Check out your options: https://t.co/mJtVbt1ba5 #GetReadyGetCovered,1025,473,0.4019,0.4019
2015-01-12,BarackObama,Be a part of this historic moment in the fight against climate change—join the #UnitedOnClimate conversation: https://t.co/47SrSAKaqp #COP21,1814,787,-0.3818,-0.3818
2015-01-12,BarackObama,Climate change deniers are trying to undermine America's commitment to #ActOnClimate. Read more: https://t.co/uzZgDXrny1,1498,717,-0.1779,-0.1779
2015-01-12,BarackObama,"Sixty years later, we remember the heroism of Rosa Parks and recommit to the fight for justice and equality. https://t.co/NOHa4cv8DL",8908,4610,0.6808,0.6808
2015-01-13,BarackObama,Have health insurance on February 1st. Sign up today. http://t.co/pmlelZkgTS #GetCovered http://t.co/HFoX0lt9t2,974,560,0.0,0.0
2015-01-13,BarackObama,The deadline to #GetCovered is coming up fast. Don't miss your chance to find a plan that works for you: http://t.co/YWsmAswt3w,814,423,-0.0762,-0.0762
2015-01-14,BarackObama,Tomorrow is the last day to enroll for health coverage that begins on February 1st. Check your options: http://t.co/q4hpAp7rra #GetCovered,850,637,0.0,0.0
2015-01-14,BarackObama,"Instead of passing comprehensive immigration reform, the House just voted to roll back progress. It's time for solutions, not politics.",2417,1760,0.6705,0.6705
2015-01-14,BarackObama,Tune in at 3:40 p.m. ET to watch President Obama lay out new steps to increase access to #BetterBroadband: http://t.co/FJ0YJyn6GR,793,332,0.3182,0.3182
2015-01-14,BarackObama,LIVE: The President is discussing new steps to help Americans get access to #BetterBroadband. http://t.co/X1ANZyZ84l,897,440,0.4019,0.4019
2015-01-14,BarackObama,President Obama is working to cut harmful methane emissions. More from @TIME: http://t.co/WA4v6QRvgr #ActOnClimate,1215,616,-0.2732,-0.2732
2015-01-15,BarackObama,Today is the last day to enroll for health coverage that begins on February 1st. #GetCovered: http://t.co/O1fAAYolhJ,913,548,0.0,0.0
2015-01-15,BarackObama,The U.S. solar industry is booming. Read more from @BW: http://t.co/115H58cMSw #SolarJobs,1184,699,0.0,0.0
2015-01-15,BarackObama,ICYMI: President Obama wants your internet to move faster. http://t.co/8D57Sqai3H #BetterBroadband,991,497,0.0,0.0
2015-01-15,BarackObama,Enroll today for health insurance that starts on February 1st: http://t.co/Qm3BAyk7QQ http://t.co/g0Bl2r2znU,974,715,0.0,0.0
2015-01-15,BarackObama,Read the latest op-ed from @vj44 about the importance of paid family leave: http://t.co/Oi2DfoPiT1 #LeadOnLeave,710,426,0.3182,0.3182
2015-01-15,BarackObama,LAST CALL: Enroll now and have health insurance on February 1st. http://t.co/emXaM0wL9H,790,573,0.0,0.0
2015-01-16,BarackObama,Retweet if you believe solar energy is critical to America's future. #GoSolar,4396,7441,-0.0516,-0.0516
2015-01-16,BarackObama,"Thanks to #Obamacare, fewer people are facing financial distress because of medical bills. More from @nytimes: http://t.co/iy2s3t0Jna",1437,815,-0.128,-0.128
2015-01-16,BarackObama,It's official: 2014 was the hottest year on record. http://t.co/u5ihOEufy5 It's time to #ActOnClimate.,1898,1767,0.0,0.0
2015-01-16,BarackObama,Wishing @FLOTUS the happiest birthday today. Thanks for being an inspiration every day of the year. http://t.co/TBK1J1rk51,14435,7675,0.9081,0.9081
2015-01-16,BarackObama,"In the weekly address, President Obama previews his State of the Union address on Tuesday. Watch here: http://t.co/yIxVnT8ECX #SOTU",1040,686,0.0,0.0
2015-01-16,BarackObama,"""All of us have a right to be proud of the progress America has made."" —President Obama http://t.co/Yin24Qj1BH",2287,1219,0.7096,0.7096
2015-01-16,BarackObama,"Get ready: In the State of the Union, President Obama will outline policies to help middle-class families. http://t.co/dn5fLhlreX #SOTU",1589,1004,0.6369,0.6369
2015-01-19,BarackObama,"""From Dr. King's courage, we draw strength and the resolve to continue climbing toward the promised land."" —President Obama #MLKDay",4144,3370,0.8885,0.8885
2015-01-20,BarackObama,Ready? http://t.co/0fStSyE4cy #SOTU http://t.co/mCCa93T9Wu,1896,2037,0.3612,0.3612
2015-01-20,BarackObama,Don't miss the State of the Union address at 9:00 p.m. ET tonight. Tune in here: http://t.co/Q1OTaNWMYU #SOTU,1459,1212,0.1139,0.1139
2015-01-20,BarackObama,"Tonight, the President will lay out how he plans to fight for middle-class families. Say you'll stand alongside him: http://t.co/LbWnTTWRNf",1402,772,-0.3818,-0.3818
2015-01-20,BarackObama,Watch: President Obama gives a behind-the-scenes look into tonight's #SOTU address. http://t.co/bCW5Kt2Jb4,772,450,0.0,0.0
2015-01-20,BarackObama,"If you think it's time for Congress to get to work on an agenda that moves us forward, add your name: http://t.co/eYRBmRMX5d #SOTU",1081,526,0.0,0.0
2015-01-20,BarackObama,Add your name: Take a stand for middle-class families. http://t.co/vfF26LUi24 #SOTU,1082,587,0.0,0.0
2015-01-21,BarackObama,Here's the best place to watch President Obama deliver his sixth State of the Union at 9:00 p.m. ET: http://t.co/pAaAbU7ile #SOTU,886,598,0.6369,0.6369
2015-01-21,BarackObama,LIVE: President Obama is delivering the State of the Union to Congress. Watch here: http://t.co/yLJOwMjNQM #SOTU,1165,1170,0.0,0.0
