Date,author,content,number_of_likes,number_of_shares
2011-07-25,jtimberlake,Good choice RT @AlyssaNoDuh Didn't end up going to the giants game but I did see @fwb. I loved it! @jtimberlake was awesome.,33,61
2011-07-25,jtimberlake,What was your favorite? RT @K8_Bass  loved @FWB with @jtimberlake!! so many hilarious laugh-out-loud moments!,30,51
2011-07-25,jtimberlake,When r u going? RT @brooklyngirl89 I absolutely loved @FWB! I can't wait to see it again!!,40,63
2011-07-25,jtimberlake,RT @jmorison468 @FWB I loved the movie! Not only did u make me laugh! But u showed how a family deals with Alzheimers..really could relate!,98,157
2011-08-09,jtimberlake,Travis Rice...Art Of Flight premiere... Watch this now http://t.co/0KSu1vP http://t.co/rAtpQvm,660,450
2011-08-12,jtimberlake,Tickets for my charity concert benefiting Shriners Hospitals for Children go on sale tomorrow @ 10am PT. Who's coming? It's for the kids.,97,400
2011-08-22,jtimberlake,Free show from @freesol on 9/1 at Irving Plaza in NYC. Must be 21+. Only 500 get in so come early...see you there. #national901day,84,256
2011-08-26,jtimberlake,Excited to get back to NYC. My thoughts are with everyone affected by Irene.,84,310
2011-08-29,jtimberlake,"Hey New York, who's coming out with me and @freesol on Thursday?!?! #national901day http://t.co/ZofQBJ3",37,137
2011-08-31,jtimberlake,NYC!!! Wanna check out some live music tonight?? Meet me and @freesol at 45th & 9th at 11pm. #bbqnyc #youdontwanttomissthis,52,269
2011-08-31,jtimberlake,NYC!!! Wanna check out some live music tonight?? Meet me and @freesol at 45th & 9th at 11pm. #bbqnyc #youdontwanttomissthis,38,262
2011-09-09,jtimberlake,Only one day left to enter my photo contest...can't wait to check out your pics! http://t.co/8re4n3Q2 #InTime,86,175
2011-09-15,jtimberlake,"Support my fellow Y's @robknox_ys @fauntleroy & go get their new single on @joejonas ""just in love"" on iTunes!!",347,1328
2011-09-15,jtimberlake,Want to win a free trip to #VEGAS?? Get $2 raffle tickets now and support a great cause! http://t.co/HNNZfGSs #SHRINERS,47,140
2011-09-16,jtimberlake,Last chance to win my trip to #VEGAS and help me help #SHRINERS. Raffle tickets are $2...get 'em now. http://t.co/HNNZfGSs,57,152
2011-09-20,jtimberlake,Are you a photographer? Doesn't matter if you use a 5D or an iPhone...show me your best. http://t.co/8re4n3Q2 #InTime,279,423
2011-10-07,jtimberlake,New music…if you like it pass it along http://t.co/Y6yahMa #hoodies,323,1223
2011-10-14,jtimberlake,Only one day left to vote for your favorite photo!!! http://t.co/8re4n3Q2 #InTime #PhotoContest @talenthouse,33,107
2011-10-18,jtimberlake,Want to come to the premiere of @InTimeMovie?? Tweet #InTimePremiere and check this out... http://t.co/DnqS9SyH,39,218
2011-10-18,jtimberlake,Last chance today to win tickets to the #InTimePremiere...RT and click http://t.co/DnqS9SyH. More to come tomorrow...,35,407
2011-10-19,jtimberlake,AND NOW...@Freesol Part Two. Enjoy and pass it along. http://t.co/GUaDOHRj #RoleModel,50,213
2011-10-19,jtimberlake,The twitter race is back on...tweet #InTimePremiere and check out http://t.co/DnqS9SyH,39,128
