Date,author,content,number_of_likes,number_of_shares,sentiment_score,heuristic_score
2015-03-06,KimKardashian,Media is lame! Saying I went on a Twitter rant Bc I was bored in my dressing room for 2 hours laughing &amp; tweeting w my friends being real,9864,1958,-0.0752,-0.0752
2015-03-06,KimKardashian,You will know when I rant....this was not a rant. Ohhhh I know a good rant 😝,7842,1718,0.716,0.716
2015-03-06,KimKardashian,I'm soooooo bored!!!!! What's everyone up to?,10531,2747,0.0,0.0
2015-03-06,KimKardashian,I just ate chipotle. Was so good! Maybe try Mexican food? https://t.co/jHo0JOkplW,10631,2133,0.6166,0.6166
2015-03-07,KimKardashian,Can't wait to show u this contouring make up tutorial for my changing pregnant face! http://t.co/M0m4mjqwvP http://t.co/TX5H3ikzV2,8286,1834,0.0,0.0
2015-03-07,KimKardashian,#FBF MET http://t.co/6ypvBvF5ge,7107,1276,0.0,0.0
2015-03-07,KimKardashian,#FBF MET http://t.co/R6kVoqSw2Y,8373,1665,0.0,0.0
2015-03-08,KimKardashian,"Who is watching ""I Am Cait"" tonight? Can't wait to see it! Tune into E!",10055,1852,0.0,0.0
2015-03-08,KimKardashian,I rarely do a colored shadow but it really makes your eyes pop! Tutorial soon http://t.co/M0m4mjqwvP @MakeupByMario http://t.co/3PtJYjwHcI,7058,1453,0.0,0.0
2015-03-08,KimKardashian,Right before I cut my hair... http://t.co/itN4KJ8mAc,9720,2033,-0.2732,-0.2732
2015-03-08,KimKardashian,Right after.... http://t.co/BTTFSbZIOv,10863,2505,0.0,0.0
2015-03-08,KimKardashian,Airplane selfie ✈️📷 http://t.co/HRJ9TMbH44,18541,4387,0.0,0.0
2015-03-08,KimKardashian,👩🏽👩🏼👩🏻 http://t.co/GVGF0J36BQ,7509,1323,0.0,0.0
2015-03-09,KimKardashian,#TBT COMPLEX 2009 (I was on one side &amp; Kanye on the other side #MeantToBe http://t.co/PvE0ceVItl,9034,1983,0.0,0.0
2015-03-10,KimKardashian,Cici is my cousin who loves to write and capture our amazing experiences! You have to see what she wrote about our Paris trip!,2544,445,0.8436,0.8436
2015-03-10,KimKardashian,@DaRealNiecey happy birthday!!!!! 😘😘😘,264,93,0.7067,0.7067
2015-03-10,KimKardashian,Treadmill time!!!!,3855,770,0.0,0.0
2015-03-10,KimKardashian,Shooting hair tutorials today with @michaelsilhair What looks do u want to see???,1849,381,0.212,0.212
2015-03-10,KimKardashian,#BTS INFORUM SF http://t.co/u3q0kSHXuh http://t.co/bd8kJLF07X,1747,416,0.0,0.0
2015-03-10,KimKardashian,Kanye is performing for President Obama @barackobama in San Fran on 10/10. Come hang out with us! Tix here http://t.co/WlywXJQy6j,2874,904,0.0,0.0
2015-03-11,KimKardashian,mom &amp; dad turn up https://t.co/AkMz1ebaGo,23508,7700,0.0,0.0
2015-03-11,KimKardashian,Happy Birthday to my Kenny! I love u so much &amp;so proud of everything u have accomplished &amp; the person you've become! https://t.co/tkuh2WkFit,30228,9121,0.9408,0.9408
2015-03-11,KimKardashian,🎂🎂🎂🎂🎂 https://t.co/51qE8wC8nm,18951,5578,0.0,0.0
2015-03-11,KimKardashian,Girls just wanna have fun 😘😝😄🤑 https://t.co/xNhwThJEVS,20151,5088,0.5106,0.5106
2015-03-11,KimKardashian,HAPPY BIRTHDAY KENDALL https://t.co/LHbl0Km1oH https://t.co/bGNuK8Vp0h,6287,1732,0.6633,0.6633
2015-03-12,KimKardashian,So well deserved! Congrats babe on winning Shoe of the Year Award! I see how hard u work &amp; how meaningful this is! https://t.co/oMe4ycDcTm,10614,2890,0.9406,0.9406
2015-03-12,KimKardashian,gonna test out my live stream,2873,463,0.0,0.0
2015-03-12,KimKardashian,YAAAASSSS my live stream worked perfectly! We really took the time to fix it so there wouldn't be any glitches or issues!,2670,419,0.6988,0.6988
2015-03-12,KimKardashian,yes! we've been working on this too! https://t.co/m58a0GyPQt,1607,244,0.508,0.508
2015-03-12,KimKardashian,awww thank you! https://t.co/ZHPWu77IiC,1574,278,0.4199,0.4199
2015-03-12,KimKardashian,#TBT YEEZUS https://t.co/3XIBN1Tc9E https://t.co/6BYVTpK9Zl,2643,686,0.0,0.0
2015-03-12,KimKardashian,Going to live stream making rice Krispy treats!,3544,753,0.0,0.0
