Date,author,content,number_of_likes,number_of_shares,sentiment_score,heuristic_score
2016-07-29,cnnbrk,First cases of Zika virus transmitted by mosquitoes in the continental U.S. confirmed in Florida. https://t.co/OpXOmsHTsu,432,934,0.0,0.0
2016-07-29,cnnbrk,"6 current, former state employees charged in Flint, Mich., water, source says. https://t.co/mEmuhw4Jsr",598,472,-0.2023,-0.2023
2016-07-29,cnnbrk,"Feds investigating possible hack of the Clinton campaign, law enforcement officials say. https://t.co/XVWckXHrxd https://t.co/tYgle3gW6R",741,475,0.0,0.0
2016-07-30,cnnbrk,"Wing part found on Tanzanian island ""highly likely"" from #MH370, Australia's transport minister says. https://t.co/k7JLJ7iDN7",431,439,0.0,0.0
2016-07-30,cnnbrk,A rebuilt Sandy Hook Elementary will open to students in August. https://t.co/86Muf9ROEi,1292,550,0.0,0.0
2016-07-30,cnnbrk,Medical transport plane crashed in northern California killing all 4 people onboard. https://t.co/Dz78KdGWK6,322,395,-0.6597,-0.6597
2016-07-30,cnnbrk,"Belgian police arrest 2 men suspected of planning terror attack in Belgium, prosecutor says. https://t.co/zyGCOL9RzC",444,418,-0.8689,-0.8689
2016-07-30,cnnbrk,"Hot air balloon with 16 aboard crashes in Texas after catching fire, FAA official says. https://t.co/q6ROvjZrWu",354,501,-0.3182,-0.3182
2016-07-30,cnnbrk,"No survivors in crash of hot air balloon with 16 aboard, sheriff's office in Texas says. https://t.co/q6ROvjZrWu",583,794,-0.5859,-0.5859
2016-07-31,cnnbrk,"Hundreds of soldiers detained in the fallout of the July 15 coup attempt were released, Turkish state media says. https://t.co/G7zGnNXaYS",295,159,-0.4019,-0.4019
2016-07-31,cnnbrk,"Suzanne Wright, co-founder of one of largest autism advocacy organizations, Autism Speaks, has died, nonprofit says. https://t.co/RZlpmHkitr",462,480,-0.5574,-0.5574
2016-07-31,cnnbrk,"Flash flood emergency issued for portions of Baltimore area, with NWS citing ""severe"" flooding. https://t.co/opzdkx6rb7",260,223,-0.3818,-0.3818
2016-07-31,cnnbrk,"One person is dead, multiple others injured in a shooting in Austin, Texas. https://t.co/xXgDNrO9XN",304,596,-0.7906,-0.7906
2016-07-31,cnnbrk,"Austin Police say there are ""separate shootings within the same area. Both scenes are secure at this time."" https://t.co/xXgDNrO9XN",252,365,0.34,0.34
2016-07-31,cnnbrk,"2 car bombs detonated Sunday at a Somali government office in the nation's capital, Mogadishu, police say. https://t.co/1VpySKSc7P",187,289,0.0,0.0
2016-07-31,cnnbrk,"ISIS claims responsibility for attack on an oil field near northern Iraqi city of Kirkuk, source says. https://t.co/MLY3Vblrh0",209,281,-0.4767,-0.4767
2016-07-31,cnnbrk,Woman found dead after flash flooding near Baltimore. https://t.co/qzik2quQkA,500,346,-0.6486,-0.6486
2016-07-31,cnnbrk,"Texas hot air balloon that crashed and killed 16 hit power lines, NTSB says. https://t.co/ot2rMhcCGH https://t.co/QPUIuSZmjB",503,437,-0.6705,-0.6705
2016-08-08,cnnbrk,At least 38 killed by landslides in Mexico after Tropical Storm Earl hit the country. https://t.co/kP9WCTy4VK https://t.co/0SrrRUtxaJ,416,480,-0.6705,-0.6705
2016-08-08,cnnbrk,American Katie Ledecky breaks her own world record to win gold in the 400-meter freestyle. https://t.co/bQCW3wz2lf https://t.co/iS9YgVeMBN,4854,1532,0.6705,0.6705
2016-08-08,cnnbrk,Michael Phelps wins record-extending 23rd Olympic medal as US swimmers take gold in men's 4x100m relay at Rio 2016. https://t.co/bQCW3wz2lf,3671,1387,0.7783,0.7783
2016-08-08,cnnbrk,"2 foreigners were abducted in Kabul on Sunday evening local time, city's police chief says. https://t.co/9t0Z8H84JF",143,124,-0.5106,-0.5106
2016-08-08,cnnbrk,"Japanese Emperor Akihito speaks in rare televised speech, addressing his health &amp; abdication rumors. https://t.co/Y7OQtN29Bd",494,554,0.0,0.0
2016-08-08,cnnbrk,Almost 50 Filipino officials surrender after being called out by country's president in connection to drug trade. https://t.co/Wub4Ugf3iN,294,225,0.0,0.0
2016-08-08,cnnbrk,"At least 30 people were killed in a blast at a hospital in Pakistan, a regional official says. https://t.co/r2elw4zfWx",240,358,-0.6705,-0.6705
2016-08-08,cnnbrk,"2 foreigners who were kidnapped in Kabul were pair of lecturers, an American and Australian, Afghan official says. https://t.co/9t0Z8GQtS7",173,203,0.0,0.0
2016-08-08,cnnbrk,Delta: 'Large-scale cancellations' globally after crippling power outage. https://t.co/B3byw5Xvql https://t.co/zcGMd1Ybx9,360,398,0.0,0.0
2016-08-08,cnnbrk,Quiet GOP challenge to unseat Sen. @tedcruz unfolds. https://t.co/l2VrZuNJrg https://t.co/jzZN4WH8B2,603,264,0.0772,0.0772
2016-08-08,cnnbrk,ISIS displays US equipment acquired after Afghanistan battles https://t.co/KvmSrQ0Vg9 https://t.co/7QQ7oNzdjF,260,285,-0.3818,-0.3818
2016-08-09,cnnbrk,"Source: Ryan Lochte to be suspended for 10 months, banned from 2017 world championships https://t.co/aq3Zd1Ljsg https://t.co/haYTWwsafw",1339,832,-0.4404,-0.4404
2016-08-09,cnnbrk,Democrats release Clinton's emails with Colin Powell about sending emails https://t.co/MpUyN4OUgZ https://t.co/3LaNG5cuUw,680,424,0.0,0.0
2016-08-09,cnnbrk,"4 Oakland, CA police officers fired for involvement in sex scandal, mayor says. https://t.co/Q3po8HdU85 https://t.co/1Rx3DDcnPz",507,393,-0.7579,-0.7579
2016-08-09,cnnbrk,"River near Norilsk, Russia, turned bright red this week, leaving residents stunned. https://t.co/2QhrV1xw79",669,757,0.3612,0.3612
2016-08-09,cnnbrk,"Abducted woman calls husband from trunk of car. Police track signal, but she is dead by the time they find her. 
https://t.co/AcWyax4jcD",479,465,-0.8442,-0.8442
2016-08-09,cnnbrk,"Child suicide attempts on the rise in besieged Syrian town of Madaya, a rights group says. https://t.co/g4or4xGi3i https://t.co/HeW8c1GWTR",280,305,-0.6705,-0.6705
2016-08-09,cnnbrk,"Yosemite National Park will grow by about 400 acres, its largest expansion in 70 years. https://t.co/9xM4n0MVst https://t.co/t5ssNmqYD3",1913,695,0.0,0.0
2016-08-09,cnnbrk,"One person shot at Texas high school and two shooters thought to be on the loose, police say https://t.co/P99NG4VizQ",470,1103,-0.3182,-0.3182
2016-08-09,cnnbrk,"One person dead in shooting at Alpine, Texas, high school, a Brewster County official says. https://t.co/P99NG4VizQ. https://t.co/cDYUv0rJJe",363,531,-0.6486,-0.6486
2016-08-09,cnnbrk,"The shooter in the Texas high school incident is dead, a Brewster County official says. https://t.co/P99NG4VizQ",329,436,-0.6486,-0.6486
2016-08-09,cnnbrk,"Wells Fargo fires 5,300 employees for creating millions of phony accounts https://t.co/akGWJjxD3G",1488,2458,0.4939,0.4939
2016-08-09,cnnbrk,"Americans expect Clinton to outperform Trump at first presidential debate, CNN/ORC poll shows. https://t.co/ARChV1lVUP",707,240,0.0,0.0
2016-08-09,cnnbrk,"SEAL Team attempts rescue but doesn't find American and Australian kidnapped from Kabul, officials say https://t.co/33ESLajTVu",302,231,0.2846,0.2846
2016-08-09,cnnbrk,"3 women planning ""imminent and violent"" attack arrested near Paris, interior minister says https://t.co/ygjwGJqE3T https://t.co/vWS4arL8YS",694,655,-0.8779,-0.8779
2016-08-09,cnnbrk,NASA launches OSIRIS-REx space probe to chase down asteroid and bring back sample to Earth https://t.co/2ltLrj2WTm https://t.co/jpei6u8F0f,473,311,0.0,0.0
2016-08-10,cnnbrk,'Sickened': Paul Ryan announces Donald Trump won't attend GOP event after news of nominee's lewd comments surfaced. https://t.co/4jgmoneNqp,3093,2038,0.0,0.0
2016-08-10,cnnbrk,"Part of I-95 in South Carolina is impassable in both directions because of Hurricane #Matthew , state DOT says.… https://t.co/XHj2L8C17T",327,319,0.0,0.0
2016-08-10,cnnbrk,Hurricane #Matthew bringing dangerous storm surges to coastal Georgia and South Carolina after pounding Florida.… https://t.co/1648pPT4SM,334,296,-0.4767,-0.4767
2016-08-10,cnnbrk,"German police are carrying out a major operation due to “suspected preparation of an attack with explosives."" https://t.co/kiop0GL77A",535,653,-0.4767,-0.4767
2016-08-10,cnnbrk,Hurricane Matthew has been downgraded to a Category 1 storm with maximum sustained winds of 85 mph. https://t.co/G9yvHWROkz,644,454,0.0,0.0
2016-08-10,cnnbrk,"Hurricane Matthew makes landfall southeast of McClellanville, South Carolina, National Hurricane Center says. https://t.co/G9yvHWROkz",391,346,0.0,0.0
2016-08-10,cnnbrk,Sen. Mike Crapo and Sen. Kelly Ayotte become first GOP senators to back away from Trump in wake of remarks. https://t.co/e4ifzjvF15,1577,720,0.0,0.0
2016-08-10,cnnbrk,"Donald Trump tells Wall Street Journal there is ""zero chance I'll quit"" presidential race. https://t.co/YgOFyrtL2L",823,386,0.25,0.25
2016-08-10,cnnbrk,"At least 155 killed in Saudi-led airstrikes that hit funeral home in Yemen's capital, health ministry officials say. https://t.co/JcosnjNnHU",465,882,-0.7906,-0.7906
2016-08-10,cnnbrk,"Melania Trump: ""The words my husband used are unacceptable and offensive to me."" https://t.co/YgOFyrtL2L https://t.co/8rbnXSMDPr",2825,2024,-0.7184,-0.7184
2016-08-10,cnnbrk,Donald Trump to Howard Stern: It's okay to call my daughter a 'piece of ass.’ #CNNKFile https://t.co/21D9JGZJBm https://t.co/1Itp0UPpx8,1680,2497,0.2263,0.2263
2016-08-10,cnnbrk,'It's sexual assault': Biden condemns Trump comments in which candidate brags about groping women.… https://t.co/5L8wJK5CKs,2236,999,-0.5106,-0.5106
2016-08-10,cnnbrk,John McCain withdraws support for Donald Trump following candidate's lewd comments. https://t.co/jCR6ciibPN https://t.co/jsmGZmJMaz,4440,1941,0.4019,0.4019
2016-08-10,cnnbrk,"Two police officers killed, third wounded while responding to domestic disturbance in Palm Springs, CA, police say. https://t.co/KyxYdOk5Te",530,863,-0.7964,-0.7964
2016-08-10,cnnbrk,"Suspect who fatally shot 2 police officers in Palm Springs, CA, has not been captured, police say.… https://t.co/kSAQj8mozk",302,422,-0.7506,-0.7506
2016-08-11,cnnbrk,Jury orders Rolling Stone and writer of discredited campus rape article to pay UVA administrator $3M for defamation… https://t.co/leCsVibAJV,888,544,-0.8402,-0.8402
2016-08-11,cnnbrk,"Gigantic sinkhole opened in Japan, swallowing huge sections of road including traffic lights. https://t.co/TJz00k0P2P",1085,1489,0.3182,0.3182
2016-08-11,cnnbrk,Former British banker found guilty of murders of two young Indonesian women. https://t.co/GAMEsuVSbh,357,286,-0.7783,-0.7783
2016-08-11,cnnbrk,East Coast polls open as Americans cast their verdicts on Clinton &amp; Trump after an acrimonious campaign. https://t.co/9tizYOdrKl,790,394,-0.34,-0.34
2016-08-11,cnnbrk,"Suspected coordinator of Paris and Brussels attacks ID'd; likely directed them from Syria, intelligence source says. https://t.co/hHGhzyaegO",335,275,-0.1779,-0.1779
2016-08-11,cnnbrk,"Orlando negotiates deal to buy Pulse nightclub and turn it into a memorial for the 49 killed, city spokeswoman says… https://t.co/yCPqyr5L0j",1944,787,-0.6705,-0.6705
2016-08-11,cnnbrk,Trump lawyers file lawsuit over early voting in Nevada. https://t.co/sMySDKB3eC,663,610,-0.2263,-0.2263
2016-08-11,cnnbrk,Eric Trump may have broken law with ballot tweet.  https://t.co/3cEkwFgO3p,1323,895,-0.4767,-0.4767
2016-08-11,cnnbrk,BREAKING: LA-area polling station on lockdown after shots nearby; at least two people were wounded https://t.co/KXk04pRsxd,897,2256,0.0,0.0
2016-08-12,cnnbrk,"Donald Trump to nominate Oklahoma Attorney General and EPA critic Scott Pruitt to lead EPA, Kellyanne Conway says.… https://t.co/yuQJFgCbg8",327,243,-0.2732,-0.2732
2016-08-12,cnnbrk,Lebanon takes first step to abolish marriage rape law. https://t.co/RXOZxu0iao,1130,612,-0.6908,-0.6908
2016-08-12,cnnbrk,"US &amp; Russia's top diplomats meet to discuss ways to end bombing of Aleppo, senior State Department officials say. https://t.co/pREYlCau78",400,219,0.2023,0.2023
2016-08-12,cnnbrk,A federal judge has ordered Michigan's Board of Elections to stop the state's electoral recount. https://t.co/C9NudalvbU,982,499,-0.29600000000000004,-0.29600000000000004
2016-08-12,cnnbrk,"6.5-magnitude earthquake shook the ocean floor 100 miles off the California coast Thursday morning, @USGS says. https://t.co/Za32H6DoSc",690,959,-0.1027,-0.1027
2016-08-12,cnnbrk,73-year-old rocker Mick Jagger welcomes his eighth child. https://t.co/vGhUJTPceA https://t.co/KrujFdw4gl,1181,938,0.4019,0.4019
2016-08-12,cnnbrk,7.7-magnitude earthquake reported near Solomon Islands. Tsunami watch issued for Hawaii. https://t.co/rG6adsD1cp,1076,2012,0.0,0.0
2016-08-12,cnnbrk,"Trump taps Andrew Puzder, head of Carl's Jr. and Hardee's, as his pick for Labor secretary, a source tells CNN.… https://t.co/EgYKYkiWRb",297,233,0.0,0.0
2016-08-12,cnnbrk,"John Glenn, former US senator and the first American to orbit the Earth, has died at 95, Ohio State University says… https://t.co/FIHnC6k5I3",1719,1642,-0.5574,-0.5574
2016-08-12,cnnbrk,"A second police officer dies after being shot Wednesday in Georgia, officials said. https://t.co/I8iDmyg3FM https://t.co/CiimDGoM1h",380,335,0.0,0.0
2016-08-13,cnnbrk,"Trump: The only way I can lose Pennsylvania ""is if cheating goes on."" https://t.co/bDBEOnWlBF",520,280,-0.743,-0.743
2016-08-13,cnnbrk,"ISIS leader in Afghanistan killed in airstrike, Pentagon says. https://t.co/LqIUrG5iYq",1066,483,-0.6705,-0.6705
2016-08-13,cnnbrk,"OLYMPICS: Tennis star Rafael Nadal, partner Marc Lopez win gold for Spain in men's doubles https://t.co/miiPvbwpN3 https://t.co/Wr5hW8ILtQ",1259,523,0.5859,0.5859
2016-08-13,cnnbrk,OLYMPICS: US swimmer Maya Dirado wins women's 200-meter backstroke in tight finish. https://t.co/HqXlzhD6cM,800,181,0.5719,0.5719
2016-08-13,cnnbrk,OLYMPICS: Swimmer Joseph Schooling wins Singapore's first-ever gold in 100-meter butterfly. https://t.co/joStZHidtZ,685,328,0.5719,0.5719
2016-08-13,cnnbrk,OLYMPICS: A silver medal for Michael Phelps in a three-way tie for second in 100-meter butterfly.  https://t.co/joStZHidtZ,711,216,0.4767,0.4767
2016-08-13,cnnbrk,OLYMPICS: US swimmer Katie Ledecky wins 4th gold in Rio with world record in 800m freestyle. https://t.co/2TLysz5boJ https://t.co/siaQlOVTUE,2642,718,0.6597,0.6597
2016-08-13,cnnbrk,"OLYMPICS: USA's Anthony Ervin, 35, is oldest swim champion, wins gold in men's 50m freestyle https://t.co/MUCGLYxn2r https://t.co/Vo2II4N3WS",4865,1448,0.8519,0.8519
2016-08-13,cnnbrk,OLYMPICS: @ShotDiva Michelle Carter became the 1st American woman to win gold in shot put. https://t.co/Rhc13d2KDM https://t.co/j7loFA7vDE,10950,6501,0.5859,0.5859
2016-08-13,cnnbrk,"6 people died when a small private plane crashed in Fredericksburg, Virginia, state police say. https://t.co/6KSCsAxOjq",210,254,-0.5574,-0.5574
2016-08-13,cnnbrk,"Woman in critical condition after an alligator bit her in Everglades, nearly severing her hand, officials say. 
https://t.co/Y9X0mBVuo3",375,304,0.2263,0.2263
2016-08-13,cnnbrk,"Police officer shot dead, 3 suspects in custody after shooting at traffic stop in Hatch, NM, officials say. https://t.co/p5YAcamH5H",469,841,-0.836,-0.836
2016-08-13,cnnbrk,A third person had died from flooding in southern Louisiana. More rain is expected. https://t.co/MG1zwDGiNN https://t.co/86mvwED5X4,317,325,-0.5574,-0.5574
2016-08-13,cnnbrk,"ISIS losing control of key Syrian city of Manbij and appears to be using civilians as human shields, US says. https://t.co/SmScOGl1dm",433,453,-0.3818,-0.3818
2016-08-13,cnnbrk,"7 people injured, 4 critically after explosion at an oil plant in Nederland, Texas, officials say. https://t.co/N2P8gul1xN",264,310,-0.4019,-0.4019
2016-08-13,cnnbrk,"Kenny Baker, who played R2-D2 in ""Star Wars"" films, dies at 81, niece says. https://t.co/BFcZq6TiUY https://t.co/RqUZCczwqb",2357,2066,-0.29600000000000004,-0.29600000000000004
2016-08-13,cnnbrk,"Man sets Swiss train afire, stabs passengers, police say. Six hospitalized; suspect injured. https://t.co/AnFLnmK5BC https://t.co/wyDoflp0hl",377,555,-0.7783,-0.7783
2016-08-13,cnnbrk,OLYMPICS: Puerto Rico wins first-ever gold with Monica Puig's win in women's tennis singles https://t.co/onLD8xOHcF https://t.co/qeX8QhUjaX,3099,1570,0.8176,0.8176
2016-08-14,cnnbrk,"OLYMPICS: US women's swim team, anchored by Simone Manuel, wins gold in the 4x100-meter medley relay. https://t.co/rMN7pUyzn2",1068,328,0.5719,0.5719
2016-08-14,cnnbrk,"OLYMPICS: US becomes 1st nation to win 1,000 gold medals, according to USOC. https://t.co/rMN7pUyzn2 https://t.co/Nw6w9ABCty",7285,4282,0.5859,0.5859
2016-08-14,cnnbrk,OLYMPICS: @MichaelPhelps wins 23rd gold medal with US men's win in 4x100-meter medley relay. https://t.co/rMN7pUyzn2 https://t.co/epuiFzG3sq,4313,1459,0.8909999999999999,0.8909999999999999
2016-08-14,cnnbrk,"Crowds took to Milwaukee streets hours after police officer killed an armed man during foot chase, officials said. https://t.co/nJr5QQoH4B",457,574,-0.6705,-0.6705
2016-08-14,cnnbrk,"Large crowd turned out to protest killing of armed man by Milwaukee police. 1 officer injured, buildings burned. https://t.co/nJr5QQoH4B",364,389,-0.8442,-0.8442
2016-08-14,cnnbrk,"A police officer was shot dead while responding to a call of a suspicious person in south Georgia, officials said. https://t.co/Uzx0p4oZ4p",369,419,-0.7783,-0.7783
2016-08-14,cnnbrk,"Ryan Lochte and three other U.S. Olympic swimmers robbed at gunpoint, USOC says. https://t.co/bMnd4zIP9e https://t.co/rhcggGgvic",2233,2605,0.0,0.0
2016-08-14,cnnbrk,"Body cam footage shows man fatally shot by Milwaukee police officer was armed, mayor says. https://t.co/eUTOBwCYAd https://t.co/zXGIOAiND4",768,490,-0.6369,-0.6369
2016-08-15,cnnbrk,OLYMPICS: Andy Murray wins men's tennis gold beating Argentina's Juan Martin del Potro. https://t.co/xEsyXvgiAX https://t.co/3PhMm5cmFC,1919,691,0.1779,0.1779
2016-08-15,cnnbrk,OLYMPICS: S. Africa's Wayde van Niekerk wins men's 400-meter gold in record 43.03 seconds https://t.co/mSPbYTMvYl https://t.co/0MRQ43pp91,1579,791,0.5719,0.5719
2016-08-15,cnnbrk,"OLYMPICS: Usain Bolt wins his 3rd successive 100-meter gold, beating US rival Justin Gatlin https://t.co/Sl0njNVp4g https://t.co/6asLSbxGrH",2346,1047,0.4215,0.4215
2016-08-15,cnnbrk,"Terminal 8 at #JFK airport evacuated after police got call of shots fired in departures area, spokesman says. https://t.co/XPLfWlhT15",831,1565,-0.5574,-0.5574
2016-08-15,cnnbrk,"Police gave all-clear at JFK Airport after reports of shots fired inside Terminal 8, law enforcement official says. https://t.co/XPLfWlhT15",491,507,-0.5574,-0.5574
2016-08-15,cnnbrk,"At least 4 dead in Philadelphia heat wave, city official says. https://t.co/YjbrjnVQz5 https://t.co/ixxllqmSq8",498,614,-0.6486,-0.6486
2016-08-15,cnnbrk,"Pentagon sees gains against ISIS:
-ISIS stronghold of Manbij, Syria freed
-45K ISIS personnel killed since mid-2014
https://t.co/wK9kFi5qEo",565,332,0.0258,0.0258
2016-08-15,cnnbrk,US: 15 detainees transferred out of Guantanamo Bay; move brings prisoner count down to 61. https://t.co/RzreUPPD9v https://t.co/OhGA5NzXxP,274,195,-0.5423,-0.5423
2016-08-16,cnnbrk,Kenyan runner David Rudisha wins men’s 800-meter gold at Rio 2016 to retain Olympic title. https://t.co/63TZQCsEjs https://t.co/NludAzAc9R,873,356,0.5719,0.5719
2016-08-16,cnnbrk,"Man charged with 2 counts of second-degree murder in connection with deaths of NY imam &amp; his assistant, police say. https://t.co/wo90jBcF6e",289,204,-0.7579,-0.7579
2016-08-16,cnnbrk,Navajo Nation sues EPA for negligence in cleaning up toxic mine spill into Animas River. https://t.co/1AEMmXe9cY,1184,849,0.0,0.0
2016-08-16,cnnbrk,Russia launches Syria airstrikes from Iranian base; first time a major power has done so since 1979. https://t.co/6Zbhxd09pe,511,547,0.0,0.0
2016-08-16,cnnbrk,"FBI to send Clinton email investigation report to Congress to explain why no charges were recommended, officials say https://t.co/IDKaXivVMP",670,400,-0.3612,-0.3612
2016-08-16,cnnbrk,PA Attorney General Kathleen Kane has announced her resignation after being convicted of perjury and obstruction. https://t.co/fbh7CxhjDi,472,341,-0.6249,-0.6249
2016-08-16,cnnbrk,"OLYMPICS: With floor exercise win, Simone Biles now all-time leader among US female gymnasts with 4 career golds. https://t.co/MpKsCV3YXy",1515,611,0.5859,0.5859
2016-08-16,cnnbrk,"John McLaughlin, the host of ‘The McLaughlin Group’ show, dies at 89. https://t.co/AxH1dgs2Pd https://t.co/I6lrxPEFcE",500,353,0.0,0.0
2016-08-16,cnnbrk,Jalisco attorney general: Joaquin ‘El Chapo’ Guzman’s son was among those kidnapped in Puerto Vallarta. https://t.co/riJSJH5cA0,343,332,0.0,0.0
2016-08-17,cnnbrk,"Malaysian oil tanker carrying about $400K worth of diesel was hijacked, taken to Indonesian waters, authorities say. https://t.co/WtiV55Ud9X",498,705,0.2263,0.2263
2016-08-17,cnnbrk,"Donald Trump's campaign is undergoing a major staff shakeup, adding two officials to top posts. https://t.co/P3cmmmTG4e",325,173,0.0516,0.0516
2016-08-17,cnnbrk,"Judge issues search warrants, seizure of passports for 2 US swimmers, including Ryan Lochte, around alleged robbery. https://t.co/W1UoF46mQW",896,884,0.0,0.0
2016-08-18,cnnbrk,USOC spokesman: US swimmers Jack Conger &amp; Gunnar Bentz taken off flight from Rio to US by Brazilian authorities. https://t.co/TMiqFzeT3a,496,461,0.0,0.0
2016-08-18,cnnbrk,"Sharp kite strings have killed three people in India in a single day, according to police. https://t.co/v3erMAGAIJ",352,383,-0.6705,-0.6705
2016-08-18,cnnbrk,"3 people killed, 40 hurt after car bomb explodes outside police station in Turkey, state news agency Anadolu says. https://t.co/pRuEECx7Wx",302,428,-0.9022,-0.9022
2016-08-18,cnnbrk,"US swimmers Bentz,Conger ordered not to leave Brazil until they give statement on reported robbery, attorney says. https://t.co/TMiqFzeT3a",317,251,0.0382,0.0382
2016-08-18,cnnbrk,Rio police seize passports of 2 US swimmers in probe over robbery claim. https://t.co/MSZWBYSd0f. https://t.co/tDfuCWW5DJ,305,252,0.0,0.0
2016-08-18,cnnbrk,OLYMPICS: USA's Kerron Clement wins gold in men's 400-meter hurdles. He was last in final at 2012 Games. https://t.co/uzs7BQ3QDd #Rio2016,587,208,0.5719,0.5719
2016-08-18,cnnbrk,"After initial DQ, US women reinstated, will re-run 4X100m relay in bid to make final. https://t.co/iHPE2y9rm4 https://t.co/f3X0wNm2r8",983,683,0.0,0.0
2016-08-18,cnnbrk,Investigation findings recommend firing of 7 Chicago cops in Laquan McDonald death. https://t.co/F7g9ymnBwt. https://t.co/yHjuoPiCsF,514,399,-0.5859,-0.5859
2016-08-18,cnnbrk,"US swimmers who alleged robbery were in fight, vandalized gas station, owner tells paper. https://t.co/MSZWBYSd0f https://t.co/mrds5ZaJo0",501,484,-0.3818,-0.3818
2016-08-18,cnnbrk,U.S. Justice Department to end use of private prisons. https://t.co/29LopcYJFq,1272,912,0.5267,0.5267
2016-08-18,cnnbrk,Police chief: US swimmers’ accounts of alleged robbery had many contradictions. Watch live: https://t.co/HAhU3MmiMf,161,85,-0.3182,-0.3182
2016-08-18,cnnbrk,Police chief: US swimmers were not the victims of a robbery in Rio as they had claimed. Watch live: https://t.co/HAhU3MmiMf,339,278,0.2411,0.2411
2016-08-18,cnnbrk,Police chief: Videos show no robbery committed against US swimmers in Rio. Security guard pointed a gun at them. https://t.co/HAhU3MmiMf,250,202,-0.0258,-0.0258
2016-08-18,cnnbrk,"American swimmers who claimed that they were robbed in Rio should apologize to residents, Brazilian police said. https://t.co/KYan0ekP8i",776,600,0.1027,0.1027
2016-08-18,cnnbrk,"State Dept: US used plane with $400M in cash as ""leverage"" to ensure Iran released prisoners https://t.co/hfXb06Sjtk https://t.co/kJnvyVG7CX",425,407,-0.1779,-0.1779
2016-08-18,cnnbrk,OLYMPICS: US women's 4x100m team qualifies for final after interference in earlier race https://t.co/nH5vrdulOu https://t.co/B9RAlCpaQt,809,294,0.0,0.0
2016-08-19,cnnbrk,"Trump at NC rally: Sometimes you ""say the wrong thing...I have done that, and I regret it."" https://t.co/HAhU3MmiMf https://t.co/9rGSeGiH9V",873,368,-0.7096,-0.7096
2016-08-19,cnnbrk,"OLYMPICS: Usain Bolt wins 200m gold, staying on track for 3 golds in 3 events at 3 Olympics https://t.co/kd8ZzQab7K https://t.co/Tk8t6LiIsC",2222,789,0.5719,0.5719
2016-08-19,cnnbrk,"USOC apologizes to Rio, Brazil over swimmers’ accusations. Bentz, Conger leave Brazil. https://t.co/lRWOB0dZwS https://t.co/Qg2ihmChA9",662,564,-0.0,-0.0
2016-08-19,cnnbrk,US swimmers Jack Conger and Gunnar Bentz are back on American soil from Brazil. https://t.co/MSZWBYSd0f https://t.co/QdoipXjNns,394,130,0.0,0.0
2016-08-19,cnnbrk,"Rio mayor says he feels ""pity and contempt"" for US swimmers involved in robbery report, but he accepts USOC apology https://t.co/MSZWBYSd0f",469,296,0.0644,0.0644
2016-08-19,cnnbrk,"US swimmer Ryan Lochte apologizes for not being ""more careful and candid"" in how he described events in Rio. https://t.co/MSZWBYSd0f",341,231,0.2118,0.2118
2016-08-19,cnnbrk,"Read US swimmer Ryan Lochte's apology about Rio : ""I should have been much more responsible.""  https://t.co/bg1u8gBuJn",236,99,0.0516,0.0516
2016-08-19,cnnbrk,5 locally transmitted Zika cases confirmed in Miami Beach. https://t.co/sun5ViMpow,272,374,0.0,0.0
2016-08-19,cnnbrk,NBA moves 2017 All-Star Game from Charlotte to New Orleans. https://t.co/CziFhaQIpc,677,328,0.0,0.0
2016-08-19,cnnbrk,President Obama will visit flood-hit Baton Rouge on Tuesday after an outcry that he didn't cut short his vacation. https://t.co/zvMT8AvU5R,578,293,-0.3582,-0.3582
2016-08-19,cnnbrk,Judge: Hillary Clinton must respond under oath to questions from conservative legal watchdog https://t.co/ojK0VULd5b https://t.co/p5kkDLiF0g,1101,585,0.128,0.128
2016-08-19,cnnbrk,"Donald Trump's pitch to African-American voters: ""What the hell do you have to lose?"" https://t.co/MR8ouUjSka https://t.co/TFxOQCMD5g",748,550,-0.6808,-0.6808
2016-08-19,cnnbrk,"Hillary Clinton will have 30 days to answer Judicial Watch's written questions, judge rules. https://t.co/ojK0VULd5b https://t.co/zfyg6Hphuy",714,479,0.0,0.0
2016-08-20,cnnbrk,OLYMPICS: U.S. team including Allyson Felix wins gold medal in 4x100m relay. https://t.co/EQC6adkCfL https://t.co/mx9VT4nRMC,2140,567,0.7783,0.7783
2016-08-20,cnnbrk,"OLYMPICS: Usain Bolt completes career ""Triple-Triple"" as Jamaica wins gold in 4x100M relay. https://t.co/EQC6adkCfL https://t.co/jis5yoE12J",3014,1594,0.5719,0.5719
2016-08-20,cnnbrk,Judge orders US Attorney to file criminal contempt charges against AZ sheriff Joe Arpaio. https://t.co/OLWsgASdSQ https://t.co/a1d9mgKSR0,957,492,-0.8519,-0.8519
2016-08-20,cnnbrk,"North Korea says its diplomat who recently defected to South Korea is a ""criminal"" who had been under investigation. https://t.co/NNJNaiRFX7",241,200,-0.4019,-0.4019
2016-08-20,cnnbrk,IOC sets up disciplinary commission to investigate Ryan Lochte and 3 other US swimmers involved in Rio altercation. https://t.co/QyGqA67r7h,1025,573,0.0,0.0
2016-08-20,cnnbrk,Older brother of Syrian boy in iconic image dies of injuries from airstrike on family home. https://t.co/FDDVBCO2Av https://t.co/vrUnyWxGVk,2081,2472,0.0,0.0
