Date,sentiment_score,heuristic_score
2016-01-08,-0.13559200000000002,-0.1510106338939198
2016-01-11,-0.6189666666666667,-0.535323262995368
2016-01-12,0.0002874999999999961,-0.0027141992390176555
2016-02-08,-0.27896363636363636,-0.134349593625498
2016-02-09,-0.3110555555555556,-0.2303806403094113
2016-02-10,-0.1591,-0.21683831565413048
2016-02-11,-0.5389125,-0.5369045338208409
2016-02-12,-0.3210375,-0.13528662072243347
2016-03-08,-0.32777500000000004,-0.24165441823622605
2016-03-09,0.00039999999999998923,0.02073417133488179
2016-03-10,-0.11215000000000001,0.06903823639075317
2016-03-11,-0.12164545454545453,0.3631558287144645
2016-04-08,-0.24752272727272723,-0.011421478659378275
2016-04-11,-0.49002500000000004,-0.5691074132909716
2016-04-12,-0.40921,-0.20476019117585675
2016-05-06,-0.2993333333333334,-0.1595715365682138
2016-05-09,-0.5702,-0.493502832438879
2016-05-10,-0.07815833333333332,0.22295983792544566
2016-05-11,-0.48293333333333327,-0.34399316575019645
2016-05-12,-0.36085333333333325,-0.288502036836403
2016-06-08,-0.20888,0.3119230328651302
2016-06-09,-0.31070833333333336,-0.06602319672131149
2016-06-10,-0.20402,-0.08431929448450595
2016-07-08,-0.300853125,-0.2744192268623024
2016-07-11,-0.42262000000000005,-0.4828718048239534
2016-07-12,-0.3025941176470588,-0.20063649540183925
2016-07-15,-0.16914,-0.29549879002233803
2016-07-18,-0.4304666666666667,-0.27417267080745344
2016-07-19,-0.3534705882352941,-0.1602978732963906
2016-07-20,-0.33257777777777775,-0.3638158841720551
2016-07-21,-0.3623416666666666,-0.2756919497784343
2016-07-22,-0.4129390243902439,-0.3998294585500154
2016-07-25,-0.5258272727272727,-0.4192379560982701
2016-07-26,-0.4205571428571429,-0.43512272926722245
2016-07-27,-0.12686363636363637,0.0721587961000424
2016-07-28,-0.24338,-0.09298745562130177
2016-07-29,-0.28341304347826085,-0.2610517623507542
2016-08-08,-0.06430909090909091,0.4819400503997219
2016-08-09,-0.27110666666666666,-0.16002948658000563
2016-08-10,-0.24278666666666668,-0.11045768240768239
2016-08-11,-0.35463333333333336,-0.37322666022699835
2016-08-12,-0.057541666666666665,0.3454384917963074
2016-08-15,-0.138575,0.12223455251087852
2016-08-16,-0.06513333333333335,0.09924764826175866
2016-08-17,0.09263333333333333,0.07531553228621292
2016-08-18,-0.09885624999999999,0.0053644892120633895
2016-08-19,-0.11002285714285714,0.11924241508142486
2016-08-22,-0.2840111111111111,-0.36523549149338375
2016-08-23,-0.1426625,-0.0840560705882353
2016-08-24,-0.250516,-0.15928422334644934
2016-08-25,-0.3234000000000001,-0.2864201488687449
2016-08-26,-0.5015238095238095,-0.5082563900414938
2016-08-29,-0.1840571428571429,0.13643051354757402
2016-08-30,-0.334875,-0.307405724197745
2016-08-31,-0.25535384615384615,-0.19118952370177622
2016-09-08,-0.001610000000000006,0.171736356441912
2016-09-09,0.13410769230769232,0.17954085764837668
2016-09-12,-0.17717500000000003,-0.19466404514837063
2016-09-13,-0.16285000000000002,-0.13124511598212388
2016-09-14,-0.11054285714285715,-0.06622708657335408
2016-09-15,-0.00912857142857143,0.2548776652957925
2016-09-16,-0.3436904761904762,-0.2713644979770265
2016-09-19,-0.1437608695652174,-0.06036686688189804
2016-09-20,-0.27742727272727274,-0.14254027433240915
2016-09-21,-0.5225928571428572,-0.3628750814686075
2016-09-22,-0.46881874999999995,-0.5640422622275242
2016-09-23,-0.38644687499999997,-0.4234520621084173
2016-09-26,-0.43033750000000004,-0.3200637256908905
2016-09-27,-0.08692222222222222,-0.04228194469546358
2016-09-28,-0.2453777777777778,-0.24197789041757178
2016-09-29,-0.487335294117647,-0.47641006984866113
2016-09-30,-0.1531,-0.16602563595044353
2016-10-07,-0.10937894736842109,0.28241489706105516
2016-10-10,-0.2588166666666667,-0.31447382223253656
2016-10-11,-0.2562,-0.20292421838544097
2016-10-12,-0.30163,-0.026461869512824934
2016-10-13,-0.35363,-0.12846746205665124
2016-10-14,-0.3575222222222222,-0.25880297160915444
2016-10-17,-0.34520999999999996,-0.2793219440097374
2016-10-18,-0.3057571428571429,-0.2833006620689655
2016-10-19,-0.29455,-0.3131271106094808
2016-10-20,-0.13195999999999997,-0.051645795651337284
2016-10-21,-0.3151382352941176,-0.19925669609079444
2016-10-24,-0.4739,-0.2463189721298901
2016-10-25,-0.3479125,-0.12583955717872633
2016-10-26,0.09531666666666666,0.14152354166666664
2016-10-27,-0.3264666666666666,-0.23845421381193913
2016-10-28,-0.06486666666666667,-0.046188414228723405
2016-10-31,-0.17978750000000002,-0.00671014556682842
2016-11-08,-0.31595000000000006,0.10809376552970407
2016-11-09,-0.3320166666666667,-0.24811967063129
2016-11-10,-0.2357,-0.0432364755650966
2016-11-11,-0.35838571428571436,-0.3432546345139412
2016-11-14,-0.15147777777777777,-0.12118819369715605
2016-11-15,-0.3083625,-0.4432034802133034
2016-11-16,-0.41357,-0.47049796105804553
2016-11-17,-0.0932625,-0.022505604124635734
2016-11-18,-0.23170666666666667,0.014769669931571175
2016-11-21,-0.2866666666666667,0.011341458512776336
2016-11-22,-0.30235000000000006,-0.2557228460323247
2016-11-23,-0.1668909090909091,-0.08882650373387645
2016-11-24,-0.60165,-0.572568843283582
2016-11-25,-0.07775833333333335,-0.10477706387466107
2016-11-28,-0.22458,-0.2148233476201218
2016-11-29,-0.24581,-0.24118631094593398
2016-11-30,-0.33964000000000005,-0.18836103614230443
2016-12-08,0.18553000000000003,0.2986765232395126
2016-12-09,-0.33186428571428567,-0.2158500888801106
