Date,sentiment_score,heuristic_score
2014-01-08,0.23808888888888888,0.19248781965006728
2014-01-09,0.2553,0.4423807279909707
2014-01-10,0.1318875,0.17206568705321681
2014-02-07,0.2014,0.17604834710743802
2014-02-10,0.1219814814814815,0.14729459617564256
2014-02-12,0.09462,0.06993793950850662
2014-03-07,0.1464375,0.16015529028125547
2014-03-10,0.39366,0.31744226079472104
2014-03-12,0.07143333333333333,0.0880462534493738
2014-04-08,0.3943666666666667,0.3953848603306458
2014-04-09,0.004049999999999998,0.010033094350444517
2014-04-10,0.4239,0.32229586253673975
2014-04-11,-0.07011999999999999,-0.2342949774164408
2014-05-08,0.2042,0.21594849315068493
2014-05-09,0.19377142857142854,0.37964594108698657
2014-05-12,0.15736666666666668,0.15907864487498646
2014-06-06,0.05043333333333333,0.028833811475409834
2014-06-09,0.2186,0.1774152247462542
2014-06-10,0.4128,0.5565815595089472
2014-06-11,0.5492999999999999,0.539988928317956
2014-06-12,0.12726666666666667,0.16589126637554583
2014-07-08,0.1796,0.16944815073272856
2014-07-10,0.24825999999999998,0.2672206826568266
2014-07-11,0.021474999999999994,-0.07305383402608571
2014-07-31,0.8555,0.8555
2014-08-08,0.23883636363636362,0.1785384921019479
2014-08-11,0.3062,0.37197283479587945
2014-08-12,0.17446,0.18504505247376313
2014-08-13,0.11684000000000001,-0.059075795252704656
2014-08-14,0.0,0.0
2014-08-15,0.14166666666666664,0.06070296303091458
2014-08-18,0.0,0.0
2014-08-19,0.16463333333333333,0.21257978427279053
2014-08-20,0.0,0.0
2014-08-21,0.24298000000000003,0.25057070822828337
2014-08-22,0.43615000000000004,0.5165275029171529
2014-08-25,0.45027500000000004,0.43329230908106164
2014-08-26,0.22323750000000003,0.285738766383963
2014-08-27,0.50804,0.46979269020387876
2014-08-28,0.21996000000000002,0.1311953447577925
2014-08-29,-0.005699999999999997,-0.08801988561372634
2014-09-08,0.0,0.0
2014-09-09,-0.012475000000000014,-0.12072821978021983
2014-09-10,0.0758,0.09361300075585789
2014-09-12,0.13190833333333332,0.18717038744058762
2014-09-15,0.34919999999999995,0.34187024098636276
2014-09-16,0.038849999999999996,0.0594784946236559
2014-09-17,0.37046,0.457172431027589
2014-09-18,0.16836,0.17873121815655396
2014-09-19,-0.01359333333333334,-0.030853670235961056
2014-09-22,-0.14845,-0.194907426679281
2014-09-23,0.10671666666666668,0.13113193950177937
2014-09-24,0.32508,0.363153164556962
2014-09-25,0.07704,0.039242198357548955
2014-09-26,0.31015714285714285,0.23813233265325948
2014-09-29,0.38925,0.41665923529411764
2014-09-30,0.26330000000000003,0.23363511642542478
2014-10-09,-0.10424999999999998,-0.112459043348281
2014-10-10,0.25466190476190476,0.3621222291895282
2014-10-13,0.12106666666666667,0.111212213740458
2014-10-14,0.13957999999999998,0.10882300469483569
2014-10-15,0.2757428571428572,0.17825882141142582
2014-10-16,0.1531,0.1651818742293465
2014-10-17,0.07925,0.11395773407690049
2014-10-20,-0.07258,-0.06353418716713163
2014-10-21,0.2884,0.3173991414005902
2014-10-22,0.4939,0.4939
2014-10-23,0.3350000000000001,0.3223079308712121
2014-10-24,0.0593,0.07226724090025008
2014-10-27,0.3509,0.3515427052569403
2014-10-28,0.20413333333333336,0.1936221366698749
2014-10-29,0.02148000000000002,0.03962912665752174
2014-10-30,0.23158000000000004,0.12627651006711413
2014-10-31,0.31383125000000006,0.3043687251446862
2014-11-07,-0.127575,-0.24207111688052324
2014-11-10,0.1741,0.19751008691674288
2014-11-11,0.176625,0.35784378585086046
2014-11-12,0.13516666666666668,0.05457634902411022
2014-11-13,0.10191666666666667,0.056100425295858
2014-11-14,0.2159666666666667,0.2466354416850047
2014-11-17,0.1975,0.18102175324675326
2014-11-18,0.3941,0.4051495268138801
2014-11-19,0.21391666666666667,0.291875899453903
2014-11-20,0.06221250000000002,0.13256202741747097
2014-11-21,0.012797058823529401,0.06097098762928412
2014-11-24,0.28076666666666666,0.3023040392248424
2014-11-25,0.11899090909090909,0.12425224325039703
2014-11-26,0.38647499999999996,0.3980609167671893
2014-11-27,0.5719,0.5719
2014-11-28,0.5838333333333333,0.6141265774378586
2014-12-08,-0.1998,-0.018364276781992497
2014-12-09,0.3807416666666667,0.30734044269552385
2014-12-11,0.39651428571428576,0.5194265649920256
2014-12-12,0.21310000000000004,0.19574394387001473
2014-12-15,0.13076000000000002,0.13676259481489866
2014-12-16,0.0,0.0
2014-12-17,0.37126666666666663,0.26395049701789264
2014-12-18,0.3874599999999999,0.6099719822708412
2014-12-19,0.26589999999999997,0.28235838165879973
2014-12-22,0.5562999999999999,0.555503640776699
2014-12-23,0.40686,0.41611945652173915
2014-12-24,0.4767,0.4767
2014-12-25,0.7261500000000001,0.6160868376888037
2014-12-26,0.348225,0.48505781926072444
2014-12-29,0.2596142857142857,0.2940196397679861
2014-12-30,0.06261249999999999,0.11970448117904797
2014-12-31,-0.012422222222222211,-0.008224441762220872
2015-01-01,0.29775,0.6207028010435259
2015-01-02,-0.10722500000000001,-0.11424520811472545
2015-01-05,0.61025,0.6289573170731707
2015-01-06,0.1609,0.5495010381058
2015-01-07,0.46946666666666664,0.4458453488372092
2015-01-08,0.37070000000000003,0.6219982625884312
2015-01-09,-0.022980000000000018,-0.1325602243914807
2015-01-12,0.04036666666666666,0.4177976268412439
2015-01-13,-0.0381,-0.03469060402684564
2015-01-14,0.22347999999999998,0.3080844782890473
2015-01-15,0.05303333333333333,0.04061884214311399
2015-01-16,0.29642857142857143,0.5661525441252493
2015-01-19,0.8885,0.8885
