Date,author,content,number_of_likes,number_of_shares
2015-11-13,instagram,"The Week on Instagram | 209 
https://t.co/uBAxE1fBfs https://t.co/WNIObsuX34",2954,525
2015-11-13,instagram,Memories without detail: @willwhipple’s “Gist” project https://t.co/0GPtUBs4RN https://t.co/MfkzWkqE7R,2161,414
2015-11-13,instagram,"“By taking the detail out, it becomes more of a memory, because a lot of our memories are lacking in detail as well.” —@willwhipple",3129,786
2015-11-16,instagram,In pursuit of admirable girls with @kei__okuda https://t.co/5X9dkLnUBE https://t.co/wFNDr0oEim,3400,672
2015-11-16,instagram,"Featured submissions from this weekend’s hashtag project: #WHPfoundframes
https://t.co/lxv78f19ID https://t.co/iJOioeQjOQ",2941,569
2015-11-17,instagram,#WeeklyFluff https://t.co/q1qL37phWL,2364,424
2015-11-17,instagram,Creating art from meaningless trash with Elisa Insua https://t.co/BIKzGiqgPb https://t.co/rCnk3qs80l,3096,903
2015-11-17,instagram,“Golden things have always fascinated me because they are closely related to the sacred and to power.” —Elisa Insua,3101,830
2015-11-18,instagram,Artist @slinkachu looks at big cities from a micro level https://t.co/W06VGvLpSU https://t.co/n5aJEjZH7F,2588,617
2015-11-18,instagram,"The quirky, bold, funny and sometimes prophetic art of @LANDgallery https://t.co/kwuENSn8bp https://t.co/C6VSi0lQkK",2671,515
2015-11-19,instagram,The magic of Mexican trio @kaayoficial and their first @LatinGRAMMYs nomination https://t.co/kaK6ZNZYZB https://t.co/oFejTKTZuI,2604,458
2015-11-19,instagram,Capturing the moments we take for granted with @vandheur https://t.co/DVqRtiHm2I https://t.co/pJQKEvWnsE,2381,514
2015-11-19,instagram,“Making art gives you a reason to love yourself.” —@vandheur,3341,1177
2015-11-20,instagram,"Through a child’s eyes with @lutjeanna 
https://t.co/BySQbaLve2 https://t.co/bDZUh2tZBU",3164,747
2015-11-20,instagram,“I try to show that children have their own world.” —@lutjeanna,2636,579
2015-11-20,instagram,Participate in this weekend’s hashtag project: #WHPfamilyrecipe https://t.co/WXX4byWYBV https://t.co/uEEqpvMuzZ,2752,568
2015-11-20,instagram,#SetintheStreet: Creating film sets from the mundane with @justinbettman https://t.co/rqJRTITk8G https://t.co/8foOTykFKy,2440,439
2015-11-20,instagram,"Life on the horse ranch with @onbokujyo 
https://t.co/PuXjZ8L4sv https://t.co/XvmIyrZZI9",3804,681
2015-11-20,instagram,"The Week on Instagram | 210
https://t.co/z2keeSTtfM https://t.co/FcxpyETFxK",3016,535
2015-11-20,instagram,".@rissmoore10 surfs for her third @wsl world championship title #targetmauipro
https://t.co/pYHueUAHWC https://t.co/7dva8HQtqI",2213,424
2015-11-20,instagram,“I try to find a balance between being radical and progressive and smooth and graceful.” —professional surfer @rissmoore10,3163,761
2015-11-23,instagram,"Waxing nostalgic with artist Hoang Tran 
https://t.co/86UMSkF1nK https://t.co/vzx6KsliA4",2864,647
2015-11-23,instagram,"Featured submissions from this weekend’s hashtag project: #WHPfamilyrecipe 
https://t.co/2sNr5LZD3r https://t.co/TBKVkUxzzs",2662,518
2015-11-24,instagram,#WeeklyFluff 🐾 https://t.co/iqzApUb8iA,2365,398
2015-11-24,instagram,Cooking up colors with photographer @gkstories https://t.co/imuhiwyR8U https://t.co/x9MzYhjkh9,2333,500
2015-11-24,instagram,“I don’t think I’m the weird one for choosing to eat the food that all my senses naturally are drawn to.” —@gkstories,3224,816
