,pub_date,headline
0,2018-01-02T18:00:47+0000,Les héros de la rue de l’Enterrement.
1,2018-01-03T14:45:43+0000,Letter on DACA From Three Former Homeland Security Secretaries
2,2018-01-02T09:29:43+0000,This Week’s Quiz: How Smart a Traveler Are You?
3,2018-01-03T11:00:01+0000,How I Learned to Look Believable
4,2018-01-03T14:02:29+0000,"What You Get for $900,000"
5,2018-01-03T22:41:49+0000,Read A Former N.S.A. Worker’s Offer to Plead Guilty
6,2018-01-02T10:48:36+0000,Listen to ‘The Daily’: How the Russia Inquiry Began
7,2018-01-02T09:04:01+0000,Teaching Activities for: ‘Powerful Hollywood Women Unveil Anti-Harassment Action Plan’
8,2018-01-02T12:47:49+0000,Hoda Kotb Named to Replace Matt Lauer as Co-Anchor of NBC’s ‘Today’
9,2018-01-02T17:24:33+0000,New & Noteworthy
10,2018-01-03T17:01:39+0000,"Post-Weinstein, How We Will Be Covering the Red Carpets"
11,2018-01-03T18:38:25+0000,Read Trump’s Reaction to Steve Bannon’s Comments
12,2018-01-03T07:48:59+0000,"Rick Hall, Architect of the Muscle Shoals Sound, Dies at 85"
13,2018-01-03T08:00:00+0000,Style
14,2018-01-03T10:28:49+0000,"The ‘Nuclear Button’ Explained: For Starters, There’s No Button"
15,2018-01-01T10:00:29+0000,The Hunt for ‘Fire Cats’ Amid Northern California Ashes
16,2018-01-01T10:00:29+0000,"For the N.F.L. Playoffs, Much Has Changed. Then There Are the Patriots."
17,2018-01-01T11:00:13+0000,They Took On the Food Giants — and Won
18,2018-01-01T20:32:36+0000,"Fighting Climate Change, One Laundry Load at a Time"
19,2018-01-01T12:00:01+0000,Have a Hangover From 2017? Here Are Some Suggestions for TV Shows to Stream
20,2018-01-03T18:38:25+0000,Read Trump’s Reaction to Steve Bannon’s Comments
21,2018-01-03T15:34:50+0000,"Kansas Is Suddenly Vulnerable at Home, and in the Big 12"
22,2018-01-03T07:48:59+0000,"Rick Hall, Architect of the Muscle Shoals Sound, Dies at 85"
23,2018-01-03T08:00:00+0000,Style
24,2018-01-02T04:40:54+0000,"No Corrections: January 2, 2018"
25,2018-01-02T19:19:18+0000,"A Cleansing Juice Recipe, From the Missoni Family"
26,2018-01-02T19:33:19+0000,Vice Media Places Two Executives on Leave
27,2018-01-02T19:54:32+0000,‘Neon in Daylight’ Lights Up Ambivalence With Shades of Didion and Others
