,pub_date,headline
0,2016-07-01T00:00:00Z,Bookshelf: By the Shore
1,2016-07-01T00:00:00Z,Short Answers to Hard Questions About Clean Coal Technology
2,2016-07-01T00:00:00Z,American Dreams
3,2016-07-01T23:51:12+0000,"As Experts Confront the Hazards of Zika, Fear and Uncertainty Hover"
4,2016-07-01T23:49:38+0000,"Down Two Sets, Novak Djokovic Gets a Break After Rain Suspends Play at Wimbledon"
5,2016-07-01T23:24:11+0000,"Reeking, Oozing Algae Closes South Florida Beaches"
6,2016-07-01T22:39:20+0000,Oscar Voters on Notice: Careful With the Caviar
7,2016-07-01T22:00:00Z,Too Much
8,2016-07-01T21:33:08+0000,Nations Hinder U.S. Effort to Deport Immigrants Convicted of Crime
9,2016-07-01T21:27:53+0000,Brand-Name Drug Makers Wary of Letting Generic Rival Join Their Club
10,2016-07-01T21:26:39+0000,"Review: Mozart Reimagined in a Violent, Racist World"
11,2016-07-01T20:56:45+0000,Broadway Comes to a Laptop Near You
12,2016-07-01T20:50:09+0000,Review: A Taste of Seoul at Jacob’s Pillow Dance Festival
13,2016-07-01T20:48:41+0000,"Bill Cunningham’s Columns, the Early Days"
14,2016-07-01T20:44:05+0000,UnitedHealthcare Sues Dialysis Chain Over Billing
15,2016-07-01T20:33:00+0000,Review: An Innocent Abroad (Beware the Boss’s Bite)
16,2016-07-01T20:32:57+0000,Britons Put Rancor Aside to Commemorate the Battle of the Somme
17,2016-07-01T20:30:16+0000,A SoHo Condo Designed by Renzo Piano
18,2016-07-01T20:27:49+0000,There Are Conservative Professors. Just Not in These States.
19,2016-07-01T20:25:35+0000,"Review: In ‘The Animals,’ What Schoolteachers Learned at the Lounge Room"
20,2016-07-01T20:24:54+0000,"How Tiny, Quirky Iceland Won Over Soccer Fans Worldwide"
21,2016-07-01T20:22:42+0000,How I Learned to Tolerate Blake Lively
22,2016-07-01T20:19:13+0000,3 Kenyans Last Seen at Police Station Are Found Dead
23,2016-07-01T20:08:47+0000,Royal Troon Golf Club Votes to Allow Female Members
24,2016-07-01T20:05:04+0000,What Is a Man For?
25,2016-07-01T19:55:50+0000,London Auctions Feel Little ‘Brexit’ Chill as Some Works Prove Hot
26,2016-07-01T00:00:00Z,Inside the Self-Driving Tesla Fatal Accident
27,2016-07-01T19:32:58+0000,California Governor Signs Legislation Limiting Assault Weapons
28,2016-07-01T19:19:59+0000,A Proposed Hiking Ban in Phoenix Draws Outrage
29,2016-07-01T18:44:55+0000,"If Party Conventions Seem More Like Infomercials, Blame Nixon"
30,2016-07-01T18:18:41+0000,"Private Equity Funds Balk at Disclosure, and Public Risk Grows"
31,2016-07-01T18:14:12+0000,The Goldilocks Strategy for Prudent Investors
32,2016-07-01T00:00:00Z,"Istanbul, Hillary Clinton, Loretta Lynch: Your Friday Evening Briefing"
33,2016-07-01T00:00:00Z,Your Evening Briefing
34,2016-07-01T17:47:25+0000,Sister Act: Shopping With A-Wa
35,2016-07-01T17:41:49+0000,Visas for Afghan Interpreters
36,2016-07-01T17:28:18+0000,Bangladeshi Troops Move to End Hostage Standoff
37,2016-07-01T17:26:58+0000,U.S. Reveals Death Toll From Airstrikes Outside War Zones
38,2016-07-01T17:16:37+0000,American Chefs Adopt a Peruvian Staple: Tiger’s Milk
39,2016-07-01T17:08:16+0000,"In ‘Under the Sun,’ a Documentary Masked and Unmasked"
40,2016-07-01T17:00:02+0000,Gay Talese Defends ‘The Voyeur’s Motel’ After Source Is Undercut
41,2016-07-01T16:55:14Z,Tempest on a Tarmac: Loretta Lynch Minimizes Damage Done by Bill Clinton
42,2016-07-01T16:52:25Z,What We&#8217;re Reading
43,2016-07-01T16:51:38+0000,Shopping Guide: Benches
44,2016-07-01T00:00:00Z,Summer Movies Preview: 10 Trailers for July
45,2016-07-01T16:46:36+0000,Taking Refuge in Dollar Could Expose World Economy to New Perils
46,2016-07-01T16:44:52+0000,Angry Tweets Won’t Help African Lions
47,2016-07-01T00:00:00Z,Your Thoughts on Trump’s V.P. (Serious and Snarky)
48,2016-07-01T16:31:37+0000,Chelsea Condo for $45 Million
49,2016-07-01T16:21:42+0000,A Speedy Approach to Cooking With Cherries
50,2016-07-01T00:00:00Z,"The Times on the Air: Britain’s Exit, Turkey’s Troubles and More"
51,2016-07-01T16:13:11+0000,Jeremy Lin Is Returning to New York (With the Nets)
52,2016-07-01T16:12:23+0000,Juan Martín del Potro Stuns Stan Wawrinka at Wimbledon
53,2016-07-01T16:06:08+0000,Israel Imposes Restrictions on Palestinians in West Bank After Attacks
54,2016-07-01T16:01:00+0000,"In America’s Long History of Slavery, New England Shares the Guilt"
55,2016-07-01T16:00:24+0000,A Fast Leap by Jeffrey Cirio to Principal at American Ballet Theater
56,2016-07-01T15:43:07+0000,New England Lit
57,2016-07-01T15:42:23+0000,"In ‘Architecture’s Odd Couple,’ It’s Philip Johnson vs. Frank Lloyd Wright"
58,2016-07-01T15:42:20+0000,Through Her Lens Darkly: Diane Arbus’s Life Was as Raw as Her Work
59,2016-07-01T15:42:06+0000,Their Grief Counselor Is a Crow. It’s Fiction.
60,2016-07-01T15:42:00+0000,"In Terry McMillan’s New Novel, a Middle-Aged Optometrist Decides to Give Her Life a Makeover"
61,2016-07-01T15:41:18+0000,Growing Up in Radicalized Nigeria: A New Novel Shows the Gritty Reality
62,2016-07-01T15:40:48+0000,The Filmmaker Neil Jordan Has a New Novel. It’s Got a Missing Girl.
63,2016-07-01T15:40:27+0000,Deborah Shapiro Puts an Oedipal Spin on Female Intimacy in ‘The Sun in Your Eyes’
64,2016-07-01T15:20:22+0000,6 Points a Game and About to Be Paid More Than Stephen Curry
65,2016-07-01T15:08:08+0000,Military Is Asked to March to a Less Expensive Tune
66,2016-07-01T15:07:43+0000,Spicy Cold Noodles Offer an Antidote to Summer Heat
67,2016-07-01T15:01:54+0000,It’s the Rijksmuseum’s Turn to Host Rembrandt Portraits
68,2016-07-01T00:00:00Z,Obama Administration Releases Death Toll from Airstrikes
69,2016-07-01T14:32:43Z,Taiwanese Officials on Misfired Missile
70,2016-07-01T14:30:26+0000,"No Charisma, No Glamour: Michael Gove Makes His Case to Lead Britain"
71,2016-07-01T14:20:59+0000,"New Cars Are Too Expensive for the Typical Family, Study Finds"
72,2016-07-01T14:19:22+0000,How a Quest by Elites Is Driving ‘Brexit’ and Trump
73,2016-07-01T14:16:42+0000,"Taking Down Politicians for Decades, and Rising in India’s Government"
74,2016-07-01T14:03:36Z,Italy Raises Migrant Shipwreck
75,2016-07-01T14:03:12+0000,A Presidential Collectible’s Value? Depends on the President
76,2016-07-01T13:58:16+0000,Wall St. Edges Up for 4th Day of Gains
77,2016-07-01T13:53:20Z,Orlando Shooting: Finding Acceptance
78,2016-07-01T00:00:00Z,What You Should Watch: Fourth of July Edition
79,2016-07-01T00:00:00Z,"Fashionbuster: Leslie Jones, and Her Right to a Red-Carpet Dress"
80,2016-07-01T13:07:05+0000,Workers Strike at Trump Taj Mahal in Atlantic City
81,2016-07-01T13:00:45+0000,"Tamron Hall, of the ‘Today’ Show, Feathers Her Nest"
82,2016-07-01T13:00:43+0000,The Fully Self-Driving Car Is Still Years Away
83,2016-07-01T12:54:35Z,1916: Huge Battle Around the Somme
84,2016-07-01T00:00:00Z,10 Things to Do Now in NYC
85,2016-07-01T12:41:23+0000,Why Your Financial Life Feels Like Whac-A-Mole
86,2016-07-01T12:35:53+0000,Dyades Puts a Bucolic French Region on the Culinary Map
87,2016-07-01T12:34:35+0000,"Now on Sale: Trips to Africa, Thailand and Peru"
88,2016-07-01T12:32:16+0000,How to Get Your Passport in Order
89,2016-07-01T12:28:43+0000,"With No Deal on New Jersey Gas Tax, Christie Orders Shutdown of Road Projects"
90,2016-07-01T12:28:22+0000,"Alchemy Amok in ‘Gold’ and Its Offspring, ‘The Magnetic Monster’"
91,2016-07-01T12:20:58Z,Pork Chops With Brandied Cherries
92,2016-07-01T12:00:28+0000,Brazil’s Olympic Catastrophe
93,2016-07-01T12:00:26+0000,James Houghton: The ‘Samurai Spirit’ of Signature Theater
94,2016-07-01T12:00:05+0000,Amazon Prime Strikes Deal for Most PBS Children’s Shows
95,2016-07-01T00:00:00Z,Recipes for Independence
96,2016-07-01T11:00:24+0000,Danielle Moss Lee: Don’t Give Difficult Employees a Pass
97,2016-07-01T11:00:24+0000,"In ‘The Night Of,’ John Turturro Picks Up Where James Gandolfini Left Off"
98,2016-07-01T10:54:27+0000,"Yuliya Stepanova, Whistle-Blowing Russian Runner, Gets Backing in Olympic Bid"
99,2016-07-01T10:51:50+0000,"Citing Safety, Bookseller Pulls Out of Hong Kong Pro-Democracy March"
100,2016-07-01T10:39:26+0000,Austria’s Far Right Presents the E.U. With a New Test at the Polls
101,2016-07-01T10:05:44Z,A Farewell to Other Music
102,2016-07-01T00:00:00Z,Does More Security at Airports Make Us Safer or Just Move the Targets?
103,2016-07-01T10:00:18+0000,Jupiter and Its Moons
104,2016-07-01T09:05:11+0000,"‘Child, I Trust You’: On Deadline With Bill Cunningham"
105,2016-07-01T09:00:37+0000,He Said No. Then She Did. But Proposal No. 3 Was the Charm
106,2016-07-01T09:00:19+0000,Unpredictability Is Hallmark of Convention to Crown Donald Trump
107,2016-07-01T09:00:19+0000,How to Furnish Your Terrace or Backyard
108,2016-07-01T09:00:16+0000,Loretta Lynch to Accept F.B.I. Recommendations in Clinton Email Inquiry
109,2016-07-01T09:00:15+0000,"A Proper Farewell, Finally, for a Victim of an Anti-Gay Rampage in New York"
110,2016-07-01T09:00:05+0000,Outdoor Decor: A Checklist
111,2016-07-01T09:00:04+0000,How Do You Say ‘Welcome to Europe’ in Maltese? Check an Arabic Dictionary
112,2016-07-01T08:57:18Z,"After Bitter Decades, a Wounded Vietnam Veteran Handcycles Back to Hope"
113,2016-07-01T08:53:31Z,"Battling P.T.S.D., One Mile at a Time"
