,pub_date,headline
0,2016-12-01T23:58:32+0000,Harper Lee’s Legacy Would Expand Under Plan for Town Square
1,2016-12-01T23:48:54+0000,Review: Put on a Vest. Summon Magic. Beware of Moles. Save an Island.
2,2016-12-01T23:45:46+0000,"Anthony Weiner Fined $65,000 for Campaign Finance Violations"
3,2016-12-01T23:35:44+0000,"A Biography of Moses, the Man"
4,2016-12-01T23:34:14+0000,Fates in Filmmaking: Who Were the Wallflowers at the ‘La La Land’ Dance?
5,2016-12-01T23:25:16+0000,Automobile Sales Rise on Postelection Confidence
6,2016-12-01T23:19:47+0000,"Out of Africa, an All-Road Honda Motorcycle"
7,2016-12-01T23:18:40+0000,"Great Outdoors: Landscapes, Both Natural and Created by Human Hands"
8,2016-12-01T23:07:33+0000,The Tender Side of Edward Albee
9,2016-12-01T22:58:24+0000,Review: Isabelle Huppert Is Great in ‘Things to Come.’ Discuss.
10,2016-12-01T22:58:01+0000,Review: Michael Lewis on Two Well Matched (but Finally Mismatched) Men
11,2016-12-01T22:57:03+0000,"Donald Trump, François Hollande, Tiger Woods: Your Thursday Evening Briefing"
12,2016-12-01T22:55:03+0000,Theater Listings for Dec. 2-8
13,2016-12-01T22:49:36+0000,"Review: In ‘Two Trains Runnin’,’ the Convergence of Idealism, Brutality and Artistic Genius"
14,2016-12-01T22:41:23+0000,¿Trump podría deportar a millones de inmigrantes indocumentados?
15,2016-12-01T22:35:59+0000,"Review: ‘Best and Most Beautiful Things,’ About a Disabled Woman’s Place in the World"
16,2016-12-01T22:35:40+0000,‘A Gun Show’ Raises Questions Beyond the Music
17,2016-12-01T22:34:06+0000,Broadway Home Looks Likely for ‘Harry Potter and the Cursed Child’
18,2016-12-01T22:32:13+0000,Review: ‘The Duelist’ Is a Good Shot. A Very Good Shot.
19,2016-12-01T22:29:48+0000,Review: A Woman’s Horrific Unraveling in ‘The Eyes of My Mother’
20,2016-12-01T22:29:25+0000,"At Art Basel Miami Beach, Fewer Dabblers but Deliberative Sales"
21,2016-12-01T22:28:52+0000,What’s So Funny About Jewish Humor?
22,2016-12-01T22:28:51+0000,Diving Into Movie Palaces of the Mind at the Whitney
23,2016-12-01T22:28:42+0000,"A Photographer’s Adolescent Sister, Captured Over the Years"
24,2016-12-01T22:26:27+0000,"Review: ‘Goodnight Brooklyn: The Story of Death by Audio,’ Alive in Spirit"
25,2016-12-01T22:23:04+0000,Islands in the Sun
26,2016-12-01T22:20:40+0000,Review: ‘Hogtown’ Tells a Poetic Detective Story in Chicago
27,2016-12-01T22:14:52+0000,Wordless Short Stories by Richard McGuire
28,2016-12-01T22:08:10+0000,"‘The Women Who Made New York’: Icons, Trailblazers and Visionaries"
29,2016-12-01T22:06:54+0000,Joe Jonas Finally Feels Like Himself
30,2016-12-01T22:05:38+0000,Night Out: Joe Jonas
31,2016-12-01T22:04:11+0000,What to See in New York Art Galleries This Week
32,2016-12-01T21:59:20+0000,Activist Fund Has Tough Sell to Get Rockwell to Rethink Deal
33,2016-12-01T21:56:48+0000,When Fake News Was Funny
34,2016-12-01T21:55:52+0000,Josef Albers’s Science and Soul of Seeing
35,2016-12-01T21:55:04+0000,Chinese Artists Redraw Boundaries in ‘Tales of Our Time’
36,2016-12-01T21:54:57+0000,"‘Jackie’: Under the Widow’s Weeds, a Myth Marketer"
37,2016-12-01T21:51:53+0000,Review: ‘Man Down’ Looks at Combat Trauma Through a Marine’s Eyes
38,2016-12-01T21:49:07+0000,Magnificent Obsessions: Pursuits of a Lifetime
39,2016-12-01T21:47:19+0000,Review: That ‘Pet’ at the Shelter Looks Like a Caged Woman
40,2016-12-01T21:47:09+0000,A Risky Flight From Eastern Aleppo
41,2016-12-01T21:46:35+0000,The Private Life of Victorians
42,2016-12-01T21:38:12+0000,Review: ‘Siren’ Suggests Grooms-to-Be Ought to Stay Home
43,2016-12-01T21:37:01+0000,"Review: ‘Sky on Fire,’ or Is That Just a Gleaming C.G.I. Skyscraper?"
44,2016-12-01T21:32:44+0000,Review: ‘Videofilia (and Other Viral Syndromes)’ Is a Digital Hall of Mirrors
45,2016-12-01T21:24:42+0000,How the Media Covers Donald Trump’s Tweets
46,2016-12-01T21:19:26+0000,"Tiger Woods Shows Some Magic, Then Shows Some Rust"
47,2016-12-01T21:17:34+0000,CBS Adds N.F.L. Games to Streaming App
48,2016-12-01T21:12:36+0000,What Republicans Should Know About the A.C.A.
49,2016-12-01T21:08:20+0000,"The Future of News: Virtual Reality, The Daily 360, Podcasts and More"
50,2016-12-01T21:05:44+0000,A Place to Be Heard
51,2016-12-01T21:05:04+0000,Howard Schultz to Step Down as Starbucks Chief Next Year
