,pub_date,headline
0,2016-11-01T23:57:01Z,Montreal Police Face a Storm of Criticism Over Surveillance of a Journalist
1,2016-11-01T23:56:57Z,Jurors’ Questions Hint at Division in Trial on Lane Closings
2,2016-11-01T23:51:41Z,Maurice Sendak’s Estate Is Awarded Most of a Book Collection
3,2016-11-01T23:47:58Z,Wells Fargo to Pay $50 Million to Settle Home Appraisal Overcharges
4,2016-11-01T23:32:39Z,"As South Sudan Troops Killed and Raped, U.N. Forces Didn’t Stop Them"
5,2016-11-01T23:30:04Z,"Infections, Not Antibiotics, May Be Tied to Childhood Obesity"
6,2016-11-01T23:24:40Z,"For Jason Sudeikis, It’s Time to Seize the Stage in ‘Dead Poets Society’"
7,2016-11-01T23:19:52Z,Plays Coming Soon From a Movie Screen Near You
8,2016-11-01T23:19:33Z,College Football Playoff Ranking: Texas A&amp;M Is a Surprise No. 4
9,2016-11-01T23:10:53Z,World Series: Here’s How the Chicago Cubs Won Game 6
10,2016-11-01T22:59:47Z,Drug Giant Faced a Reckoning as China Took Aim at Bribery
11,2016-11-01T22:57:45Z,Glaxo’s Fallout in China
12,2016-11-01T22:57:06Z,City Unveils Possible Routes for Streetcar in Brooklyn and Queens
13,2016-11-01T22:36:21Z,Donald Trump’s Math Takes His Towers to Greater Heights
14,2016-11-01T22:36:10Z,What Does Modest Fashion Mean?
15,2016-11-01T22:31:17Z,"David H. Brooks, 61, Dies Serving Time for Insider Trading"
16,2016-11-01T22:31:09Z,Asserting a Muslim Fashion Identity
17,2016-11-01T22:25:48Z,Obamas Have Fun With Trick-or-Treaters
18,2016-11-01T22:21:04Z,"YouTube Agrees to Pay Royalties, Ending German Music Dispute"
19,2016-11-01T22:07:23Z,FilmStruck Streaming Service Places a Big Bet on Cinephiles
20,2016-11-01T22:06:47Z,Federal Judge Blocks Racial Discrimination Suit Against Airbnb
21,2016-11-01T22:06:40Z,Court Opinion in Airbnb Case
22,2016-11-01T22:03:43Z,"Clinton, Trump, Mosul: Your Tuesday Evening Briefing"
23,2016-11-01T21:51:40Z,"Review: In ‘Sagittarius Ponderosa,’ New Self Confronts Old"
24,2016-11-01T21:47:15Z,South Africa’s Rising Art Star Builds His New Stage in Chicago
25,2016-11-01T21:36:26Z,"Mosul, Clinton, Pakistan: Your Wednesday Briefing"
26,2016-11-01T21:27:32Z,What We&#8217;re Reading
27,2016-11-01T21:18:50Z,There Are Many Ways to Map Election Results. We’ve Tried Most of Them.
28,2016-11-01T21:18:37Z,"In Ukraine, Not Even the Top Banker Trusts the Banks"
29,2016-11-01T21:16:09Z,Review: ‘Don’t Call Me Son’ Considers Identity and Fluidity
30,2016-11-01T21:14:01Z,"Review: ‘Anastasia,’ a Grand Duchess or a Great Pretender?"
31,2016-11-01T21:08:02Z,"Review: In ‘The Eagle Huntress,’ a Girl From Mongolia Soars"
32,2016-11-01T21:06:02Z,Costumes for a Cause
33,2016-11-01T21:00:08Z,Review: ‘Hacksaw Ridge’ Has the Guts and the Glory. But Where’s the Gun?
34,2016-11-01T20:59:52Z,What You Should Watch Tuesday Night
35,2016-11-01T20:56:45Z,"Review: Marina Abramovic’s ‘Walk Through Walls,’ a Memoir of Masochism and Pretension"
36,2016-11-01T20:54:33+0000,The Khizr Khan Voters
37,2016-11-01T20:54:26Z,Clinton-Connected Consulting Firm Sues Republican Strategist Ed Rollins
38,2016-11-01T20:54:09Z,Halloween Dress-Up for a Cause
39,2016-11-01T20:45:49+0000,The Price of Certainty
40,2016-11-01T20:45:47+0000,The Price of Certainty
41,2016-11-01T20:31:29Z,The Best New TV Shows and Movies on Netflix
42,2016-11-01T20:26:10Z,Move Over Bill Murray and Eddie Vedder! I’m a Cubbie
43,2016-11-01T20:14:02Z,Chief Who Guided Herbalife Through Troubles Will Step Down
44,2016-11-01T20:12:16Z,Brett Ratner Is Selling His Stuff
45,2016-11-01T20:11:56Z,A ‘High-End Hoarder’ Sells His Stuff
46,2016-11-01T20:11:41Z,"Hatched From Peanuts, the South’s Hot New Oil"
47,2016-11-01T20:11:31Z,"Review: Verdi’s Requiem, in All Its Theatricality and Resonance"
48,2016-11-01T19:51:04Z,"In Robocall, White Nationalist Accuses Utah’s Evan McMullin of Secretly Being Gay"
49,2016-11-01T19:48:29Z,"In ‘The New Negroes,’ Unpacking the Politics Behind a Word"
50,2016-11-01T19:47:14Z,Mets’ Jeurys Familia Arrested in Domestic Violence Case
51,2016-11-01T19:45:48Z,Donald Trump’s Taxes and Hillary Clinton’s Emails
52,2016-11-01T19:45:15Z,5 Must-See Shows if You’re in New York This Month
53,2016-11-01T19:42:25Z,Gannett’s Failed Bid for Tronc Underscores an Ailing Industry
54,2016-11-01T19:33:04Z,"Leuca, Andrew Carmellini’s Latest, Opens in Williamsburg"
55,2016-11-01T19:18:38Z,"Nearly 50 Years After Leaving, a Composer Returns to Cuba to Conduct Her Work"
56,2016-11-01T19:08:18Z,"In Exile From the Knicks, but Still at Home in Cleveland"
57,2016-11-01T19:06:52Z,Presidential Election: Ryan Voted for Trump; Jay Z to Join Clinton
58,2016-11-01T19:02:13Z,Wendy Whelan to Open the Joyce Theater’s Spring Season
59,2016-11-01T18:52:23Z,Pope Francis Says Ban on Female Priests Is Likely to Endure
60,2016-11-01T18:46:12Z,"In Lily Collins’s Beauty Regimen, Rules Do Apply"
61,2016-11-01T18:35:54Z,"Hulu Adds ESPN, ABC and Fox News to Streaming Service"
62,2016-11-01T18:26:01Z,"Pakistani Opposition Leader, Imran Khan, Calls Off Protest"
63,2016-11-01T18:25:41Z,The PG-13 Reporters Covering an R-Rated Election
64,2016-11-01T18:18:12Z,Guest Worker Programs
65,2016-11-01T18:14:37Z,The Education of Poor Children
66,2016-11-01T18:14:22Z,An Ill-Lit City Hall Park
67,2016-11-01T18:11:38Z,Iraqi Army Enters Mosul
68,2016-11-01T18:11:11Z,How Ancient Humans Reached Remote South Pacific Islands
69,2016-11-01T18:07:54Z,How to Deal With Digital Distractions
70,2016-11-01T18:06:42Z,Charcoal’s New Mission: Cleaning Your Face
71,2016-11-01T17:57:55Z,Morocco Says Crushing of Vendor in Garbage Truck Was Homicide
72,2016-11-01T17:52:56Z,Orlando Gunman’s Wife Breaks Silence: ‘I Was Unaware’
73,2016-11-01T17:50:08Z,A Sweet Solution for the Whole Holiday Season
74,2016-11-01T17:43:55+0000,"Behind 2016’s Turmoil, a Crisis of White Identity"
75,2016-11-01T17:40:23Z,"Community Policing, as the N.Y.P.D. Chief Sees It"
76,2016-11-01T17:22:50Z,"Three New Cookbooks, for Health’s Sake"
77,2016-11-01T17:22:29Z,"Hillary Clinton, Moving Past F.B.I. Review, Turns Focus to Attacks on Donald Trump"
78,2016-11-01T17:22:23Z,Recent Commercial Real Estate Transactions
79,2016-11-01T17:17:29Z,Blockbuster Deals in a Race to Stay Ahead of the Competition
80,2016-11-01T17:14:37Z,"David Chang Bets Big, Using Silicon Valley Money"
81,2016-11-01T17:01:36Z,U.S. Policy Prevents Women Who Are Raped By ISIS From Accessing Abortion
82,2016-11-01T17:00:40Z,The Season’s Most Interesting Black Dresses
83,2016-11-01T16:59:12Z,"Xi Jinping May be ‘Core Leader’ of China, but He’s Still Really Nervous"
84,2016-11-01T16:57:49Z,Le Coucou Pays Rich Homage to Old-School French Cuisine
85,2016-11-01T16:57:40Z,Le Coucou
86,2016-11-01T16:53:25Z,"Tunisia, Through the Eyes of Its Artists and Intellectuals"
87,2016-11-01T16:33:31Z,How Do You Say ‘Vote for Clinton’ in Spanish? Ask the Abuelas
88,2016-11-01T16:33:05Z,Did van Gogh Cut Off His Ear Because His Brother Was Engaged?
89,2016-11-01T16:30:05+0000,"The Best TV Shows and Movies New to Netflix, Hulu and More in November"
90,2016-11-01T16:21:54Z,Drivers Descend on New Jersey Pumps for Final Hours of Cheap Gas
91,2016-11-01T16:20:16+0000,What 9 Gallery Hoppers Wore on Their Chelsea Crawl
92,2016-11-01T16:09:30Z,Bundling Up in Style with Broadway’s Bryce Pinkham
93,2016-11-01T16:08:48Z,"Review: In ‘The Story of Cats’ on PBS, a Look at Evolutionary Masters"
94,2016-11-01T16:07:50Z,Taking Out a Highway That Hemmed Rochester In
95,2016-11-01T16:07:37Z,Winter Is Coming
96,2016-11-01T16:02:39Z,Transfer Smartphone Photos to a Flash Drive
97,2016-11-01T15:54:18Z,"As U.S. Election Approaches Its Climax, Ask a Question"
98,2016-11-01T15:50:24Z,"Two Years After Last Game, Ray Allen Officially Retires From N.B.A."
99,2016-11-01T15:48:57Z,"In Retrial of Etan Patz Case, Renewed Focus on Suspect’s Multiple Confessions"
100,2016-11-01T15:46:24+0000,Navigating the Path to College
101,2016-11-01T15:46:17Z,Daily Report: A $25 Billion Fiber Merger
102,2016-11-01T15:40:40Z,Want Your Own Piece of Hamilton? Head to Sotheby’s
103,2016-11-01T15:25:12Z,"Brie Larson, Salma Hayek and Gwyneth Paltrow at Lacma’s Art & Film Gala"
104,2016-11-01T15:18:25Z,"Brie Larson, Salma Hayek and Gwyneth Paltrow at Lacma’s Art & Film Gala"
105,2016-11-01T15:14:22Z,A New Collection of High-Gloss Furniture and Accessories
106,2016-11-01T15:00:36Z,Chappatte on the Email Investigation
107,2016-11-01T15:00:14Z,College Is the Goal: Will These Teenagers Get There?
108,2016-11-01T14:33:02Z,Using Microservices to Encode and Publish Videos at The New York Times
109,2016-11-01T14:21:04Z,Pussy Riot’s Nadya: Trump ‘Should Be Disqualified’
110,2016-11-01T14:20:04Z,Powering Australia’s Economic Surge
111,2016-11-01T14:18:10Z,A Trek to the Heart of Haiti’s Cholera Epidemic
112,2016-11-01T14:09:33Z,"Assad in Person: Confident, Friendly, No Regrets"
113,2016-11-01T14:05:27Z,"The Patriots Are Going to Win the Super Bowl, Aren’t They?"
114,2016-11-01T13:59:19Z,How Waning Competition Deepens Labor’s Plight
115,2016-11-01T13:57:29Z,Markets Close Lower as Presidential Race Appears to Tighten
116,2016-11-01T13:53:51Z,Why Does Education Translate to Less Support for Donald Trump?
117,2016-11-01T13:51:06Z,"In Greece, Property Is Debt"
118,2016-11-01T13:22:11Z,"A Toddler Dies as Her Mother Checks Her Phone, and China Wrings Its Hands"
119,2016-11-01T13:11:21Z,Will.i.am Moves Wearables Off the Wrist With the Help of Kendall Jenner and Apple
120,2016-11-01T13:09:53Z,6 People Killed in Baltimore Bus Crash
121,2016-11-01T13:06:48Z,Philadelphia Transit Strike Strands Thousands
