,pub_date,headline
0,2018-04-03T09:42:40+0000,Listen to ‘The Daily’: The Right to Bear Arms
1,2018-04-03T11:45:14+0000,A Bedford Tale
2,2018-04-03T16:16:40+0000,"A Brooklyn Destination for Mezcal, Moles and Corn"
3,2018-04-02T23:44:28+0000,Squeaky-Clean Subway Cars in Queens
4,2018-04-02T14:23:51+0000,Winnie Madikizela-Mandela Is Dead at 81; Fought Apartheid
5,2018-04-02T16:54:55+0000,"Another World’s Fair Heads to Queens, This One for Foodies"
6,2018-04-02T17:14:55+0000,Moving Tea to the Forefront in Brooklyn
7,2018-04-02T14:01:57+0000,"As Malaysia Moves to Ban ‘Fake News,’ Worries About Who Decides the Truth"
8,2018-04-02T18:03:40+0000,Latest Uproar in Brazil’s Raw Political Debate: A Netflix Series
9,2018-04-01T09:00:04+0000,What’s on TV Sunday: ‘Jesus Christ Superstar’ and ‘The Child in Time’
10,2018-04-03T17:53:01+0000,White House Turf Battle Threatens to Delay Tax Law Rollout
11,2018-04-03T17:55:38+0000,It’s Sweater Weather Forever
12,2018-04-02T22:02:05+0000,Discussion Questions for ‘The Death and Life of the Great Lakes’
13,2018-04-03T17:13:03+0000,How to Improve Health Care for Veterans
14,2018-04-03T17:25:30+0000,"Women (and Men, Too) Pushed to the Edge at New Play Festival"
15,2018-04-03T17:42:19+0000,"Kosovo’s War Ended, but the Shooting Didn’t. A Court Promises Justice."
16,2018-04-03T20:22:13+0000,‘Night School’ Trailer: Kevin Hart Teams Up With Tiffany Haddish
17,2018-04-01T18:56:37+0000,Seeing Martin Luther King Jr. in a New Light
18,2018-04-01T14:30:00+0000,What to Cook This Week
19,2018-04-01T15:10:49+0000,How to Push a Story
20,2018-04-02T22:02:05+0000,Discussion Questions for ‘The Death and Life of the Great Lakes’
21,2018-04-03T14:30:04+0000,How Trump’s Citizenship Question May Hurt the G.O.P.
22,2018-04-03T15:34:36+0000,Mastering the Art of Beef Stew
23,2018-04-03T09:12:46+0000,Donte DiVincenzo Is Villanova’s Newest Star. Next Year It’ll Be Someone Else.
24,2018-04-03T09:41:05+0000,"Taking Aim at Gun Violence, With Personal Deterrence"
25,2018-04-03T09:00:02+0000,A New Pastry Layers Tastes of France and Syria
26,2018-04-03T09:00:03+0000,The Case of Hong Kong’s Missing Booksellers
27,2018-04-03T09:00:13+0000,A Wave of Young Women Running Campaigns (and Changing Politics)
28,2018-04-03T11:21:37+0000,A Big Reason Wall Street Is Flocking to Spotify: DealBook Briefing
29,2018-04-01T14:30:00+0000,What to Cook This Week
30,2018-04-02T14:01:57+0000,"As Malaysia Moves to Ban ‘Fake News,’ Worries About Who Decides the Truth"
31,2018-04-02T12:59:58+0000,California Today: Remembering the Legacy of a Liberal Judge
32,2018-04-02T19:22:42+0000,"Calling Car Pollution Standards ‘Too High,’ E.P.A. Sets Up Fight With California"
33,2018-04-02T17:14:55+0000,Moving Tea to the Forefront in Brooklyn
34,2018-04-02T18:03:40+0000,Latest Uproar in Brazil’s Raw Political Debate: A Netflix Series
35,2018-04-02T16:54:55+0000,"Another World’s Fair Heads to Queens, This One for Foodies"
36,2018-04-01T09:00:04+0000,What’s on TV Sunday: ‘Jesus Christ Superstar’ and ‘The Child in Time’
37,2018-04-01T00:15:06+0000,"Michigan Ends Loyola-Chicago’s Long, Wild Ride in the Final Four"
38,2018-04-03T04:02:00+0000,Word + Quiz: <strong></strong>contrivance
39,2018-04-03T05:51:29+0000,U.S. Stocks Rebound Slightly After Tech-Driven Slump
40,2018-04-03T02:19:59+0000,"더는 간과하지 않겠습니다:유관순, 일제 통치에 저항한 한국 독립운동가 "
41,2018-04-03T09:41:05+0000,"Taking Aim at Gun Violence, With Personal Deterrence"
42,2018-04-03T09:00:02+0000,A New Pastry Layers Tastes of France and Syria
43,2018-04-03T09:00:03+0000,The Case of Hong Kong’s Missing Booksellers
44,2018-04-03T09:00:13+0000,A Wave of Young Women Running Campaigns (and Changing Politics)
