,pub_date,headline
0,2017-04-01T23:44:55+0000,Michael Flynn Failed to Disclose Income From Russia-Linked Entities
1,2017-04-01T23:18:58+0000,Quotation of the Day: Tribes Pinning Hopes on Coal Hold Tight to Trump’s Pledges
2,2017-04-01T22:00:03+0000,Initial Description
3,2017-04-01T21:31:24+0000,"Contract Fight With U.S.A. Hockey Over, Hard Work Begins for Women’s Team"
4,2017-04-01T20:58:07+0000,Qatar’s World Cup Résumé: Zero Games. 2022 Host.
5,2017-04-01T20:43:21+0000,How Much People in the Trump Administration Are Worth
6,2017-04-01T20:36:23+0000,"Sharing the N.H.L. Experience, With a Roommate"
7,2017-04-01T20:19:48+0000,What Does It Take to Earn Respect? A Puck in the Face.
8,2017-04-01T20:05:26+0000,Clippers Give Coach Doc Rivers His 800th Victory
9,2017-04-01T19:57:11+0000,U.S.-Led Coalition Counts 229 Civilian Deaths Before Mosul Strike
10,2017-04-01T19:48:45+0000,A Small Guard Upends UConn and ‘Breathes a Little Life’ Into Her Sport
11,2017-04-01T19:31:33+0000,Mudslide in Colombia: Death Toll Surges to More Than 230
12,2017-04-01T19:24:29+0000,"Chechen Authorities Arresting and Killing Gay Men, Russian Paper Says"
13,2017-04-01T18:33:54+0000,Yankees Acquire a Taste for the Fountain of Youth
14,2017-04-01T18:30:22+0000,Why I Chose a Historically Black College
15,2017-04-01T18:30:22+0000,The Government Gorsuch Wants to Undo
16,2017-04-01T18:30:21+0000,Who Needs Charters When You Have Public Schools Like These?
17,2017-04-01T18:30:21+0000,Trump Needs a Brain
18,2017-04-01T18:30:21+0000,Manhood in the Age of Trump
19,2017-04-01T18:30:20+0000,El Salvador’s Historic Mining Ban
20,2017-04-01T18:30:19+0000,Jerks and the Start-Ups They Ruin
21,2017-04-01T18:30:16+0000,Black and Proud. Even if Strangers Can’t Tell.
22,2017-04-01T18:30:12+0000,First Day of School. Try Not to Stand Out.
23,2017-04-01T18:30:04+0000,Pick Your Favorite Ethics Offender in Trumpland
24,2017-04-01T18:30:04+0000,Why Is This Hate Different From All Other Hate?
25,2017-04-01T18:30:03+0000,Video Games Aren’t Addictive
26,2017-04-01T18:30:03+0000,Obamacare Can Survive Trump
27,2017-04-01T18:30:03+0000,My I.C.U. Patient Lived. Is That Enough?
28,2017-04-01T18:30:02+0000,Abortion and the Democrats
29,2017-04-01T18:24:59+0000,"In Trump Country, Shock at Trump Budget Cuts, but Still Loyalty"
30,2017-04-01T17:50:12+0000,"James Rosenquist, Pop Art Pioneer, Dies at 83"
31,2017-04-01T17:49:31+0000,Dazzling Free Skate Lifts Yuzuru Hanyu to World Title
32,2017-04-01T17:47:51+0000,Head of Los Angeles’s Olympic Bid Pledges: No Ultimatum
33,2017-04-01T17:31:51+0000,"They Can Hit 400-Foot Homers, but Playing Catch? That’s Tricky"
34,2017-04-01T17:10:27+0000,Venezuelan Court Revises Ruling That Nullified Legislature
35,2017-04-01T17:01:09+0000,Meet the Obama Holdovers Who Survived Trump’s Sweep
36,2017-04-01T16:40:18+0000,Arkansas to Limit Guns at Sports Events After Expanding Concealed-Carry Law
37,2017-04-01T16:31:29+0000,"Trump Couple, Now White House Employees, Can’t Escape Conflict Laws"
38,2017-04-01T16:26:30+0000,"As Braves Open New Stadium, Yankees and Traffic Are the Opponents"
39,2017-04-01T16:22:42+0000,How Does Populism Turn Authoritarian? Venezuela Is a Case in Point
40,2017-04-01T16:18:45+0000,Tribes That Live Off Coal Hold Tight to Trump’s Promises
41,2017-04-01T16:12:04+0000,Philippines Leader Vows to Pardon Police Accused in Mayor’s Death
42,2017-04-01T16:00:02+0000,Variety Puzzle: Acrostic
43,2017-04-01T15:56:08+0000,Haiti’s Violent Politics Are Taken to Court. In Boston.
44,2017-04-01T15:41:43+0000,Conservative Split Over Import Tax Imperils Trump’s Overhaul
