,pub_date,headline
0,2018-07-03T20:35:15+0000,Modern Love: My Back-Seat View of a Great Romance
1,2018-07-03T09:00:18+0000,"An Old Farmhouse in Germantown, N.Y."
2,2018-07-02T14:54:23+0000,Why Amazon’s Push Into Prescription Drugs Isn’t a Guaranteed Success
3,2018-07-02T15:24:49+0000,Farm to Cheese Board
4,2018-07-02T15:48:21+0000,Harvey Weinstein Faces New Sex Assault Charges in Manhattan
5,2018-07-02T13:06:22+0000,LeBron James to the Lakers: There’s Much to Unpack Here
6,2018-07-02T12:08:26+0000,"Merkel, to Survive, Agrees to Border Camps for Migrants"
7,2018-07-03T12:27:56+0000,The Midterms Really Are Looking Good for Democrats
8,2018-07-03T09:00:06+0000,The Woman Whose Hair Frightens Iran
9,2018-07-03T12:12:00+0000,U.K. Hospital Worker Suspected in Killing of 8 Babies
10,2018-07-02T09:00:03+0000,"Wedge Salads Don’t Need Gussying, Just the Proper Assembly"
11,2018-07-02T09:00:06+0000,Preventing Suicide Among College Students
12,2018-07-02T08:17:57+0000,Mexico Elections: 5 Takeaways from López Obrador’s Victory
13,2018-07-02T09:00:07+0000,Endless Gaming May Be a Bad Habit. That Doesn’t Make It a Mental Illness.
14,2018-07-03T20:04:34+0000,"Irena Szewinska, Champion Polish Sprinter, Is Dead at 72"
15,2018-07-03T20:17:18+0000,Nigeria Captain Played Key World Cup Match Hours After Learning His Father Was Kidnapped
16,2018-07-03T21:26:00+0000,Probiotics May Be Good for Your Bones
17,2018-07-03T21:00:25+0000,Owls See the World Much Like We Do
18,2018-07-01T16:00:01+0000,"The Best TV Shows and Movies New to Netflix, Amazon and More in July"
19,2018-07-02T22:24:37+0000,Paris Beckons as a Fare War Turns Europe Into a Bargain
20,2018-07-02T09:00:07+0000,Endless Gaming May Be a Bad Habit. That Doesn’t Make It a Mental Illness.
21,2018-07-02T12:08:26+0000,"Merkel, to Survive, Agrees to Border Camps for Migrants"
22,2018-07-03T09:00:06+0000,The Woman Whose Hair Frightens Iran
23,2018-07-03T15:00:08+0000,Let’s Reconnect With Our Streets
24,2018-07-03T13:28:53+0000,Lyft and Uber Won’t Be Happy Until They’re Your One-Stop Transit Guide
25,2018-07-03T12:12:00+0000,U.K. Hospital Worker Suspected in Killing of 8 Babies
26,2018-07-03T12:27:56+0000,The Midterms Really Are Looking Good for Democrats
27,2018-07-01T16:00:01+0000,"The Best TV Shows and Movies New to Netflix, Amazon and More in July"
28,2018-07-01T16:06:13+0000,Amend This! How Would You Change the Constitution?
29,2018-07-01T18:38:07+0000,"‘Sicario: Day of the Soldado’ Earns $19 Million, Beating Expectations"
30,2018-07-02T22:24:37+0000,Paris Beckons as a Fare War Turns Europe Into a Bargain
31,2018-07-02T22:41:18+0000,"‘The New Normal’: Wildfires Roar Across the West, Again"
32,2018-07-03T03:56:58+0000,"Fly Ball Escapes Aaron Judge’s Glove, and a Win Eludes the Yankees"
33,2018-07-02T21:13:25+0000,"Russia Relaxes, for a Moment, to Let Soccer Fans Rejoice"
34,2018-07-02T13:06:22+0000,LeBron James to the Lakers: There’s Much to Unpack Here
35,2018-07-02T14:54:23+0000,Why Amazon’s Push Into Prescription Drugs Isn’t a Guaranteed Success
36,2018-07-02T15:24:49+0000,Farm to Cheese Board
37,2018-07-02T15:48:21+0000,Harvey Weinstein Faces New Sex Assault Charges in Manhattan
38,2018-07-03T19:18:27+0000,Not All Incivility Is Equal
39,2018-07-03T19:19:03+0000,Killing of African Giraffe Sets Off Anger at ‘White American Savage’ Who Shot It
40,2018-07-03T19:19:03+0000,Killing of African Giraffe Sets Off Anger at ‘White American Savage’ Who Shot It
41,2018-07-03T18:12:59+0000,"Toxic History, Poisoned Water: The Story of Flint"
42,2018-07-03T16:07:28+0000,"A Tinder Moment, a Gift From OkCupid and a Bumble Officiant"
43,2018-07-03T16:08:43+0000,Dog Afraid of Fireworks? What Dog Owners Say Works for Them
44,2018-07-02T03:52:55+0000,"Denmark, Merkel, Russia: Your Monday Briefing"
45,2018-07-03T15:49:36+0000,"That Other Japanese Embassy, on 52nd Street"
46,2018-07-03T09:00:09+0000,An ICE Raid Leaves an Iowa Town Divided Along Faith Lines
47,2018-07-03T09:10:59+0000,"Malaysia’s Ex-Leader, Najib Razak, Is Charged in Corruption Inquiry"
48,2018-07-03T09:56:59+0000,Listen to ‘The Daily’: Assigning Blame in the Opioid Epidemic
49,2018-07-03T10:00:04+0000,"Schumer Misses Town Hall in Brooklyn, but Still Feels the Heat"
50,2018-07-03T10:00:04+0000,History Comes Knocking for Trump Again
51,2018-07-03T10:03:31+0000,"If Ronaldo Can’t Beat Uruguay, the Least He Can Do Is Pay Taxes"
52,2018-07-01T07:00:04+0000,Fox News Once Gave Trump a Perch. Now It’s His Bullhorn.
53,2018-07-01T12:56:23+0000,10 Family Members Are Found Hanged in Home Near New Delhi
54,2018-07-01T10:00:12+0000,"World Cup, ICE, Migrants: Your Weekend Briefing"
55,2018-07-01T04:10:02+0000,"Pallavi Thatai, Philip Law"
56,2018-07-02T09:00:18+0000,Delivering Amazon Packages to the Top of the World
57,2018-07-02T09:58:45+0000,Listen to ‘The Daily’: Susan Collins on Roe v. Wade and the Next Justice
58,2018-07-02T10:14:03+0000,"DealBook Briefing: Dell Plans to Go Public, Again"
59,2018-07-02T09:00:14+0000,"If Demographics Are Destiny, Why Can’t Democrats Win This Denver District?"
60,2018-07-02T09:00:11+0000,America Has Gone Off the Rails. Steven Brill Sees Ways to Get It Back on Track.
61,2018-07-02T15:26:34+0000,Review: An Operatic Locavore Consumes the English Countryside
62,2018-07-02T14:30:00+0000,Ode to Summer
63,2018-07-01T02:08:19+0000,Warriors Forward Kevin Durant to Sign Two-Year Max Deal
