,pub_date,headline
0,2018-11-01T16:42:01+0000,Stay Healthy While Traveling
1,2018-11-01T16:50:51+0000,"Midterm Election Poll: Kentucky’s 6th District, Barr vs. McGrath"
2,2018-11-02T17:29:54+0000,"Bette Midler, Chelsea Clinton and Slick Woods on the Charity Circuit"
3,2018-11-02T09:00:14+0000,Michael Cunningham Sings Leonard Cohen
4,2018-11-01T02:03:56+0000,"Subway Break Dancers, Clad in Armor, Go Medieval at the Met Museum"
5,2018-11-02T14:36:46+0000,The Perversion of Fiscal Policy (Slightly Wonkish)
6,2018-11-02T14:47:13+0000,"How Ignacio Mattos, the Chef at Estela, Balances His 14-Hour Days"
7,2018-11-02T10:00:03+0000,An Operatic Love Story Starts Off on a Sour Note
8,2018-11-02T10:00:06+0000,How to Run a Marathon Faster as You Get Older
9,2018-11-02T09:00:12+0000,"How Alexander Hamilton Inspired Bertram Baker, Brooklyn’s First Black Elected Official"
10,2018-11-01T09:00:06+0000,Elaine Pagels: By the Book
11,2018-11-01T09:00:08+0000,A High School Education and College Degree All in One
12,2018-11-01T13:44:39+0000,Beyoncé as FloJo Causes a Stir
13,2018-11-01T09:00:17+0000,‘God Is Going to Have to Forgive Me’: Young Evangelicals Speak Out
14,2018-11-02T10:00:03+0000,An Operatic Love Story Starts Off on a Sour Note
15,2018-11-02T10:00:06+0000,How to Run a Marathon Faster as You Get Older
16,2018-11-02T16:30:03+0000,God’s Red Army
17,2018-11-02T14:36:46+0000,The Perversion of Fiscal Policy (Slightly Wonkish)
18,2018-11-02T14:47:13+0000,"How Ignacio Mattos, the Chef at Estela, Balances His 14-Hour Days"
19,2018-11-02T15:42:49+0000,U.K. Opens Hate-Crime Inquiry Into Anti-Semitism in Labour Party
20,2018-11-01T13:04:46+0000,Google Walkout: Employees Stage Protest Over Handling of Sexual Harassment
21,2018-11-01T15:12:58+0000,The Wrong Way to Punish Iran 
22,2018-11-01T17:09:44+0000,Nick Cave Uses His Capital to Help Aspiring Creators
23,2018-11-01T05:00:04+0000,Who Will Flinch in a Game of Chicken Between Italy and the E.U.?
24,2018-11-01T10:00:04+0000,When Trump Voters Go For Democrats
25,2018-11-01T10:00:05+0000,Co-Living Goes Affordable
26,2018-11-01T13:09:42+0000,A 5-Year-Old’s 15-Page Résumé Captivates China
27,2018-11-01T13:10:52+0000,California Today: Google Employees Around the World Walk Out
28,2018-11-01T09:00:01+0000,"Single Parents Need Vacations Too, and More Destinations Want Them to Visit"
29,2018-11-01T09:00:06+0000,Elaine Pagels: By the Book
30,2018-11-01T18:28:59+0000,"Start-Ups Ask, ‘Are We Making Money for Saudi Arabia?’"
31,2018-11-01T18:58:07+0000,Obamas Acquire Book Critical of Trump as First Netflix Project
32,2018-11-01T19:29:45+0000,What Inspires the Forward-Looking Design Duo Behind Oscar de la Renta?
33,2018-11-01T15:12:58+0000,The Wrong Way to Punish Iran 
34,2018-11-01T13:04:46+0000,Google Walkout: Employees Stage Protest Over Handling of Sexual Harassment
35,2018-11-01T17:09:44+0000,Nick Cave Uses His Capital to Help Aspiring Creators
36,2018-11-02T20:32:06+0000,"Jin Yong, 94, Lionized Author of Chinese Martial Arts Epics, Dies"
37,2018-11-02T17:59:59+0000,End Legacy Admissions?
38,2018-11-02T22:52:51+0000,Racist Slur Defaces African Burial Ground Monument in Lower Manhattan
39,2018-11-02T23:15:48+0000,Supreme Court Allows Trial on Census Citizenship Question to Go Forward
40,2018-11-02T19:07:00+0000,Alec Baldwin Is Arrested After Dispute Over Parking Space in Manhattan
41,2018-11-01T22:09:50+0000,"Near the Border, Beto Talks Immigration"
42,2018-11-01T22:16:46+0000,"If Carmelo Anthony Wants to Win an N.B.A. Championship, He Has a Model in McAdoo"
43,2018-11-02T08:00:04+0000,Lin-Manuel Miranda on ‘Mary Poppins Returns’ and Movie Musicals
44,2018-11-01T23:00:08+0000,Trump Sends Troops to the Border
45,2018-11-01T23:15:08+0000,"In South Texas, the First Signs of a Border Swathed in Military Might"
46,2018-11-02T01:12:48+0000,"Trump, Offering No Evidence, Cites Stacey Abrams’s ‘Past’ and Calls Her ‘Unqualified’"
47,2018-11-02T09:00:12+0000,"How Alexander Hamilton Inspired Bertram Baker, Brooklyn’s First Black Elected Official"
48,2018-11-02T09:00:08+0000,Programmed for Success
49,2018-11-03T09:00:18+0000,"In a Land of Quakes, Engineering a Future for a Church Made of Mud"
50,2018-11-03T15:46:05+0000,G.O.P. Sees Trump’s Playbook as Best Hope in Some Tight Races
51,2018-11-03T14:30:00+0000,30 of Our Best Thanksgiving Side Dishes
52,2018-11-03T14:30:09+0000,A Nation in Turmoil Prepares to Deliver a Verdict on Trump
53,2018-11-03T19:39:37+0000,‘They Don’t Really Want Us to Vote’: How Republicans Made It Harder
54,2018-11-03T13:21:30+0000,School District Apologizes for Costumes of Mexican Stereotypes and Border Wall Prop
55,2018-11-01T22:20:37+0000,"Immigration, Evangelicals, Roger Stone: Your Evening Briefing"
56,2018-11-01T10:05:28+0000,Listen to ‘The Daily’: ‘I Am Not an Internet Troll’
57,2018-11-01T17:46:38+0000,‘Wildlife’ | Anatomy of a Scene
58,2018-11-01T20:41:24+0000,Obama Is Helping Democrats Punch Back at Trump: Will it Work?
59,2018-11-01T17:15:54+0000,How to Take Charge of Your Medical Care
60,2018-11-02T08:30:01+0000,News Quiz: Test Your Knowledge of the Week’s Headlines
61,2018-11-02T15:22:58+0000,‘We’re Stuck in the Middle’: How Young Iranians Feel About U.S. Sanctions
62,2018-11-02T21:55:16+0000,Your Midterm Pop Quiz
63,2018-11-01T09:00:06+0000,How ‘Makers’ Make the Classroom More Inclusive
64,2018-11-01T09:00:12+0000,To the Center or the Right? What 2 More Years of a Republican-Led House Might Look Like
65,2018-11-01T09:35:30+0000,"George Soros, Yemen, Google: Your Thursday Briefing"
66,2018-11-01T09:00:06+0000,What Classic Video Games Do You Still Enjoy Playing?
67,2018-11-01T09:00:14+0000,It’s Obamacare Sign-Up Time: How to Untangle Coverage Choices
68,2018-11-01T09:00:14+0000,Young Makers Take Action and Tackle Problems
69,2018-11-01T14:51:25+0000,Russia-Ukraine Ties Sour Further as Moscow Imposes Sanctions
70,2018-11-03T19:23:22+0000,How Voting Became a Central Issue in the Georgia Governor’s Race
71,2018-11-01T04:01:01+0000,"In U.S.-India Trade, Trump Sees Only Harley-Davidson"
72,2018-11-01T00:00:01+0000,Review: ‘The Nutcracker and the Four Realms’ Is Fine and Forgettable
73,2018-11-01T02:00:11+0000,Multicolored Beans
74,2018-11-01T17:07:04+0000,"A Comfortable Place to Spend 38,000 Hours Behind the Wheel"
75,2018-11-01T17:34:15+0000,How Conspiracy Theories Shape Art
76,2018-11-01T17:34:29+0000,Heidi Klum in ‘Shrek’ Makeup: 5 Things to Know in Pop Culture Today
77,2018-11-01T17:35:06+0000,Iran Accused of Plot to Assassinate Dissident in Denmark
78,2018-11-01T17:00:06+0000,Warrior Princesses. Spaceships. Cool Boots. ‘She-Ra’ Is Back.
79,2018-11-01T19:45:08+0000,Canceled Operations. Unsterile Tools. The V.A. Gave This Hospital 5 Stars
80,2018-11-02T21:45:07+0000,F.D.A. Approves Powerful New Opioid Despite Warnings of Likely Abuse
81,2018-11-02T19:55:17+0000,U.S. and Turkey Drop Dueling Sanctions Against Senior Officials
82,2018-11-02T18:05:34+0000,When a Terrorist Comes to Your Hometown
83,2018-11-03T18:30:12+0000,The Photographs We Never See
84,2018-11-03T19:02:56+0000,Trump Administration Spares Corporate Wrongdoers Billions in Penalties
85,2018-11-03T19:23:22+0000,How Voting Became a Central Issue in the Georgia Governor’s Race
86,2018-11-03T15:00:04+0000,The Election Has Already Been Hacked
87,2018-11-03T15:30:01+0000,Variety: Marching Bands
88,2018-11-03T17:32:52+0000,From Barra to Murdoch to Thiel: Highlights From DealBook’s Conference
89,2018-11-01T09:00:14+0000,It’s Obamacare Sign-Up Time: How to Untangle Coverage Choices
90,2018-11-01T19:41:16+0000,My Love Affair With AM Radio 
91,2018-11-02T01:45:04+0000,Review: Lessons in Love From a Drama Queen in ‘Torch Song’
92,2018-11-02T02:00:01+0000,‘You Wanna Fight?!’
93,2018-11-01T21:41:16+0000,"Cot Campbell, Colorful Horse Racing Innovator, Is Dead at 91"
94,2018-11-02T05:12:04+0000,"President Trump, Saudi Arabia, Brexit: Your Friday Briefing"
95,2018-11-01T22:29:44+0000,"Review: In ‘XENOS,’ a Dancer Turns Troubled Warrior"
96,2018-11-01T22:42:46+0000,Gritty’s First Month: The Heroic Ascendance of a ‘Ghastly Empty-Eyed Muppet’
97,2018-11-01T22:50:12+0000,"Wah Wah Watson, Guitarist Whose Sound Was Everywhere, Dies at 67"
98,2018-11-02T08:26:13+0000,"Lodi Gyari, Top Envoy for the Dalai Lama, Dies at 69"
99,2018-11-02T09:00:00+0000,Letters to the Editor
100,2018-11-01T09:00:06+0000,What Classic Video Games Do You Still Enjoy Playing?
101,2018-11-01T20:24:39+0000,Carly Rae Jepsen to Calvin Klein: ‘Call Me’ (Maybe?) 
102,2018-11-01T20:37:53+0000,Voting in New York: Get Up to Speed With 10 of Our Best Reads
103,2018-11-01T20:37:51+0000,"Sonny Fortune, Saxophonist of Urgency and Grace, Dies at 79"
104,2018-11-01T21:00:04+0000,8 Dance Performances to See in N.Y.C. This Weekend
105,2018-11-02T01:45:04+0000,Review: Lessons in Love From a Drama Queen in ‘Torch Song’
106,2018-11-02T02:00:01+0000,‘You Wanna Fight?!’
107,2018-11-02T08:26:13+0000,"Lodi Gyari, Top Envoy for the Dalai Lama, Dies at 69"
108,2018-11-02T09:00:00+0000,Letters to the Editor
109,2018-11-01T22:29:44+0000,"Review: In ‘XENOS,’ a Dancer Turns Troubled Warrior"
110,2018-11-01T21:00:04+0000,8 Dance Performances to See in N.Y.C. This Weekend
111,2018-11-01T19:41:16+0000,My Love Affair With AM Radio 
112,2018-11-01T19:45:08+0000,Canceled Operations. Unsterile Tools. The V.A. Gave This Hospital 5 Stars
113,2018-11-01T21:41:16+0000,"Cot Campbell, Colorful Horse Racing Innovator, Is Dead at 91"
114,2018-11-01T18:07:24+0000,W.N.B.A. Players Opt Out of Collective Bargaining Agreement
115,2018-11-01T18:15:26+0000,A President for Some
116,2018-11-01T15:36:16+0000,"It Might Not Be a Drinking Problem, but It’s Definitely a Problem"
117,2018-11-02T22:51:22+0000,"Milton Gendel, 99, Dies; Art Critic and Photographer Took Root in Rome"
118,2018-11-02T22:57:47+0000,"T Suggests: Orchid-Inspired Handbags, a Diane Arbus Exhibition and More"
119,2018-11-02T23:25:41+0000,"Once Reluctant to Speak Out, an Energized Obama Now Calls Out His Successor"
120,2018-11-01T09:35:30+0000,"George Soros, Yemen, Google: Your Thursday Briefing"
121,2018-11-01T08:00:12+0000,Seven Artists on the Warhol Influence 
122,2018-11-01T13:00:01+0000,Homes for Sale in New York and Connecticut
123,2018-11-01T13:00:01+0000,"Review: ‘9 Fingers,’ a Gangster Tale, Is Missing More Than a Digit"
124,2018-11-01T11:00:01+0000,"Review: In ‘The Price of Free,’ Saving Children Who Are Factory Slaves"
125,2018-11-01T10:00:04+0000,"Yes, the President Bears Blame for the Terror From the Right"
126,2018-11-01T09:00:06+0000,What Classic Video Games Do You Still Enjoy Playing?
127,2018-11-02T21:13:03+0000,High Demand and Short Supply in Canada’s Legal Cannabis Trade
128,2018-11-01T16:16:46+0000,"Where Americans (Mostly) Agree on Climate Change Policies, in Five Maps"
129,2018-11-02T22:56:45+0000,A Walk Through Manhattan With Saskia de Brauw
