,pub_date,headline
0,2017-11-03T20:25:16+0000,Friday Night Music: Elephant Revival and Larkin Poe
1,2017-11-02T03:56:49+0000,How the Manhattan Vehicle Attack Unfolded
2,2017-11-03T10:00:00+0000,"The Weekly Health Quiz: Weight Loss, Heart Surgery and Marathon Recovery"
3,2017-11-03T14:14:32+0000,The Five Biggest Changes for Families in the Republican Tax Bill
4,2017-11-03T17:31:49+0000,Honors and Costumes
5,2017-11-03T17:32:41+0000,How One School District Chose Its Laptops
6,2017-11-02T15:28:30+0000,Yellen’s Legacy: Economic Progress but a Sense of a Job Unfinished
7,2017-11-02T18:23:49+0000,Jeff Immelt on G.E. Corporate Jets
8,2017-11-02T21:01:06+0000,"By Train, Ferry and Bike: Her Journey to Class"
9,2017-11-02T00:47:05+0000,"Finding a Rootless Life in U.S., Sayfullo Saipov Turned to Radicalism"
10,2017-11-03T11:00:37+0000,"Celebrating Women’s Rights, ‘That Most American of Operas’"
11,2017-11-03T11:35:10+0000,The Tax Plan’s Corporate Losers and Winners: DealBook Briefing
12,2017-11-03T18:08:17+0000,The Values of TIAA
13,2017-11-03T14:40:10+0000,New & Noteworthy
14,2017-11-01T16:11:04+0000,"Unspeakable Pursues Uneatable, Fashion Follows"
15,2017-11-01T17:31:01+0000,"Ride-Hailing Apps Free Pakistani Women From Abuse, if They Can Pay"
16,2017-11-01T17:54:19+0000,The Democrats and Wall Street
17,2017-11-01T19:31:54+0000,After the Terror
18,2017-11-01T19:51:59+0000,Seven Bizarre Notions Trump and His Team Have About America
19,2017-11-01T19:53:04+0000,"David Vaughan, Chronicler of Dance History, Dies at 93"
20,2017-11-01T21:05:48+0000,‘The Boys in the Band’ Is Bound for Broadway at 50
21,2017-11-01T21:14:42+0000,Former Catalan Leader Refuses to Appear in Spanish Court
22,2017-11-01T02:00:01+0000,Lunchbox Snacks
23,2017-11-01T02:29:48+0000,"At Halloween Parade, a Thinner Crowd and a ‘Tense Environment’"
24,2017-11-01T13:48:16+0000,‘The Exterminating Angel’ Brings Together Opera and the Movies
