,pub_date,headline
0,2018-03-01T22:34:49+0000,Off-White: Fall 2018
1,2018-03-01T22:41:03+0000,Anatomy of a Scene | ‘Red Sparrow’
2,2018-03-02T11:40:28+0000,Loewe: Fall 2018
3,2018-03-03T14:13:46+0000,Altuzarra: Fall 2018
4,2018-03-01T18:26:01+0000,‘La soirée dans Grenade’ from ‘Estampes’
5,2018-03-02T17:27:39+0000,"Lucy Dacus, Soccer Mommy, the Breeders and the Future of Indie Rock"
6,2018-03-01T01:19:41+0000,Brooklyn Man Arrested in Fatal Bombing That Police Say Missed Its Target
7,2018-03-01T01:54:22+0000,"President Trump’s Contradictory, and Sometimes False, Comments About Gun Policy to Lawmakers"
8,2018-03-03T11:00:44+0000,"At 101, a Survivor of Hollywood’s Golden Age Throws Down the Gauntlet"
9,2018-03-01T21:50:47+0000,"Review: ‘Educated,’ by Tara Westover"
10,2018-03-01T21:04:50+0000,"Who Is Libby Schaaf, the Oakland Mayor Who Warned of Immigration Raids?"
11,2018-03-01T20:00:34+0000,Bang on a Can Marathon Returns to Downtown Manhattan
12,2018-03-01T01:08:46+0000,Donald Trump Gets a Lesson From That ‘Very Bad Judge’
13,2018-03-01T01:19:41+0000,Brooklyn Man Arrested in Fatal Bombing That Police Say Missed Its Target
14,2018-03-01T01:54:22+0000,"President Trump’s Contradictory, and Sometimes False, Comments About Gun Policy to Lawmakers"
15,2018-03-01T00:15:58+0000,Walmart to Raise Age to Buy Guns and Ammunition to 21
16,2018-03-01T10:00:53+0000,Five Places to Go in Nashville
17,2018-03-01T08:00:00+0000,Graduate
18,2018-03-02T07:00:28+0000,Cuomo Changes Rationale for Accepting His Appointees’ Donations
19,2018-03-02T10:45:37+0000,"God, Don’t Save the King"
20,2018-03-01T20:00:34+0000,Bang on a Can Marathon Returns to Downtown Manhattan
21,2018-03-01T23:03:47+0000,Tennis Moves Toward Taking the Human Element Out of Line Calls
22,2018-03-02T03:55:13+0000,"3 Children Found Living in a Plywood Box in California, Officials Say"
23,2018-03-01T23:22:37+0000,President of TLC Is Picked to Lead the Discovery Channel
24,2018-03-02T00:20:26+0000,Argentina’s Top Spy Accused in Brazil Corruption Case
25,2018-03-01T19:14:08+0000,7 New Books We Recommend This Week
26,2018-03-01T16:13:32+0000,U.S. Ambassador to Mexico to Quit Amid Tense Relations Under Trump
27,2018-03-02T18:19:09+0000,Trading One Stage for Another
28,2018-03-02T18:52:07+0000,"Better Pitching? Mets Think It’s in the Wrist, and the Preparation"
29,2018-03-02T14:13:36+0000,Trump Calls Trade Wars ‘Good’ and ‘Easy to Win’
30,2018-03-02T14:39:44+0000,Benjamin Netanyahu Is Questioned in 3rd Corruption Case in Israel
31,2018-03-02T18:54:51+0000,Trump Steel Tariffs: How They May Threaten Allies and Economic Growth
32,2018-03-02T00:26:23+0000,"Ford Bet on Aluminum Trucks, but Is Still Looking for Payoff"
