,pub_date,headline
0,2018-06-01T08:15:01+0000,News Quiz: Test Your Knowledge of the Week’s Headlines
1,2018-06-01T03:45:30+0000,Anatomy of a Scene | ‘Adrift’
2,2018-06-01T09:54:12+0000,Listen to ‘The Daily’: When Democratic Newcomers Challenge the Party Line
3,2018-06-01T17:52:16+0000,"Dinosaurs, the Master of Horror and Philip Roth"
4,2018-06-03T19:21:44+0000,"‘Charm City,’ Part 1: Baltimore After Freddie Gray"
5,2018-06-01T13:33:47+0000,What Is That Crowd? It’s the Field of Candidates. Now Pick One.
6,2018-06-01T14:00:01+0000,A Memorial to the Lingering Horror of Lynching
7,2018-06-01T10:30:00+0000,Is True Crime as Entertainment Morally Defensible?
8,2018-06-01T11:00:01+0000,The Exacting Art of Saxophone Repair
9,2018-06-01T21:26:54+0000,"The Best TV Shows and Movies New to Netflix, Amazon and More in June"
10,2018-06-01T21:57:59+0000,"Hello, You Must Be Going: Hulu Parts With a Top Executive"
11,2018-06-01T22:19:11+0000,Fed Makes a Risky Bet on Banks
12,2018-06-01T20:33:30+0000,"U.S. Vetoes U.N. Resolution on Gaza, Fails to Win Second Vote on its Own Measure"
13,2018-06-01T20:38:54+0000,This Factory Was Ready to Expand. Then Came the Trump Trade Wars.
14,2018-06-01T23:56:36+0000,"Trump’s False, Exaggerated and Contradictory Claims on Korea, Mexico and Trade"
15,2018-06-02T00:35:53+0000,Herbert Hoover’s Ghost
16,2018-06-01T19:49:01+0000,Google Will Not Renew Pentagon Contract That Upset Employees
17,2018-06-01T20:02:49+0000,Italy’s New Populist and Anti-Establishment Government Is Sworn In
18,2018-06-03T09:00:10+0000,"Homes That Sold for Around $1,500,000"
19,2018-06-03T09:01:54+0000,"North Korea, Mueller, N.B.A.: Your Weekend Briefing"
20,2018-06-02T08:18:38+0000,Seminude School Performance Sparks Debate About Tradition in South Africa
21,2018-06-02T14:00:27+0000,A Match Made at the Spice Rack
22,2018-06-02T04:26:43+0000,"After Messy Loss to Cubs, Mets’ Mickey Callaway Takes His Team to Task"
