,pub_date,headline
0,2016-08-01T04:00:00+0000,Lively Morgue Tumblr 725 — 729
1,2016-08-01T04:00:00+0000,"Not Forgotten: James Baldwin, Who Wrote for Equality at All Costs"
2,2016-08-01T04:00:00+0000,Raiding an Illegal Gold-Mining Ring in Peru’s Amazon Jungle? Easy. Getting There? Next to Impossible.
3,2016-08-01T00:00:00Z,"Not Forgotten: Alexander Graham Bell, Who Sparked a New Era of Communication"
4,2016-08-01T04:00:00+0000,Tracking Bill Ackman’s Bets
5,2016-08-01T04:00:00+0000,De Palma and De Niro in Our Apartment
6,2016-08-01T04:00:00+0000,"Arm Warmers, Whiskers and Warm-Ups: A Ballerina Becomes a Jellicle Cat"
7,2016-08-01T21:53:09+0000,"Over (Organic) Dinner, These Fitness Studio Competitors Work It Out"
8,2016-08-01T21:48:31+0000,"In Gowanus, a People’s Housing Plan to Challenge the Mayor’s"
9,2016-08-01T21:00:48+0000,Anatomy of a Scene | ‘Bad Moms’
10,2016-08-01T00:00:00Z,Donald Trump’s Registration Card
11,2016-08-01T00:00:00Z,Donald Trump’s Selective Service Records
12,2016-08-01T19:58:50+0000,"Yankees Continue to Deal, Trading Carlos Beltran and Ivan Nova"
13,2016-08-01T04:00:00+0000,Five Products for a Perfect Summer Shower
14,2016-08-01T19:08:43+0000,Guilty Plea in ’07 Murder Ends New York’s Longest Unresolved Case
15,2016-08-01T19:07:11+0000,She Swam to Escape Syria. Now She’ll Swim in Rio.
16,2016-08-01T19:00:05+0000,Island’s Mammoths May Have Been Thirsty at Their Extinction
17,2016-08-01T00:00:00Z,Your Evening Briefing
18,2016-08-01T00:00:00Z,"Donald Trump, Hillary Clinton, Harry Potter: Your Monday Evening Briefing"
19,2016-08-01T04:00:00+0000,Times Insider Photo Challenge: Caption This!
20,2016-08-01T00:00:00Z,Jon Lucas and Scott Moore Narrate a Scene From ‘Bad Moms’
21,2016-08-01T04:00:00+0000,What You Should Watch : Films New to Netflix and ‘Gilmore Girls’
22,2016-08-01T16:05:04+0000,"This Is Your Life, Brought to You by Private Equity"
23,2016-08-01T04:00:00+0000,Brand to Know: The Line Making Silk Modern (and Packable)
24,2016-08-01T04:00:00+0000,"Meet Deitas, the Line Making Sleek Silk Pieces"
25,2016-08-01T15:35:21Z,Maryland Flash Flood Kills 2
26,2016-08-01T04:00:00+0000,"Ten Years Later, the ‘Real’ JT LeRoy Tells All"
27,2016-08-01T15:23:27+0000,The Most Dominant American Basketball Team? The Olympic Women
28,2016-08-01T00:00:00Z,"A Muslim Father, a Soldier’s Ultimate Sacrifice"
29,2016-08-01T14:34:45Z,Trump Faces Backlash Over Khan Remarks
30,2016-08-01T14:20:11Z,"A Muslim Father, a Soldier&#8217;s Ultimate Sacrifice"
31,2016-08-01T00:00:00Z,Can You Sign Here? Alabama Law Aims to Keep Cursive in Schools
